# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-09-19T19:14:50.499Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2018-07-02T21:00:00.000Z - 2019-07-02T03:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foE [MHz] - E layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foE QD
2019-06-16T01:52:40.000Z  80  2.51 //
2019-06-16T02:00:10.000Z  70  2.51 //
2019-06-16T02:07:40.000Z  90  2.51 //
2019-06-16T02:15:10.000Z  65  2.51 //
2019-06-16T02:22:40.000Z  75  2.51 //
2019-06-16T02:30:10.000Z  45  2.51 //
2019-06-16T02:37:40.000Z  80  2.18 //
2019-06-16T02:45:10.000Z  95  2.18 //
2019-06-16T02:52:40.000Z  95  2.51 //
2019-06-16T03:00:10.000Z  65  2.15 //
2019-06-16T03:07:40.000Z  45  2.13 //
2019-06-16T03:15:10.000Z  70  2.23 //
2019-06-16T03:22:40.000Z  25  2.13 //
2019-06-16T03:30:10.000Z  65  2.03 //
2019-06-16T03:37:40.000Z  90  2.15 //
2019-06-16T03:45:10.000Z  60  2.15 //
2019-06-16T03:52:40.000Z  45  2.11 //
2019-06-16T04:00:10.000Z  95  2.03 //
2019-06-16T04:07:40.000Z  60  2.03 //
2019-06-16T04:15:10.000Z  95  2.01 //
2019-06-16T04:22:40.000Z  80  2.11 //
2019-06-16T04:30:10.000Z  70  2.13 //
2019-06-16T04:37:40.000Z  90  2.11 //
2019-06-16T04:45:10.000Z  80  1.96 //
2019-06-16T04:52:40.000Z  90  2.03 //
2019-06-16T05:00:10.000Z  80  1.73 //
2019-06-16T05:07:40.000Z  80  1.58 //
2019-06-16T05:15:10.000Z  60  1.83 //
2019-06-16T05:22:40.000Z  80  1.63 //
2019-06-16T05:30:10.000Z  90  1.75 //
2019-06-16T05:37:40.000Z  80  1.55 //
2019-06-16T05:52:40.000Z  90  1.53 //
2019-06-16T06:07:40.000Z   0  1.61 //
2019-06-16T06:15:10.000Z  70  1.33 //
2019-06-16T06:22:40.000Z  80  1.50 //
2019-06-16T06:30:10.000Z  70  1.63 //
2019-06-16T06:37:40.000Z  70  1.58 //
2019-06-16T06:52:40.000Z  80  1.33 //
2019-06-16T07:00:10.000Z  70  1.30 //
2019-06-16T07:07:40.000Z  70  1.23 //
2019-06-16T07:52:40.000Z  70  1.23 //
2019-06-16T08:37:40.000Z  60  1.05 //
2019-06-16T09:07:40.000Z  70  0.86 //
2019-06-16T09:22:40.000Z  60  0.63 //
2019-06-16T09:30:10.000Z  40  0.98 //
2019-06-16T09:52:40.000Z  70  0.93 //
2019-06-16T10:07:40.000Z  40  1.00 //
2019-06-16T10:15:10.000Z  70  1.00 //
2019-06-16T10:22:40.000Z  40  1.00 //
2019-06-16T10:30:10.000Z  60  1.00 //
2019-06-16T10:37:40.000Z  40  1.03 //
2019-06-16T10:45:10.000Z  70  1.08 //
2019-06-16T10:52:40.000Z  70  1.05 //
2019-06-16T11:00:10.000Z  40  1.05 //
2019-06-16T12:00:10.000Z  70  1.33 //
2019-06-16T12:07:40.000Z  70  1.21 //
2019-06-16T12:15:10.000Z  70  1.23 //
2019-06-16T12:22:40.000Z  70  1.25 //
2019-06-16T12:30:10.000Z  70  1.55 //
2019-06-16T12:37:40.000Z  65  1.50 //
2019-06-16T12:45:10.000Z  45  1.50 //
2019-06-16T12:52:40.000Z  70  1.55 //
2019-06-16T13:07:40.000Z  70  1.65 //
2019-06-16T13:15:10.000Z  40  1.61 //
2019-06-16T13:22:40.000Z  70  1.75 //
2019-06-16T13:30:10.000Z  70  1.80 //
2019-06-16T13:37:40.000Z  70  1.78 //
2019-06-16T13:45:10.000Z  70  1.75 //
2019-06-16T13:52:40.000Z  70  1.75 //
2019-06-16T14:00:10.000Z  60  1.80 //
2019-06-16T14:07:40.000Z  75  1.93 //
2019-06-16T14:15:10.000Z  70  1.90 //
2019-06-16T14:22:40.000Z  70  1.96 //
2019-06-16T14:30:10.000Z  60  1.93 //
2019-06-16T14:37:40.000Z  70  2.03 //
2019-06-16T14:45:10.000Z  80  1.98 //
2019-06-16T14:52:40.000Z  80  2.20 //
2019-06-16T15:00:10.000Z  80  2.15 //
2019-06-16T15:07:40.000Z  80  2.13 //
2019-06-16T15:15:10.000Z  80  2.18 //
2019-06-16T15:22:40.000Z  80  2.18 //
2019-06-16T15:30:10.000Z  70  2.51 //
2019-06-16T15:37:40.000Z  50  2.13 //
2019-06-16T15:45:10.000Z  80  2.13 //
2019-06-16T15:52:40.000Z  45  2.08 //
2019-06-16T16:00:10.000Z  70  2.08 //
2019-06-16T16:07:40.000Z  80  2.23 //
2019-06-16T16:15:10.000Z  65  2.15 //
2019-06-16T16:22:40.000Z  65  2.33 //
2019-06-16T16:30:10.000Z  65  2.26 //
2019-06-16T16:37:40.000Z  65  2.51 //
2019-06-16T16:45:10.000Z  65  2.31 //
2019-06-16T16:52:40.000Z  45  2.76 //
2019-06-16T17:00:10.000Z  90  2.65 //
2019-06-16T17:07:40.000Z  95  2.70 //
2019-06-16T17:15:10.000Z 100  2.61 //
2019-06-16T17:22:40.000Z 100  2.63 //
2019-06-16T17:30:10.000Z  90  2.65 //
2019-06-16T17:37:40.000Z  95  2.88 //
2019-06-16T17:45:10.000Z  95  2.70 //
2019-06-16T17:52:40.000Z  95  2.73 //
2019-06-16T18:00:10.000Z  45  2.51 //
2019-06-16T18:07:40.000Z  90  2.51 //
2019-06-16T18:15:10.000Z 100  2.70 //
2019-06-16T18:22:40.000Z 100  2.98 //
2019-06-16T18:30:10.000Z  10  2.78 //
2019-06-16T18:37:40.000Z  70  2.51 //
2019-06-16T18:45:10.000Z  90  2.51 //
2019-06-16T18:52:40.000Z  65  3.03 //
2019-06-16T19:00:10.000Z  90  3.06 //
2019-06-16T19:07:40.000Z  65  2.86 //
2019-06-16T19:15:10.000Z  80  2.51 //
2019-06-16T19:22:40.000Z  80  3.03 //
2019-06-16T19:30:10.000Z  75  3.03 //
2019-06-16T19:37:40.000Z  80  2.90 //
2019-06-16T19:45:10.000Z  50  2.90 //
2019-06-16T19:52:40.000Z  65  2.90 //
2019-06-16T20:00:10.000Z  65  2.93 //
2019-06-16T20:07:40.000Z  65  3.03 //
2019-06-16T20:15:10.000Z  65  3.03 //
2019-06-16T20:22:40.000Z  65  3.03 //
2019-06-16T20:30:10.000Z  65  3.03 //
2019-06-16T20:37:40.000Z  60  2.95 //
2019-06-16T20:45:10.000Z  75  2.95 //
2019-06-16T20:52:40.000Z  45  2.51 //
2019-06-16T21:00:10.000Z  75  2.53 //
2019-06-16T21:07:40.000Z  75  3.03 //
2019-06-16T21:15:10.000Z  75  3.03 //
2019-06-16T21:22:40.000Z  95  3.03 //
2019-06-16T21:30:10.000Z  75  3.18 //
2019-06-16T21:37:40.000Z  75  3.13 //
2019-06-16T21:45:10.000Z  65  2.51 //
2019-06-16T21:52:40.000Z  65  3.15 //
2019-06-16T22:00:10.000Z  75  3.13 //
2019-06-16T22:07:40.000Z  65  3.11 //
2019-06-16T22:15:10.000Z  65  3.03 //
2019-06-16T22:22:40.000Z  75  3.03 //
2019-06-16T22:30:10.000Z  75  3.03 //
2019-06-16T22:37:40.000Z  80  3.15 //
2019-06-16T22:45:10.000Z  10  2.95 //
2019-06-16T22:52:40.000Z  75  3.03 //
2019-06-16T23:00:10.000Z  95  3.03 //
2019-06-16T23:07:40.000Z  95  3.03 //
2019-06-16T23:15:10.000Z 100  3.03 //
2019-06-16T23:22:40.000Z  90  3.06 //
2019-06-16T23:30:10.000Z  75  3.03 //
2019-06-16T23:37:40.000Z  85  2.90 //
2019-06-16T23:45:10.000Z  75  3.03 //
2019-06-16T23:52:40.000Z  95  3.03 //
2019-06-17T00:00:10.000Z  45  3.03 //
2019-06-17T00:07:40.000Z  95  3.03 //
2019-06-17T00:15:10.000Z  65  2.86 //
2019-06-17T00:22:40.000Z  50  3.03 //
2019-06-17T00:30:10.000Z  70  3.03 //
2019-06-17T00:37:40.000Z  45  3.03 //
2019-06-17T00:45:10.000Z  65  3.01 //
2019-06-17T00:52:40.000Z  50  3.01 //
2019-06-17T01:00:10.000Z  90  2.98 //
2019-06-17T01:07:40.000Z  65  2.98 //
2019-06-17T01:15:10.000Z  90  2.95 //
2019-06-17T01:22:40.000Z  90  2.68 //
2019-06-17T01:30:10.000Z  65  2.93 //
2019-06-17T01:37:40.000Z  45  2.90 //
2019-06-17T01:45:10.000Z  60  2.88 //
2019-06-17T01:52:40.000Z  95  2.88 //
2019-06-17T02:00:10.000Z  65  2.86 //
2019-06-17T02:07:40.000Z  90  2.51 //
2019-06-17T02:15:10.000Z  45  2.51 //
2019-06-17T02:22:40.000Z  90  2.51 //
2019-06-17T02:30:10.000Z  65  2.51 //
2019-06-17T02:37:40.000Z  45  2.28 //
2019-06-17T02:45:10.000Z  80  2.51 //
2019-06-17T02:52:40.000Z  20  2.51 //
2019-06-17T03:00:10.000Z  70  2.51 //
2019-06-17T03:07:40.000Z  70  2.51 //
2019-06-17T03:15:10.000Z  90  2.51 //
2019-06-17T03:22:40.000Z  80  2.06 //
2019-06-17T03:30:10.000Z  70  2.15 //
2019-06-17T03:37:40.000Z  60  2.15 //
2019-06-17T03:45:10.000Z  90  2.51 //
2019-06-17T03:52:40.000Z  80  2.23 //
2019-06-17T04:00:10.000Z  20  2.15 //
2019-06-17T04:15:10.000Z  80  2.13 //
2019-06-17T04:22:40.000Z  80  2.08 //
2019-06-17T04:30:10.000Z  50  2.08 //
2019-06-17T04:37:40.000Z  80  2.03 //
2019-06-17T04:45:10.000Z  50  2.03 //
2019-06-17T04:52:40.000Z  90  1.93 //
2019-06-17T05:00:10.000Z  80  1.75 //
2019-06-17T05:07:40.000Z  40  1.80 //
2019-06-17T05:15:10.000Z  80  2.08 //
2019-06-17T05:22:40.000Z  80  2.01 //
2019-06-17T05:30:10.000Z  80  2.03 //
2019-06-17T05:37:40.000Z   0  1.96 //
2019-06-17T05:45:10.000Z  70  1.88 //
2019-06-17T05:52:40.000Z  60  1.78 //
2019-06-17T06:00:10.000Z  80  1.80 //
2019-06-17T06:07:40.000Z  70  1.73 //
2019-06-17T06:15:10.000Z  70  1.78 //
2019-06-17T06:22:40.000Z  70  1.71 //
2019-06-17T06:30:10.000Z  70  1.68 //
2019-06-17T06:37:40.000Z  70  1.53 //
2019-06-17T06:45:10.000Z  70  1.36 //
2019-06-17T06:52:40.000Z  70  1.50 //
2019-06-17T07:00:10.000Z  60  1.43 //
2019-06-17T07:07:40.000Z  70  1.46 //
2019-06-17T07:15:10.000Z  70  1.33 //
2019-06-17T07:22:40.000Z  70  1.23 //
2019-06-17T07:30:10.000Z  70  1.25 //
2019-06-17T07:37:40.000Z  70  1.21 //
2019-06-17T08:07:40.000Z  40  1.15 //
2019-06-17T08:15:10.000Z  70  0.93 //
2019-06-17T08:37:40.000Z  70  0.90 //
2019-06-17T09:22:40.000Z  70  0.83 //
2019-06-17T09:30:10.000Z  40  0.98 //
2019-06-17T09:37:40.000Z  60  0.63 //
2019-06-17T10:07:40.000Z  65  1.00 //
2019-06-17T11:15:10.000Z  60  0.98 //
2019-06-17T11:22:40.000Z  70  0.98 //
2019-06-17T11:30:10.000Z  40  1.00 //
2019-06-17T11:37:40.000Z  70  1.00 //
2019-06-17T11:45:10.000Z  70  1.03 //
2019-06-17T11:52:40.000Z  45  1.15 //
2019-06-17T12:00:10.000Z  65  1.18 //
2019-06-17T12:07:40.000Z  60  1.03 //
2019-06-17T12:15:10.000Z  70  1.23 //
2019-06-17T12:22:40.000Z  70  1.30 //
2019-06-17T12:37:40.000Z  70  1.55 //
2019-06-17T12:45:10.000Z  40  1.55 //
2019-06-17T12:52:40.000Z  70  1.48 //
2019-06-17T13:00:10.000Z  70  1.71 //
2019-06-17T13:07:40.000Z  70  1.50 //
2019-06-17T13:15:10.000Z  70  1.63 //
2019-06-17T13:22:40.000Z  70  1.65 //
2019-06-17T13:30:10.000Z  70  1.71 //
2019-06-17T13:37:40.000Z  40  1.73 //
2019-06-17T13:45:10.000Z  70  1.80 //
2019-06-17T13:52:40.000Z  20  1.63 //
2019-06-17T14:00:10.000Z  80  1.88 //
2019-06-17T14:15:10.000Z  80  1.96 //
2019-06-17T14:30:10.000Z  60  2.01 //
2019-06-17T14:37:40.000Z  70  2.08 //
2019-06-17T14:45:10.000Z  60  2.08 //
2019-06-17T14:52:40.000Z  60  2.11 //
2019-06-17T15:00:10.000Z  90  2.15 //
2019-06-17T15:07:40.000Z  90  2.15 //
2019-06-17T15:15:10.000Z  90  2.23 //
2019-06-17T15:22:40.000Z  70  2.08 //
2019-06-17T15:30:10.000Z  90  2.15 //
2019-06-17T15:37:40.000Z  90  2.23 //
2019-06-17T15:45:10.000Z  90  2.23 //
2019-06-17T15:52:40.000Z  90  2.20 //
2019-06-17T16:00:10.000Z  80  2.15 //
2019-06-17T16:07:40.000Z  90  2.28 //
2019-06-17T16:15:10.000Z  95  2.23 //
2019-06-17T16:22:40.000Z  45  2.26 //
2019-06-17T16:30:10.000Z  80  2.15 //
2019-06-17T16:45:10.000Z  90  2.51 //
2019-06-17T16:52:40.000Z  85  2.51 //
2019-06-17T17:00:10.000Z  45  2.26 //
2019-06-17T17:07:40.000Z  80  2.36 //
2019-06-17T17:15:10.000Z  90  2.51 //
2019-06-17T17:22:40.000Z  80  2.51 //
2019-06-17T17:30:10.000Z  90  2.88 //
2019-06-17T17:37:40.000Z  85  2.88 //
2019-06-17T17:45:10.000Z  95  2.51 //
2019-06-17T17:52:40.000Z  90  2.51 //
2019-06-17T18:00:10.000Z  90  2.93 //
2019-06-17T18:07:40.000Z  95  2.95 //
2019-06-17T18:15:10.000Z  95  2.51 //
2019-06-17T18:22:40.000Z  65  2.51 //
2019-06-17T18:30:10.000Z  90  2.51 //
2019-06-17T18:37:40.000Z  95  2.51 //
2019-06-17T18:52:40.000Z  95  3.03 //
2019-06-17T19:00:10.000Z  90  2.51 //
2019-06-17T19:15:10.000Z 100  3.03 //
2019-06-17T19:22:40.000Z  60  3.03 //
2019-06-17T19:30:10.000Z  90  3.03 //
2019-06-17T19:37:40.000Z  45  3.03 //
2019-06-17T19:52:40.000Z  75  2.90 //
2019-06-17T20:07:40.000Z  65  2.93 //
2019-06-17T20:15:10.000Z  45  2.51 //
2019-06-17T20:22:40.000Z  70  2.51 //
2019-06-17T20:30:10.000Z 100  2.95 //
2019-06-18T21:22:40.000Z  75  2.51 //
2019-06-18T21:30:10.000Z  50  2.51 //
2019-06-18T21:37:40.000Z  75  3.03 //
2019-06-18T21:45:10.000Z  50  3.03 //
2019-06-18T21:52:40.000Z  65  3.03 //
2019-06-18T22:00:10.000Z  75  3.03 //
2019-06-18T22:07:40.000Z  75  3.11 //
2019-06-18T23:00:10.000Z  65  2.93 //
2019-06-18T23:07:40.000Z  50  2.93 //
2019-06-18T23:15:10.000Z  75  2.93 //
2019-06-18T23:22:40.000Z  50  3.03 //
2019-06-18T23:30:10.000Z  65  2.90 //
2019-06-18T23:37:40.000Z  65  3.03 //
2019-06-18T23:45:10.000Z  70  3.03 //
2019-06-19T00:00:10.000Z  95  2.88 //
2019-06-19T00:07:40.000Z  65  2.88 //
2019-06-19T00:22:40.000Z 100  2.86 //
2019-06-19T00:30:10.000Z 100  2.51 //
2019-06-19T00:45:10.000Z  95  2.78 //
2019-06-19T00:52:40.000Z 100  2.76 //
2019-06-19T01:00:10.000Z  50  2.73 //
2019-06-19T01:07:40.000Z  50  2.65 //
2019-06-19T01:15:10.000Z  75  2.51 //
2019-06-19T01:22:40.000Z 100  2.61 //
2019-06-19T01:30:10.000Z  95  2.93 //
2019-06-19T01:37:40.000Z  95  2.90 //
2019-06-19T01:45:10.000Z 100  2.88 //
2019-06-19T01:52:40.000Z  60  2.88 //
2019-06-19T02:00:10.000Z  65  2.86 //
2019-06-19T02:07:40.000Z  95  2.51 //
2019-06-19T02:15:10.000Z  70  2.51 //
2019-06-19T02:30:10.000Z  80  2.51 //
2019-06-19T02:37:40.000Z  80  2.51 //
2019-06-19T02:45:10.000Z  90  2.51 //
2019-06-19T02:52:40.000Z  45  2.23 //
2019-06-19T03:00:10.000Z  80  2.51 //
2019-06-19T03:07:40.000Z  60  2.51 //
2019-06-19T03:15:10.000Z  80  2.51 //
2019-06-19T03:22:40.000Z  80  2.51 //
2019-06-19T03:30:10.000Z  80  2.15 //
2019-06-19T03:37:40.000Z  80  2.51 //
2019-06-19T03:45:10.000Z  80  2.15 //
2019-06-19T03:52:40.000Z  90  2.51 //
2019-06-19T04:00:10.000Z  80  2.06 //
2019-06-19T04:07:40.000Z  80  2.13 //
2019-06-19T04:15:10.000Z  70  2.20 //
2019-06-19T04:22:40.000Z   0  2.15 //
2019-06-19T04:30:10.000Z  80  2.13 //
2019-06-19T04:37:40.000Z  90  2.08 //
2019-06-19T04:45:10.000Z  70  2.06 //
2019-06-19T04:52:40.000Z  70  2.03 //
2019-06-19T05:00:10.000Z   0  1.98 //
2019-06-19T05:07:40.000Z  80  1.96 //
2019-06-19T05:15:10.000Z  70  1.93 //
2019-06-19T05:22:40.000Z  90  2.06 //
2019-06-19T05:30:10.000Z  80  1.83 //
2019-06-19T05:37:40.000Z  80  1.75 //
2019-06-19T05:45:10.000Z  90  1.73 //
2019-06-19T05:52:40.000Z  70  1.71 //
2019-06-19T06:00:10.000Z  80  1.61 //
2019-06-19T06:07:40.000Z  80  1.61 //
2019-06-19T06:15:10.000Z  60  1.55 //
2019-06-19T06:22:40.000Z  80  1.46 //
2019-06-19T06:37:40.000Z  60  1.36 //
2019-06-19T06:45:10.000Z  80  1.38 //
2019-06-19T07:07:40.000Z  80  1.36 //
2019-06-19T07:15:10.000Z  80  1.13 //
2019-06-19T07:22:40.000Z  40  0.93 //
2019-06-19T08:00:10.000Z  70  0.98 //
2019-06-19T08:15:10.000Z  60  1.11 //
2019-06-19T09:07:40.000Z  70  0.86 //
2019-06-19T09:22:40.000Z  60  0.78 //
2019-06-19T09:30:10.000Z  70  0.95 //
2019-06-19T10:52:40.000Z  70  1.11 //
2019-06-19T11:00:10.000Z  70  0.90 //
2019-06-19T11:07:40.000Z  70  1.03 //
2019-06-19T11:15:10.000Z  70  0.90 //
2019-06-19T11:22:40.000Z  40  1.08 //
2019-06-19T11:30:10.000Z  70  1.18 //
2019-06-19T11:37:40.000Z  70  1.21 //
2019-06-19T11:45:10.000Z  40  1.08 //
2019-06-19T11:52:40.000Z  60  1.18 //
2019-06-19T12:00:10.000Z  70  1.21 //
2019-06-19T12:07:40.000Z  45  1.21 //
2019-06-19T12:22:40.000Z  40  1.28 //
2019-06-19T12:30:10.000Z  70  1.33 //
2019-06-19T12:37:40.000Z  65  1.50 //
2019-06-19T12:52:40.000Z  70  1.55 //
2019-06-19T13:00:10.000Z  65  1.55 //
2019-06-19T13:07:40.000Z  65  1.55 //
2019-06-19T13:15:10.000Z  70  1.61 //
2019-06-19T13:22:40.000Z  40  1.63 //
2019-06-19T13:30:10.000Z  45  1.75 //
2019-06-19T13:37:40.000Z  70  1.75 //
2019-06-19T13:45:10.000Z  70  1.86 //
2019-06-19T13:52:40.000Z  65  1.65 //
2019-06-19T14:00:10.000Z  80  1.86 //
2019-06-19T14:07:40.000Z  70  1.90 //
2019-06-19T14:15:10.000Z  50  1.96 //
2019-06-19T14:22:40.000Z  50  1.98 //
2019-06-19T14:30:10.000Z  75  2.03 //
2019-06-19T14:37:40.000Z  75  2.13 //
2019-06-19T14:45:10.000Z 100  2.08 //
2019-06-19T14:52:40.000Z  30  2.03 //
2019-06-19T15:00:10.000Z  80  2.23 //
2019-06-19T15:07:40.000Z  80  2.01 //
2019-06-19T15:15:10.000Z  75  2.43 //
2019-06-19T15:22:40.000Z  90  2.08 //
2019-06-19T15:30:10.000Z  60  2.08 //
2019-06-19T15:45:10.000Z  90  2.15 //
2019-06-19T15:52:40.000Z  90  2.51 //
2019-06-19T16:00:10.000Z  50  2.51 //
2019-06-19T16:07:40.000Z  70  2.51 //
2019-06-19T16:15:10.000Z  70  2.51 //
2019-06-19T16:22:40.000Z  70  2.51 //
2019-06-19T16:30:10.000Z  90  2.51 //
2019-06-19T16:37:40.000Z  50  2.51 //
2019-06-19T16:45:10.000Z  70  2.56 //
2019-06-19T16:52:40.000Z  65  2.51 //
2019-06-19T17:00:10.000Z  65  2.51 //
2019-06-19T17:07:40.000Z 100  2.51 //
2019-06-19T17:15:10.000Z  75  2.26 //
2019-06-19T17:22:40.000Z  70  2.86 //
2019-06-19T17:30:10.000Z  75  2.26 //
2019-06-19T17:37:40.000Z  70  2.48 //
2019-06-19T17:45:10.000Z  95  2.51 //
2019-06-19T17:52:40.000Z  75  2.93 //
2019-06-19T18:00:10.000Z  45  2.51 //
2019-06-19T18:07:40.000Z  50  2.51 //
2019-06-19T18:15:10.000Z  80  2.98 //
2019-06-19T18:22:40.000Z  75  2.98 //
2019-06-19T18:30:10.000Z  75  3.01 //
2019-06-19T18:37:40.000Z 100  3.01 //
2019-06-19T18:45:10.000Z 100  3.03 //
2019-06-19T18:52:40.000Z  95  2.51 //
2019-06-19T19:00:10.000Z 100  3.03 //
2019-06-19T19:07:40.000Z  50  2.86 //
2019-06-19T19:22:40.000Z  95  2.51 //
2019-06-19T19:30:10.000Z  75  2.88 //
2019-06-19T19:37:40.000Z  50  2.90 //
2019-06-19T19:45:10.000Z 100  2.90 //
2019-06-19T19:52:40.000Z 100  2.51 //
2019-06-19T20:00:10.000Z  95  2.51 //
2019-06-19T20:07:40.000Z  75  2.93 //
2019-06-19T20:15:10.000Z  65  2.93 //
2019-06-19T20:22:40.000Z  70  2.93 //
2019-06-19T20:37:40.000Z  70  2.95 //
2019-06-19T20:45:10.000Z  70  2.51 //
2019-06-19T20:52:40.000Z  50  2.95 //
2019-06-19T21:07:40.000Z  50  2.95 //
2019-06-19T21:15:10.000Z  50  2.98 //
2019-06-19T21:22:40.000Z  75  2.98 //
2019-06-19T21:30:10.000Z  75  2.98 //
2019-06-19T21:37:40.000Z  95  3.03 //
2019-06-19T21:45:10.000Z  65  3.08 //
2019-06-19T22:00:10.000Z  65  3.13 //
2019-06-19T22:07:40.000Z  65  3.11 //
2019-06-19T22:15:10.000Z  50  3.15 //
2019-06-19T22:22:40.000Z  75  3.13 //
2019-06-19T22:30:10.000Z  75  3.03 //
2019-06-19T22:37:40.000Z  75  3.03 //
2019-06-19T22:45:10.000Z  75  3.15 //
2019-06-19T22:52:40.000Z  75  3.06 //
2019-06-19T23:00:10.000Z  75  3.03 //
2019-06-19T23:07:40.000Z  65  3.03 //
2019-06-19T23:15:10.000Z  65  3.03 //
2019-06-19T23:22:40.000Z  65  3.03 //
2019-06-19T23:30:10.000Z  75  3.03 //
2019-06-19T23:37:40.000Z  45  3.03 //
2019-06-19T23:52:40.000Z  75  3.03 //
2019-06-20T00:00:10.000Z  75  2.88 //
2019-06-20T00:07:40.000Z  75  3.03 //
2019-06-20T00:15:10.000Z  75  3.03 //
2019-06-20T00:22:40.000Z  75  3.03 //
2019-06-20T00:30:10.000Z  75  2.73 //
2019-06-20T00:37:40.000Z  75  3.03 //
2019-06-20T00:45:10.000Z  75  3.01 //
2019-06-20T00:52:40.000Z  75  3.01 //
2019-06-20T01:00:10.000Z  75  2.98 //
2019-06-20T01:07:40.000Z  75  2.98 //
2019-06-20T01:15:10.000Z  75  2.95 //
2019-06-20T01:22:40.000Z  75  2.93 //
2019-06-20T01:30:10.000Z  75  2.93 //
2019-06-20T01:37:40.000Z  75  2.90 //
2019-06-20T01:45:10.000Z  10  2.88 //
2019-06-20T01:52:40.000Z 100  2.88 //
2019-06-20T02:00:10.000Z  45  2.86 //
2019-06-20T02:07:40.000Z  80  2.56 //
2019-06-20T02:15:10.000Z  80  2.81 //
2019-06-20T02:22:40.000Z  60  2.53 //
2019-06-20T02:30:10.000Z  90  2.53 //
2019-06-20T02:37:40.000Z  95  2.58 //
2019-06-20T02:45:10.000Z  65  2.51 //
2019-06-20T03:00:10.000Z  80  2.51 //
2019-06-20T03:07:40.000Z  60  2.51 //
2019-06-20T03:15:10.000Z  70  2.20 //
2019-06-20T03:22:40.000Z  70  2.51 //
2019-06-20T03:30:10.000Z  80  2.51 //
2019-06-20T03:37:40.000Z  80  2.53 //
2019-06-20T03:45:10.000Z  60  2.51 //
2019-06-20T03:52:40.000Z  40  2.06 //
2019-06-20T04:00:10.000Z  70  2.03 //
2019-06-20T04:07:40.000Z  70  2.43 //
2019-06-20T04:15:10.000Z  60  2.40 //
2019-06-20T04:22:40.000Z  70  2.18 //
2019-06-20T04:30:10.000Z  70  2.13 //
2019-06-20T04:37:40.000Z  40  2.11 //
2019-06-20T04:45:10.000Z  70  2.08 //
2019-06-20T04:52:40.000Z  70  2.03 //
2019-06-20T05:15:10.000Z  70  1.73 //
2019-06-20T05:22:40.000Z  70  1.68 //
2019-06-20T05:30:10.000Z  70  1.83 //
2019-06-20T05:37:40.000Z  70  1.80 //
2019-06-20T05:45:10.000Z  60  1.75 //
2019-06-20T05:52:40.000Z  40  1.90 //
2019-06-20T06:00:10.000Z  40  1.65 //
2019-06-20T06:07:40.000Z  70  1.80 //
2019-06-20T06:15:10.000Z  60  1.78 //
2019-06-20T06:22:40.000Z  70  1.73 //
2019-06-20T06:30:10.000Z  70  1.68 //
2019-06-20T06:37:40.000Z  70  1.58 //
2019-06-20T06:45:10.000Z  70  1.40 //
2019-06-20T06:52:40.000Z  60  1.55 //
2019-06-20T07:00:10.000Z  60  1.50 //
2019-06-20T07:15:10.000Z  70  1.23 //
2019-06-20T07:30:10.000Z  70  1.13 //
2019-06-20T07:37:40.000Z   0  1.28 //
2019-06-20T09:15:10.000Z  45  0.63 //
2019-06-20T09:22:40.000Z  20  0.63 //
2019-06-20T10:37:40.000Z  75  1.00 //
2019-06-20T10:52:40.000Z  75  1.03 //
2019-06-20T11:15:10.000Z  75  1.05 //
2019-06-20T11:30:10.000Z  25  1.05 //
2019-06-20T11:37:40.000Z  75  1.11 //
2019-06-20T11:45:10.000Z  45  1.23 //
2019-06-20T11:52:40.000Z  25  1.33 //
2019-06-20T12:00:10.000Z  25  1.28 //
2019-06-20T12:07:40.000Z  40  1.28 //
2019-06-20T12:15:10.000Z  20  1.43 //
2019-06-20T12:22:40.000Z  65  1.36 //
2019-06-20T12:30:10.000Z  20  1.36 //
2019-06-20T12:37:40.000Z  20  1.53 //
2019-06-20T12:45:10.000Z  20  1.58 //
2019-06-20T12:52:40.000Z  65  1.55 //
2019-06-20T13:00:10.000Z  70  1.73 //
2019-06-20T13:07:40.000Z  70  1.73 //
2019-06-20T13:15:10.000Z  60  1.73 //
2019-06-20T13:22:40.000Z  50  1.78 //
2019-06-20T13:30:10.000Z  60  1.83 //
2019-06-20T13:37:40.000Z  70  1.93 //
2019-06-20T13:45:10.000Z  40  1.96 //
2019-06-20T13:52:40.000Z  70  1.96 //
2019-06-20T14:00:10.000Z  40  2.01 //
2019-06-20T14:07:40.000Z  65  1.98 //
2019-06-20T14:15:10.000Z  60  2.13 //
2019-06-20T14:22:40.000Z  70  2.08 //
2019-06-20T14:30:10.000Z  80  2.20 //
2019-06-20T14:37:40.000Z  50  2.03 //
2019-06-20T14:45:10.000Z  60  2.28 //
