# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-09-19T19:14:50.499Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2018-07-02T21:00:00.000Z - 2019-07-02T03:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foE [MHz] - E layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foE QD
2018-07-02T21:00:10.000Z  95  3.13 //
2018-07-02T21:07:40.000Z  65  3.15 //
2018-07-02T21:15:10.000Z  75  3.15 //
2018-07-02T21:22:40.000Z  50  3.08 //
2018-07-02T21:30:10.000Z  50  3.03 //
2018-07-02T21:37:40.000Z  65  2.95 //
2018-07-02T21:45:10.000Z  45  3.06 //
2018-07-02T21:52:40.000Z  65  3.06 //
2018-07-02T22:00:10.000Z  65  2.95 //
2018-07-02T22:07:40.000Z  65  3.11 //
2018-07-02T22:15:10.000Z  65  3.08 //
2018-07-02T22:22:40.000Z  80  2.95 //
2018-07-02T22:30:10.000Z 100  2.95 //
2018-07-02T22:37:40.000Z  95  2.93 //
2018-07-02T22:45:10.000Z  80  3.03 //
2018-07-02T22:52:40.000Z  95  3.03 //
2018-07-02T23:00:10.000Z  95  3.03 //
2018-07-02T23:07:40.000Z  80  3.03 //
2018-07-02T23:15:10.000Z  80  3.03 //
2018-07-02T23:22:40.000Z  80  2.90 //
2018-07-02T23:30:10.000Z  80  3.03 //
2018-07-02T23:37:40.000Z  80  3.03 //
2018-07-02T23:45:10.000Z  70  2.88 //
2018-07-02T23:52:40.000Z  60  3.03 //
2018-07-03T00:00:10.000Z  65  3.03 //
2018-07-03T00:07:40.000Z  70  3.03 //
2018-07-03T00:15:10.000Z  65  3.06 //
2018-07-03T00:22:40.000Z  45  2.63 //
2018-07-03T00:30:10.000Z  70  2.63 //
2018-07-03T00:37:40.000Z  80  3.01 //
2018-07-03T00:45:10.000Z  80  2.61 //
2018-07-03T00:52:40.000Z  40  2.98 //
2018-07-03T01:00:10.000Z   0  2.98 //
2018-07-03T01:07:40.000Z  65  2.95 //
2018-07-03T01:15:10.000Z  65  2.76 //
2018-07-03T01:22:40.000Z  70  2.93 //
2018-07-03T01:30:10.000Z  80  2.90 //
2018-07-03T01:37:40.000Z  65  2.90 //
2018-07-03T01:45:10.000Z  70  2.88 //
2018-07-03T01:52:40.000Z  60  2.86 //
2018-07-03T02:00:10.000Z  60  2.83 //
2018-07-03T02:07:40.000Z  65  2.76 //
2018-07-03T02:15:10.000Z  70  2.76 //
2018-07-03T02:22:40.000Z  80  2.73 //
2018-07-03T02:30:10.000Z  60  2.73 //
2018-07-03T02:37:40.000Z  40  2.53 //
2018-07-03T02:45:10.000Z  65  2.53 //
2018-07-03T02:52:40.000Z  70  2.51 //
2018-07-03T03:00:10.000Z  80  2.51 //
2018-07-03T03:15:10.000Z  60  2.51 //
2018-07-03T03:22:40.000Z  80  2.51 //
2018-07-03T03:30:10.000Z  80  2.28 //
2018-07-03T03:37:40.000Z  80  2.23 //
2018-07-03T03:45:10.000Z  80  2.51 //
2018-07-03T03:52:40.000Z  70  2.11 //
2018-07-03T04:07:40.000Z  70  2.03 //
2018-07-03T04:15:10.000Z  70  2.06 //
2018-07-03T04:22:40.000Z  60  1.96 //
2018-07-03T04:37:40.000Z  60  1.83 //
2018-07-03T04:45:10.000Z  70  2.26 //
2018-07-03T05:45:10.000Z  70  1.73 //
2018-07-03T05:52:40.000Z  70  1.68 //
2018-07-03T06:00:10.000Z   0  1.65 //
2018-07-03T06:37:40.000Z  70  1.61 //
2018-07-03T06:45:10.000Z  70  1.55 //
2018-07-03T07:22:40.000Z  70  1.23 //
2018-07-03T08:22:40.000Z  15  0.68 //
2018-07-03T08:30:10.000Z  70  0.63 //
2018-07-03T08:37:40.000Z  65  0.61 //
2018-07-03T08:52:40.000Z  65  0.61 //
2018-07-03T09:45:10.000Z  70  0.63 //
2018-07-03T10:07:40.000Z  70  0.78 //
2018-07-03T10:30:10.000Z  70  0.63 //
2018-07-03T10:45:10.000Z  65  0.65 //
2018-07-03T10:52:40.000Z  25  0.63 //
2018-07-03T11:15:10.000Z  70  0.68 //
2018-07-03T13:22:40.000Z  20  1.68 //
2018-07-03T13:52:40.000Z  15  1.86 //
2018-07-03T15:45:10.000Z  75  0.68 //
2018-07-03T18:00:10.000Z  65  2.90 //
2018-07-03T18:22:40.000Z  65  2.56 //
2018-07-03T18:30:10.000Z  65  2.98 //
2018-07-03T18:37:40.000Z  65  2.98 //
2018-07-03T18:45:10.000Z  55  3.01 //
2018-07-03T18:52:40.000Z  45  3.01 //
2018-07-03T19:00:10.000Z  10  2.83 //
2018-07-03T19:07:40.000Z  45  3.03 //
2018-07-03T19:15:10.000Z  75  3.06 //
2018-07-03T19:22:40.000Z  20  3.03 //
2018-07-03T19:37:40.000Z  65  3.08 //
2018-07-03T19:45:10.000Z  80  2.88 //
2018-07-03T19:52:40.000Z  50  2.90 //
2018-07-03T20:00:10.000Z  80  3.11 //
2018-07-03T20:07:40.000Z  80  3.08 //
2018-07-03T20:15:10.000Z  65  2.90 //
2018-07-03T20:22:40.000Z  65  3.11 //
2018-07-03T20:30:10.000Z  65  3.08 //
2018-07-03T20:37:40.000Z  20  3.11 //
2018-07-03T20:45:10.000Z  75  3.06 //
2018-07-03T20:52:40.000Z  65  3.13 //
2018-07-03T21:07:40.000Z  45  3.15 //
2018-07-03T21:15:10.000Z  25  3.13 //
2018-07-03T21:22:40.000Z  80  3.15 //
2018-07-03T21:30:10.000Z  80  2.95 //
2018-07-03T21:37:40.000Z  60  2.95 //
2018-07-03T21:45:10.000Z  65  2.95 //
2018-07-03T21:52:40.000Z  65  3.15 //
2018-07-03T22:00:10.000Z  70  3.15 //
2018-07-03T22:07:40.000Z  50  3.13 //
2018-07-03T22:15:10.000Z  40  3.13 //
2018-07-03T22:22:40.000Z  45  3.13 //
2018-07-03T22:30:10.000Z  40  3.11 //
2018-07-03T22:37:40.000Z  20  3.08 //
2018-07-03T22:45:10.000Z  40  3.13 //
2018-07-03T22:52:40.000Z  65  3.08 //
2018-07-03T23:00:10.000Z  70  3.06 //
2018-07-03T23:07:40.000Z  80  3.03 //
2018-07-03T23:15:10.000Z  60  3.08 //
2018-07-03T23:22:40.000Z  50  3.03 //
2018-07-03T23:30:10.000Z  40  3.03 //
2018-07-03T23:37:40.000Z  65  3.11 //
2018-07-03T23:45:10.000Z  45  3.03 //
2018-07-03T23:52:40.000Z  45  3.03 //
2018-07-04T00:00:10.000Z  45  3.03 //
2018-07-04T00:07:40.000Z  40  3.06 //
2018-07-04T00:15:10.000Z  65  3.03 //
2018-07-04T00:22:40.000Z  65  2.83 //
2018-07-04T00:30:10.000Z  65  3.03 //
2018-07-04T00:37:40.000Z  65  2.81 //
2018-07-04T00:45:10.000Z  45  2.81 //
2018-07-04T00:52:40.000Z  65  2.98 //
2018-07-04T01:00:10.000Z  45  2.98 //
2018-07-04T01:07:40.000Z  80  2.95 //
2018-07-04T01:15:10.000Z  80  2.93 //
2018-07-04T01:22:40.000Z  45  2.93 //
2018-07-04T01:30:10.000Z  80  2.90 //
2018-07-04T01:37:40.000Z  95  2.90 //
2018-07-04T01:45:10.000Z  80  2.88 //
2018-07-04T01:52:40.000Z  80  2.86 //
2018-07-04T02:00:10.000Z  80  2.61 //
2018-07-04T02:07:40.000Z  80  2.83 //
2018-07-04T02:15:10.000Z  65  2.76 //
2018-07-04T02:22:40.000Z  80  2.76 //
2018-07-04T02:30:10.000Z  65  2.76 //
2018-07-04T02:37:40.000Z  65  2.73 //
2018-07-04T02:45:10.000Z  70  2.51 //
2018-07-04T02:52:40.000Z  70  2.51 //
2018-07-04T03:00:10.000Z  25  2.51 //
2018-07-04T03:07:40.000Z  70  2.26 //
2018-07-04T03:15:10.000Z  70  2.63 //
2018-07-04T03:22:40.000Z  70  2.01 //
2018-07-04T03:30:10.000Z  80  2.56 //
2018-07-04T03:37:40.000Z  80  2.28 //
2018-07-04T03:45:10.000Z  90  2.11 //
2018-07-04T03:52:40.000Z  60  2.48 //
2018-07-04T04:00:10.000Z  80  2.45 //
2018-07-04T04:07:40.000Z  80  2.43 //
2018-07-04T04:15:10.000Z  80  2.33 //
2018-07-04T04:37:40.000Z  80  2.03 //
2018-07-04T04:45:10.000Z  70  2.20 //
2018-07-04T05:15:10.000Z  70  2.08 //
2018-07-04T05:52:40.000Z  70  1.65 //
2018-07-04T07:07:40.000Z  80  1.23 //
2018-07-04T07:30:10.000Z  70  0.75 //
2018-07-04T07:52:40.000Z  70  0.75 //
2018-07-04T08:00:10.000Z  70  0.63 //
2018-07-04T08:07:40.000Z  70  0.75 //
2018-07-04T08:15:10.000Z  70  0.68 //
2018-07-04T08:22:40.000Z  70  0.63 //
2018-07-04T09:00:10.000Z  70  0.78 //
2018-07-04T09:07:40.000Z  70  0.63 //
2018-07-04T09:45:10.000Z  70  0.63 //
2018-07-04T10:15:10.000Z  45  0.75 //
2018-07-04T10:30:10.000Z  45  0.75 //
2018-07-04T11:30:10.000Z  70  1.18 //
2018-07-04T12:37:40.000Z  75  0.63 //
2018-07-04T14:00:10.000Z  65  0.68 //
2018-07-04T15:52:40.000Z  75  2.51 //
2018-07-04T16:00:10.000Z  70  2.51 //
2018-07-04T16:07:40.000Z   0  2.51 //
2018-07-04T16:15:10.000Z  45  2.51 //
2018-07-04T16:22:40.000Z  45  2.45 //
2018-07-04T16:30:10.000Z  45  2.51 //
2018-07-04T16:37:40.000Z  25  2.51 //
2018-07-04T16:45:10.000Z  45  2.53 //
2018-07-04T16:52:40.000Z  50  2.63 //
2018-07-04T17:00:10.000Z  45  2.76 //
2018-07-04T17:07:40.000Z  90  2.73 //
2018-07-04T17:15:10.000Z  80  2.61 //
2018-07-04T17:22:40.000Z  50  2.76 //
2018-07-04T17:30:10.000Z  45  2.86 //
2018-07-04T17:37:40.000Z  70  2.86 //
2018-07-04T17:45:10.000Z  75  2.88 //
2018-07-04T17:52:40.000Z  45  2.90 //
2018-07-04T18:00:10.000Z  20  2.90 //
2018-07-04T18:07:40.000Z  20  2.93 //
2018-07-04T18:15:10.000Z  45  2.95 //
2018-07-04T18:22:40.000Z  45  2.95 //
2018-07-04T18:30:10.000Z  65  2.98 //
2018-07-04T18:37:40.000Z  75  2.98 //
2018-07-04T18:45:10.000Z  65  2.76 //
2018-07-04T18:52:40.000Z   5  2.70 //
2018-07-04T19:00:10.000Z  75  3.03 //
2018-07-04T19:07:40.000Z  20  2.83 //
2018-07-04T19:15:10.000Z  75  2.63 //
2018-07-04T19:22:40.000Z  20  2.86 //
2018-07-04T19:30:10.000Z  20  3.03 //
2018-07-04T19:37:40.000Z  45  2.88 //
2018-07-04T19:45:10.000Z  80  2.88 //
2018-07-04T19:52:40.000Z  75  2.90 //
2018-07-04T20:00:10.000Z  95  3.03 //
2018-07-04T20:07:40.000Z  65  2.90 //
2018-07-04T20:15:10.000Z  45  2.90 //
2018-07-04T20:22:40.000Z  85  3.08 //
2018-07-04T20:30:10.000Z  75  3.11 //
2018-07-04T20:37:40.000Z  80  3.06 //
2018-07-04T20:45:10.000Z  75  3.11 //
2018-07-04T20:52:40.000Z  65  3.13 //
2018-07-04T21:00:10.000Z  45  3.11 //
2018-07-04T21:07:40.000Z  75  2.95 //
2018-07-04T21:15:10.000Z  70  3.11 //
2018-07-04T21:22:40.000Z  80  2.95 //
2018-07-04T21:30:10.000Z  90  3.13 //
2018-07-04T21:37:40.000Z  95  2.76 //
2018-07-04T21:45:10.000Z  75  3.08 //
2018-07-04T21:52:40.000Z  75  3.13 //
2018-07-04T22:00:10.000Z  75  3.11 //
2018-07-04T22:07:40.000Z  75  3.06 //
2018-07-04T22:15:10.000Z  65  2.95 //
2018-07-04T22:22:40.000Z  50  3.11 //
2018-07-04T22:30:10.000Z  65  3.06 //
2018-07-04T22:37:40.000Z  75  3.06 //
2018-07-04T22:45:10.000Z  75  3.13 //
2018-07-04T22:52:40.000Z  70  2.93 //
2018-07-04T23:00:10.000Z  75  3.11 //
2018-07-04T23:07:40.000Z  75  3.06 //
2018-07-04T23:15:10.000Z  50  3.08 //
2018-07-04T23:22:40.000Z  45  3.06 //
2018-07-04T23:30:10.000Z  65  2.90 //
2018-07-04T23:37:40.000Z  45  3.03 //
2018-07-04T23:45:10.000Z  95  2.88 //
2018-07-04T23:52:40.000Z  75  3.06 //
2018-07-05T00:00:10.000Z  65  2.86 //
2018-07-05T00:15:10.000Z  50  3.03 //
2018-07-05T00:30:10.000Z  45  3.03 //
2018-07-05T00:37:40.000Z  65  3.01 //
2018-07-05T00:45:10.000Z  80  3.01 //
2018-07-05T00:52:40.000Z  80  2.98 //
2018-07-05T01:00:10.000Z  80  2.98 //
2018-07-05T01:07:40.000Z  80  2.95 //
2018-07-05T01:15:10.000Z  80  2.93 //
2018-07-05T01:22:40.000Z  70  2.93 //
2018-07-05T01:30:10.000Z  50  2.90 //
2018-07-05T01:37:40.000Z  80  2.53 //
2018-07-05T01:45:10.000Z  45  2.51 //
2018-07-05T01:52:40.000Z  65  2.40 //
2018-07-05T02:00:10.000Z  65  2.51 //
2018-07-05T02:07:40.000Z  60  2.51 //
2018-07-05T02:15:10.000Z  60  2.81 //
2018-07-05T02:22:40.000Z  70  2.76 //
2018-07-05T02:30:10.000Z  70  2.70 //
2018-07-05T02:37:40.000Z  70  2.70 //
2018-07-05T02:45:10.000Z  40  2.63 //
2018-07-05T02:52:40.000Z  70  2.61 //
2018-07-05T03:07:40.000Z  60  2.23 //
2018-07-05T03:15:10.000Z  70  2.18 //
2018-07-05T03:22:40.000Z  80  2.38 //
2018-07-05T03:30:10.000Z  80  2.31 //
2018-07-05T03:37:40.000Z  80  2.26 //
2018-07-05T03:45:10.000Z  80  2.28 //
2018-07-05T03:52:40.000Z  80  2.40 //
2018-07-05T04:00:10.000Z  80  2.03 //
2018-07-05T04:07:40.000Z  80  2.23 //
2018-07-05T04:22:40.000Z  80  2.06 //
2018-07-05T06:45:10.000Z  75  1.48 //
2018-07-05T06:52:40.000Z  75  1.46 //
2018-07-05T07:45:10.000Z  80  0.78 //
2018-07-05T07:52:40.000Z  70  0.90 //
2018-07-05T08:00:10.000Z  70  0.90 //
2018-07-05T08:37:40.000Z  45  0.93 //
2018-07-05T08:52:40.000Z  65  0.93 //
2018-07-05T09:37:40.000Z  70  0.63 //
2018-07-05T10:22:40.000Z  70  0.63 //
2018-07-05T10:30:10.000Z  70  0.68 //
2018-07-05T10:37:40.000Z  70  0.68 //
2018-07-05T10:52:40.000Z  70  0.65 //
2018-07-05T11:07:40.000Z  70  0.65 //
2018-07-05T11:30:10.000Z  70  0.78 //
2018-07-05T11:45:10.000Z  70  0.78 //
2018-07-05T12:15:10.000Z  70  0.68 //
2018-07-05T14:00:10.000Z  70  1.61 //
2018-07-05T15:45:10.000Z  70  2.51 //
2018-07-05T16:00:10.000Z  60  2.58 //
2018-07-05T17:07:40.000Z  70  2.78 //
2018-07-05T17:15:10.000Z  65  2.76 //
2018-07-05T17:22:40.000Z  70  2.78 //
2018-07-05T18:00:10.000Z  70  2.90 //
2018-07-05T18:07:40.000Z  70  2.93 //
2018-07-05T18:15:10.000Z  70  2.95 //
2018-07-05T18:22:40.000Z  70  2.95 //
2018-07-05T18:30:10.000Z  70  2.98 //
2018-07-05T18:37:40.000Z  70  2.98 //
2018-07-05T18:45:10.000Z  70  3.01 //
2018-07-05T18:52:40.000Z  70  2.78 //
2018-07-05T19:00:10.000Z  70  3.03 //
2018-07-05T19:07:40.000Z  70  3.03 //
2018-07-05T19:15:10.000Z  70  2.86 //
2018-07-05T19:22:40.000Z  45  2.86 //
2018-07-05T19:52:40.000Z  70  3.03 //
2018-07-05T20:07:40.000Z  80  3.03 //
2018-07-05T20:15:10.000Z  45  2.90 //
2018-07-05T20:22:40.000Z  70  3.06 //
2018-07-05T20:30:10.000Z  80  2.73 //
2018-07-05T20:37:40.000Z  75  3.03 //
2018-07-05T21:22:40.000Z  75  2.95 //
2018-07-05T22:07:40.000Z  75  2.95 //
2018-07-05T22:15:10.000Z  70  2.95 //
2018-07-06T07:22:40.000Z  75  0.63 //
2018-07-06T07:37:40.000Z  75  1.25 //
2018-07-06T07:45:10.000Z  75  0.61 //
2018-07-06T08:07:40.000Z  75  0.65 //
2018-07-06T08:15:10.000Z  75  0.63 //
2018-07-06T08:22:40.000Z  75  0.65 //
2018-07-06T08:30:10.000Z  75  0.68 //
2018-07-06T08:52:40.000Z  75  0.63 //
2018-07-06T09:07:40.000Z  75  0.65 //
2018-07-06T09:15:10.000Z  75  0.78 //
2018-07-06T09:22:40.000Z  75  0.65 //
2018-07-06T09:30:10.000Z  75  0.68 //
2018-07-06T10:00:10.000Z  75  0.65 //
2018-07-06T10:07:40.000Z  75  0.63 //
2018-07-06T10:15:10.000Z  75  0.61 //
2018-07-06T10:22:40.000Z  75  0.68 //
2018-07-06T10:30:10.000Z  75  0.61 //
2018-07-06T10:37:40.000Z  75  0.63 //
2018-07-06T10:52:40.000Z  70  0.63 //
2018-07-06T11:00:10.000Z  70  0.63 //
2018-07-06T11:07:40.000Z  70  0.65 //
2018-07-06T11:15:10.000Z  70  0.61 //
2018-07-06T11:22:40.000Z  70  0.65 //
2018-07-06T11:45:10.000Z  50  0.68 //
2018-07-06T12:07:40.000Z  45  0.68 //
2018-07-06T12:15:10.000Z  70  1.25 //
2018-07-06T13:30:10.000Z  65  1.63 //
2018-07-06T13:45:10.000Z  45  1.80 //
2018-07-06T14:00:10.000Z  45  1.75 //
2018-07-06T17:00:10.000Z  70  2.76 //
2018-07-06T17:07:40.000Z  65  2.70 //
2018-07-06T17:15:10.000Z  45  2.78 //
2018-07-06T17:22:40.000Z  65  2.78 //
2018-07-06T17:30:10.000Z  65  2.76 //
2018-07-06T17:37:40.000Z  80  2.86 //
2018-07-06T17:45:10.000Z  45  2.88 //
2018-07-06T17:52:40.000Z  50  2.90 //
2018-07-06T18:00:10.000Z  45  2.90 //
2018-07-06T18:07:40.000Z  45  2.93 //
2018-07-06T18:15:10.000Z  65  2.93 //
2018-07-06T18:22:40.000Z  45  2.95 //
2018-07-06T18:30:10.000Z  65  2.98 //
2018-07-06T18:37:40.000Z  65  2.78 //
2018-07-06T18:45:10.000Z  65  3.01 //
2018-07-06T18:52:40.000Z  75  3.01 //
2018-07-06T19:00:10.000Z  75  3.03 //
2018-07-06T19:07:40.000Z  75  3.03 //
2018-07-06T19:15:10.000Z  75  3.03 //
2018-07-06T19:22:40.000Z  75  3.03 //
2018-07-06T19:30:10.000Z  75  3.06 //
2018-07-06T19:37:40.000Z  75  3.03 //
2018-07-06T19:45:10.000Z  75  3.03 //
2018-07-06T19:52:40.000Z  75  3.03 //
2018-07-06T20:00:10.000Z  65  2.90 //
2018-07-06T20:07:40.000Z  75  3.08 //
2018-07-06T20:15:10.000Z  75  3.11 //
2018-07-06T20:30:10.000Z  75  3.13 //
2018-07-06T20:45:10.000Z  75  3.13 //
2018-07-06T20:52:40.000Z  75  3.13 //
2018-07-06T21:00:10.000Z  75  3.13 //
2018-07-06T21:07:40.000Z  65  2.76 //
2018-07-06T21:15:10.000Z  75  3.15 //
2018-07-06T21:37:40.000Z  75  3.15 //
2018-07-06T21:45:10.000Z  75  3.15 //
2018-07-06T21:52:40.000Z  75  3.15 //
2018-07-06T22:00:10.000Z  75  3.15 //
2018-07-06T22:07:40.000Z  75  3.15 //
2018-07-06T22:15:10.000Z  75  3.15 //
2018-07-06T22:22:40.000Z  75  3.11 //
2018-07-06T22:30:10.000Z  75  3.11 //
2018-07-06T22:37:40.000Z  75  3.13 //
2018-07-06T22:45:10.000Z  75  3.11 //
2018-07-06T22:52:40.000Z  75  3.13 //
2018-07-06T23:00:10.000Z  70  3.13 //
2018-07-06T23:07:40.000Z  70  3.13 //
2018-07-06T23:15:10.000Z  80  3.08 //
2018-07-06T23:22:40.000Z  75  3.11 //
2018-07-06T23:30:10.000Z 100  3.06 //
2018-07-06T23:37:40.000Z  50  3.08 //
2018-07-06T23:45:10.000Z  75  3.08 //
2018-07-06T23:52:40.000Z  75  3.03 //
2018-07-07T00:00:10.000Z  70  3.03 //
2018-07-07T00:07:40.000Z  50  3.03 //
2018-07-07T01:37:40.000Z  45  2.68 //
2018-07-07T01:45:10.000Z  70  2.88 //
2018-07-07T01:52:40.000Z  65  2.86 //
2018-07-07T02:00:10.000Z  65  2.81 //
2018-07-07T02:07:40.000Z  65  2.81 //
2018-07-07T02:15:10.000Z  80  2.56 //
2018-07-07T02:22:40.000Z  65  2.70 //
2018-07-07T02:30:10.000Z  60  2.61 //
2018-07-07T02:37:40.000Z  80  2.56 //
2018-07-07T02:45:10.000Z  65  2.65 //
2018-07-07T02:52:40.000Z  80  2.53 //
2018-07-07T03:00:10.000Z  80  2.56 //
2018-07-07T03:07:40.000Z  80  2.51 //
2018-07-07T03:30:10.000Z  95  2.26 //
2018-07-07T03:37:40.000Z  80  2.20 //
2018-07-07T03:45:10.000Z  70  2.20 //
2018-07-07T03:52:40.000Z  60  2.06 //
2018-07-07T04:00:10.000Z  70  2.15 //
2018-07-07T04:07:40.000Z  70  2.06 //
2018-07-07T04:15:10.000Z  80  2.38 //
2018-07-07T04:22:40.000Z  80  2.15 //
2018-07-07T04:30:10.000Z  60  2.31 //
2018-07-07T04:37:40.000Z  70  2.08 //
2018-07-07T04:45:10.000Z  70  1.90 //
2018-07-07T04:52:40.000Z  70  2.20 //
2018-07-07T05:00:10.000Z  50  2.18 //
2018-07-07T05:07:40.000Z  70  2.13 //
2018-07-07T05:15:10.000Z  70  2.08 //
2018-07-07T05:22:40.000Z  70  2.06 //
2018-07-07T05:30:10.000Z  70  2.01 //
2018-07-07T05:37:40.000Z  70  1.96 //
2018-07-07T05:45:10.000Z   0  1.90 //
2018-07-07T05:52:40.000Z  70  1.88 //
2018-07-07T06:00:10.000Z  70  1.63 //
2018-07-07T06:07:40.000Z  70  1.78 //
2018-07-07T06:15:10.000Z  15  1.71 //
2018-07-07T06:22:40.000Z  70  1.68 //
2018-07-07T06:30:10.000Z  20  1.63 //
2018-07-07T06:37:40.000Z  70  1.55 //
2018-07-07T06:45:10.000Z  70  1.53 //
2018-07-07T06:52:40.000Z  70  1.50 //
2018-07-07T07:15:10.000Z  70  1.30 //
2018-07-07T07:45:10.000Z  50  0.63 //
2018-07-07T08:07:40.000Z  65  0.63 //
2018-07-07T08:15:10.000Z  45  0.78 //
2018-07-07T08:22:40.000Z  70  0.63 //
2018-07-07T08:30:10.000Z  45  0.61 //
2018-07-07T08:45:10.000Z  45  0.63 //
2018-07-07T09:00:10.000Z  65  0.68 //
2018-07-07T09:30:10.000Z  50  0.68 //
2018-07-07T09:37:40.000Z  25  0.68 //
2018-07-07T09:52:40.000Z  40  0.68 //
2018-07-07T10:00:10.000Z  50  0.78 //
2018-07-07T10:30:10.000Z  45  0.61 //
2018-07-07T10:37:40.000Z  45  0.73 //
2018-07-07T10:45:10.000Z  50  0.63 //
2018-07-07T11:00:10.000Z  65  0.68 //
2018-07-07T11:15:10.000Z  50  0.63 //
2018-07-07T11:30:10.000Z  45  0.63 //
2018-07-07T11:45:10.000Z  45  0.78 //
2018-07-07T11:52:40.000Z  50  0.63 //
2018-07-07T12:52:40.000Z  65  1.53 //
2018-07-07T13:52:40.000Z  65  1.96 //
2018-07-07T14:07:40.000Z  50  1.55 //
2018-07-07T15:15:10.000Z  70  2.26 //
2018-07-07T17:52:40.000Z  70  2.88 //
2018-07-07T18:00:10.000Z  80  2.70 //
2018-07-07T18:07:40.000Z  60  2.93 //
2018-07-07T18:15:10.000Z  80  2.93 //
2018-07-07T18:22:40.000Z  80  2.95 //
2018-07-07T18:30:10.000Z  70  2.98 //
2018-07-07T18:37:40.000Z  75  2.98 //
2018-07-07T18:45:10.000Z  70  3.01 //
2018-07-07T18:52:40.000Z  80  2.53 //
2018-07-07T19:00:10.000Z  45  3.03 //
2018-07-07T19:07:40.000Z  80  2.83 //
2018-07-07T19:15:10.000Z  70  3.06 //
2018-07-07T19:22:40.000Z  75  3.06 //
2018-07-07T19:30:10.000Z  70  3.06 //
2018-07-07T19:37:40.000Z  70  3.08 //
2018-07-07T19:45:10.000Z  80  3.08 //
2018-07-07T19:52:40.000Z  70  2.88 //
2018-07-07T20:00:10.000Z  70  3.08 //
2018-07-07T20:07:40.000Z  80  2.90 //
2018-07-07T20:15:10.000Z  80  2.90 //
2018-07-07T20:22:40.000Z  80  3.13 //
2018-07-07T20:30:10.000Z  80  3.11 //
2018-07-07T20:37:40.000Z  80  3.11 //
2018-07-07T20:45:10.000Z  70  3.13 //
2018-07-07T20:52:40.000Z  80  3.13 //
2018-07-07T21:00:10.000Z  80  2.93 //
2018-07-07T21:07:40.000Z  75  3.15 //
2018-07-07T21:15:10.000Z  70  3.15 //
2018-07-07T21:22:40.000Z  80  3.15 //
2018-07-07T21:30:10.000Z  70  3.13 //
2018-07-07T21:37:40.000Z  80  3.11 //
2018-07-07T21:45:10.000Z  60  2.95 //
2018-07-07T21:52:40.000Z  70  3.03 //
2018-07-07T22:00:10.000Z  70  2.95 //
2018-07-07T22:07:40.000Z  50  3.06 //
2018-07-07T22:15:10.000Z  65  3.15 //
2018-07-07T22:22:40.000Z  65  3.13 //
2018-07-07T22:30:10.000Z  45  3.13 //
2018-07-07T22:37:40.000Z  65  3.11 //
2018-07-07T22:45:10.000Z  65  3.13 //
2018-07-07T22:52:40.000Z  50  3.13 //
2018-07-07T23:00:10.000Z  70  3.13 //
2018-07-07T23:07:40.000Z  65  3.03 //
2018-07-07T23:15:10.000Z  65  3.11 //
2018-07-07T23:22:40.000Z  65  2.90 //
2018-07-07T23:30:10.000Z  70  2.90 //
2018-07-07T23:37:40.000Z  80  2.88 //
2018-07-07T23:45:10.000Z  65  3.08 //
2018-07-07T23:52:40.000Z  70  2.88 //
2018-07-08T00:00:10.000Z  70  3.03 //
2018-07-08T00:07:40.000Z  65  3.03 //
2018-07-08T00:15:10.000Z  70  3.03 //
2018-07-08T00:22:40.000Z  70  3.03 //
2018-07-08T00:30:10.000Z  70  2.83 //
2018-07-08T00:37:40.000Z  65  3.01 //
2018-07-08T00:45:10.000Z  45  3.01 //
2018-07-08T00:52:40.000Z  65  2.98 //
2018-07-08T01:00:10.000Z  80  2.95 //
2018-07-08T01:07:40.000Z  70  2.76 //
2018-07-08T01:15:10.000Z  70  2.93 //
2018-07-08T01:22:40.000Z  70  2.73 //
2018-07-08T01:30:10.000Z  45  2.90 //
2018-07-08T01:37:40.000Z  70  2.68 //
2018-07-08T01:45:10.000Z  70  2.68 //
2018-07-08T01:52:40.000Z  65  2.86 //
2018-07-08T02:00:10.000Z  70  2.73 //
2018-07-08T02:07:40.000Z  65  2.70 //
2018-07-08T02:15:10.000Z  65  2.63 //
2018-07-08T02:22:40.000Z  70  2.63 //
2018-07-08T02:30:10.000Z   0  2.76 //
2018-07-08T02:37:40.000Z  80  2.73 //
2018-07-08T02:52:40.000Z  80  2.68 //
2018-07-08T03:00:10.000Z  70  2.65 //
2018-07-08T03:15:10.000Z  65  2.61 //
2018-07-08T03:22:40.000Z  65  2.58 //
2018-07-08T03:30:10.000Z  80  2.56 //
2018-07-08T03:45:10.000Z  80  2.51 //
2018-07-08T03:52:40.000Z  80  2.45 //
