# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-09-18T01:07:09.277Z
#
# Location: GEO 23.0N 72.5E, URSI-Code AH223 AHMEDABAD
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-07-02T21:00:00.000Z - 2013-07-02T21:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foE [MHz] - E layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of AH223 data provider
#
#Time                     CS   foE QD
2012-08-03T17:15:00.000Z  90  2.83 //
2012-08-03T17:22:30.000Z  80  2.76 //
2012-08-03T17:30:00.000Z  90  2.90 //
2012-08-03T17:37:30.000Z  90  2.81 //
2012-08-03T17:52:30.000Z  90  2.93 //
2012-08-03T18:00:00.000Z  90  2.98 //
2012-08-03T18:07:30.000Z  90  2.98 //
2012-08-03T18:15:00.000Z 100  2.98 //
2012-08-03T18:22:30.000Z  95  3.06 //
2012-08-03T18:30:00.000Z  90  2.88 //
2012-08-03T18:37:30.000Z  90  2.53 //
2012-08-03T18:45:00.000Z  40  2.95 //
2012-08-03T18:52:30.000Z  80  3.18 //
2012-08-03T19:00:00.000Z  60  2.98 //
2012-08-03T19:07:30.000Z  75  2.90 //
2012-08-03T19:15:00.000Z  60  2.98 //
2012-08-03T19:22:30.000Z  75  3.03 //
2012-08-03T19:30:00.000Z  45  3.06 //
2012-08-03T19:52:30.000Z  80  3.23 //
2012-08-03T20:07:30.000Z  80  3.26 //
2012-08-03T20:15:00.000Z  90  3.28 //
2012-08-03T20:30:00.000Z  80  3.23 //
2012-08-03T20:37:30.000Z  90  3.28 //
2012-08-03T20:45:00.000Z  80  3.31 //
2012-08-03T20:52:30.000Z  80  2.90 //
2012-08-03T21:00:00.000Z  80  3.33 //
2012-08-03T21:07:30.000Z  45  3.36 //
2012-08-03T21:15:00.000Z  45  3.31 //
2012-08-03T21:22:30.000Z  50  3.33 //
2012-08-03T21:30:00.000Z  90  3.33 //
2012-08-03T21:37:30.000Z  80  3.36 //
2012-08-03T21:45:00.000Z  80  3.33 //
2012-08-03T21:52:30.000Z  60  3.28 //
2012-08-03T22:00:00.000Z  80  3.15 //
2012-08-03T22:07:30.000Z  80  3.31 //
2012-08-03T22:22:30.000Z  75  3.23 //
2012-08-03T22:30:00.000Z  60  3.08 //
2012-08-03T22:37:30.000Z  80  3.13 //
2012-08-03T22:45:00.000Z  45  3.08 //
2012-08-03T22:52:30.000Z  45  3.06 //
2012-08-03T23:00:00.000Z  80  3.08 //
2012-08-03T23:07:30.000Z  45  3.08 //
2012-08-03T23:15:00.000Z  45  3.03 //
2012-08-03T23:22:30.000Z  45  3.03 //
2012-08-03T23:30:00.000Z  80  3.06 //
2012-08-03T23:37:30.000Z  80  3.11 //
2012-08-03T23:45:00.000Z  65  2.98 //
2012-08-04T00:00:00.000Z  90  2.98 //
2012-08-04T00:07:30.000Z  95  3.20 //
2012-08-04T00:22:30.000Z  60  2.86 //
2012-08-04T00:30:00.000Z  80  2.86 //
2012-08-04T00:45:00.000Z  60  3.08 //
2012-08-04T00:52:30.000Z  80  3.15 //
2012-08-04T01:00:00.000Z  80  2.93 //
2012-08-04T01:07:30.000Z   0  3.11 //
2012-08-04T01:15:00.000Z  60  3.01 //
2012-08-04T01:22:30.000Z  60  3.03 //
2012-08-04T01:37:30.000Z  80  2.53 //
2012-08-04T01:45:00.000Z  60  2.78 //
2012-08-04T01:52:30.000Z  70  2.95 //
2012-08-04T02:00:00.000Z  80  2.86 //
2012-08-04T02:07:30.000Z  70  2.73 //
2012-08-04T02:15:00.000Z  70  2.86 //
2012-08-04T02:20:00.000Z  80  2.76 //
2012-08-04T02:25:00.000Z  40  2.71 //
2012-08-04T02:30:00.000Z  70  2.86 //
2012-08-04T02:35:00.000Z  80  2.81 //
2012-08-04T02:40:00.000Z  80  2.81 //
2012-08-04T02:45:00.000Z  80  2.76 //
2012-08-04T02:50:00.000Z  80  2.76 //
2012-08-04T02:55:00.000Z  80  2.76 //
2012-08-04T03:05:00.000Z  90  2.71 //
2012-08-04T03:10:00.000Z  60  2.66 //
2012-08-04T03:20:00.000Z  50  2.46 //
2012-08-04T03:25:00.000Z  70  2.41 //
2012-08-04T03:30:00.000Z  70  2.41 //
2012-08-04T03:35:00.000Z  70  2.51 //
2012-08-04T03:40:00.000Z  70  2.56 //
2012-08-04T03:45:00.000Z  70  2.51 //
2012-08-04T03:50:00.000Z  70  2.51 //
2012-08-04T03:55:00.000Z  70  2.41 //
2012-08-04T04:00:00.000Z  70  2.41 //
2012-08-04T04:05:00.000Z   0  2.41 //
2012-08-04T04:10:00.000Z  70  2.16 //
2012-08-04T04:15:00.000Z   0  2.16 //
2012-08-04T04:25:00.000Z  80  2.26 //
2012-08-04T04:35:00.000Z  80  2.01 //
2012-08-04T04:40:00.000Z  45  1.91 //
2012-08-04T04:45:00.000Z  45  1.96 //
2012-08-04T04:50:00.000Z  70  2.01 //
2012-08-04T04:55:00.000Z  70  1.86 //
2012-08-04T05:00:00.000Z  65  1.76 //
2012-08-04T05:05:00.000Z  70  2.01 //
2012-08-04T05:10:00.000Z  80  1.76 //
2012-08-04T05:15:00.000Z  80  1.91 //
2012-08-04T05:20:00.000Z  80  1.81 //
2012-08-04T05:30:00.000Z  95  1.61 //
2012-08-04T06:00:00.000Z  85  1.51 //
2012-08-04T06:05:00.000Z  95  1.51 //
2012-08-04T06:10:00.000Z  95  1.41 //
2012-08-04T06:55:00.000Z  70  0.91 //
2012-08-04T12:30:00.000Z  70  1.06 //
2012-08-04T12:55:00.000Z  70  1.21 //
2012-08-04T13:00:00.000Z  70  1.21 //
2012-08-04T13:10:00.000Z  15  1.31 //
2012-08-04T13:15:00.000Z  25  1.36 //
2012-08-04T13:20:00.000Z  25  1.41 //
2012-08-04T13:25:00.000Z  60  1.46 //
2012-08-04T13:30:00.000Z  60  1.51 //
2012-08-04T13:35:00.000Z  70  1.56 //
2012-08-04T13:40:00.000Z  40  1.61 //
2012-08-04T13:45:00.000Z  40  1.66 //
2012-08-04T13:50:00.000Z  60  1.61 //
2012-08-04T13:55:00.000Z  70  1.66 //
2012-08-04T14:00:00.000Z  40  1.76 //
2012-08-04T14:05:00.000Z  60  1.81 //
2012-08-04T14:10:00.000Z  70  1.81 //
2012-08-04T14:15:00.000Z  70  1.91 //
2012-08-04T14:20:00.000Z  70  1.91 //
2012-08-04T14:30:00.000Z  70  2.01 //
2012-08-04T14:35:00.000Z  70  2.06 //
2012-08-04T14:40:00.000Z  70  1.96 //
2012-08-04T14:45:00.000Z  70  2.01 //
2012-08-04T14:50:00.000Z  70  2.16 //
2012-08-04T14:55:00.000Z  70  2.01 //
2012-08-04T15:00:00.000Z  70  2.16 //
2012-08-04T15:05:00.000Z  60  2.26 //
2012-08-04T15:10:00.000Z  70  2.31 //
2012-08-04T15:20:00.000Z  70  1.96 //
2012-08-04T15:25:00.000Z  70  2.41 //
2012-08-04T15:30:00.000Z  70  2.41 //
2012-08-04T15:35:00.000Z  70  2.46 //
2012-08-04T15:40:00.000Z  70  2.46 //
2012-08-04T15:45:00.000Z  70  2.51 //
2012-08-04T15:50:00.000Z  70  2.51 //
2012-08-04T15:55:00.000Z  70  2.56 //
2012-08-04T16:00:00.000Z  40  2.61 //
2012-08-04T16:05:00.000Z  70  2.51 //
2012-08-04T16:10:00.000Z  70  2.51 //
2012-08-04T16:15:00.000Z  70  2.56 //
2012-08-04T16:25:00.000Z  70  2.56 //
2012-08-04T16:30:00.000Z  80  2.51 //
2012-08-04T16:35:00.000Z  80  2.56 //
2012-08-04T16:40:00.000Z  80  2.66 //
2012-08-04T16:50:00.000Z  80  2.61 //
2012-08-04T16:55:00.000Z  40  2.76 //
2012-08-04T17:00:00.000Z  40  2.76 //
2012-08-04T17:05:00.000Z   0  2.86 //
2012-08-04T17:10:00.000Z  60  2.86 //
2012-08-04T17:15:00.000Z  70  2.86 //
2012-08-04T17:25:00.000Z  60  2.91 //
2012-08-04T17:30:00.000Z  70  2.96 //
2012-08-04T17:35:00.000Z  70  2.96 //
2012-08-04T17:40:00.000Z  70  2.96 //
2012-08-04T17:45:00.000Z  70  2.96 //
2012-08-04T17:50:00.000Z  70  3.01 //
2012-08-04T17:55:00.000Z  80  3.01 //
2012-08-04T18:00:00.000Z  70  3.01 //
2012-08-04T18:05:00.000Z  70  3.06 //
2012-08-04T18:10:00.000Z  70  3.06 //
2012-08-04T18:15:00.000Z  70  3.06 //
2012-08-04T18:20:00.000Z  65  3.06 //
2012-08-04T18:25:00.000Z  80  3.06 //
2012-08-04T18:30:00.000Z  90  3.11 //
2012-08-04T18:35:00.000Z  60  3.11 //
2012-08-04T18:40:00.000Z  80  3.11 //
2012-08-04T18:45:00.000Z  70  3.16 //
2012-08-04T18:55:00.000Z  70  3.16 //
2012-08-04T19:00:00.000Z  80  3.16 //
2012-08-04T19:05:00.000Z  80  3.16 //
2012-08-04T19:10:00.000Z  85  3.16 //
2012-08-04T19:15:00.000Z  80  3.21 //
2012-08-04T19:20:00.000Z  60  3.21 //
2012-08-04T19:25:00.000Z  80  3.21 //
2012-08-04T19:30:00.000Z  80  3.21 //
2012-08-04T19:35:00.000Z  80  3.16 //
2012-08-04T19:40:00.000Z  80  3.26 //
2012-08-04T19:45:00.000Z  90  3.26 //
2012-08-04T19:50:00.000Z  80  3.26 //
2012-08-04T19:55:00.000Z  80  3.26 //
2012-08-04T20:00:00.000Z  65  3.21 //
2012-08-04T20:05:00.000Z  95  3.26 //
2012-08-04T20:15:00.000Z  90  3.26 //
2012-08-04T20:25:00.000Z  95  3.31 //
2012-08-04T20:30:00.000Z  60  3.31 //
2012-08-04T20:35:00.000Z  80  3.31 //
2012-08-04T20:40:00.000Z  65  3.31 //
2012-08-04T20:45:00.000Z  90  3.31 //
2012-08-04T20:50:00.000Z  65  3.31 //
2012-08-04T20:55:00.000Z  65  3.31 //
2012-08-04T21:00:00.000Z  80  3.31 //
2012-08-04T21:05:00.000Z  85  3.31 //
2012-08-04T21:10:00.000Z  65  3.26 //
2012-08-04T21:15:00.000Z  80  3.31 //
2012-08-04T21:25:00.000Z  65  3.31 //
2012-08-04T21:30:00.000Z  80  3.31 //
2012-08-04T21:35:00.000Z  65  3.31 //
2012-08-04T21:40:00.000Z  65  3.31 //
2012-08-04T21:45:00.000Z  65  3.31 //
2012-08-04T21:55:00.000Z  45  3.31 //
2012-08-04T22:05:00.000Z  65  3.26 //
2012-08-04T22:15:00.000Z  65  3.31 //
2012-08-04T22:20:00.000Z  65  3.31 //
2012-08-04T22:25:00.000Z  95  3.31 //
2012-08-04T22:30:00.000Z  45  3.31 //
2012-08-04T22:35:00.000Z  65  3.21 //
2012-08-04T22:40:00.000Z  65  3.26 //
2012-08-04T22:45:00.000Z  70  3.26 //
2012-08-04T22:50:00.000Z 100  3.26 //
2012-08-04T22:55:00.000Z  65  3.31 //
2012-08-04T23:00:00.000Z  65  3.31 //
2012-08-04T23:05:00.000Z  85  3.31 //
2012-08-04T23:10:00.000Z  65  3.31 //
2012-08-04T23:15:00.000Z  65  3.26 //
2012-08-04T23:20:00.000Z  90  3.26 //
2012-08-04T23:25:00.000Z  80  3.26 //
2012-08-04T23:30:00.000Z  80  3.26 //
2012-08-04T23:40:00.000Z  85  3.26 //
2012-08-04T23:45:00.000Z  80  3.26 //
2012-08-04T23:50:00.000Z 100  3.26 //
2012-08-04T23:55:00.000Z  95  3.21 //
2012-08-05T00:00:00.000Z  70  3.23 //
2012-08-05T00:07:30.000Z  80  3.18 //
2012-08-05T00:15:00.000Z  85  3.20 //
2012-08-05T00:22:30.000Z  80  3.11 //
2012-08-05T00:30:00.000Z  95  3.18 //
2012-08-05T00:37:30.000Z  80  3.18 //
2012-08-05T00:45:00.000Z  90  3.15 //
2012-08-05T00:52:30.000Z  90  3.15 //
2012-08-05T01:00:00.000Z  60  3.01 //
2012-08-05T01:07:30.000Z  45  3.08 //
2012-08-05T01:15:00.000Z  20  3.01 //
2012-08-05T01:22:30.000Z  80  3.03 //
2012-08-05T01:30:00.000Z  90  3.01 //
2012-08-05T01:37:30.000Z  90  3.03 //
2012-08-05T01:45:00.000Z  80  3.01 //
2012-08-05T01:52:30.000Z  80  2.95 //
2012-08-05T02:07:30.000Z  70  2.93 //
2012-08-05T02:15:00.000Z  65  2.86 //
2012-08-05T02:22:30.000Z  85  2.88 //
2012-08-05T02:30:00.000Z  90  2.86 //
2012-08-05T02:45:00.000Z  90  2.68 //
2012-08-05T02:52:30.000Z  80  2.73 //
2012-08-05T03:00:00.000Z  70  2.68 //
2012-08-05T03:07:30.000Z  80  2.70 //
2012-08-05T03:15:00.000Z  80  2.68 //
2012-08-05T03:22:30.000Z  80  2.61 //
2012-08-05T03:30:00.000Z  80  2.61 //
2012-08-05T03:45:00.000Z  70  2.51 //
2012-08-05T03:52:30.000Z  80  2.36 //
2012-08-05T04:00:00.000Z  80  2.41 //
2012-08-05T04:05:00.000Z  60  2.41 //
2012-08-05T04:10:00.000Z  45  2.36 //
2012-08-05T04:15:00.000Z  70  2.31 //
2012-08-05T04:20:00.000Z  40  2.26 //
2012-08-05T04:25:00.000Z  70  2.21 //
2012-08-05T04:30:00.000Z  20  2.16 //
2012-08-05T04:35:00.000Z  70  2.16 //
2012-08-05T04:40:00.000Z  70  2.11 //
2012-08-05T04:45:00.000Z  70  2.11 //
2012-08-05T04:55:00.000Z  70  2.01 //
2012-08-05T05:00:00.000Z  70  2.01 //
2012-08-05T05:05:00.000Z  70  1.96 //
2012-08-05T05:10:00.000Z  70  1.96 //
2012-08-05T05:20:00.000Z  70  1.86 //
2012-08-05T05:35:00.000Z  70  1.71 //
2012-08-05T05:40:00.000Z  80  1.61 //
2012-08-05T05:50:00.000Z  80  1.56 //
2012-08-05T05:55:00.000Z  45  1.56 //
2012-08-05T06:00:00.000Z  65  1.51 //
2012-08-05T12:20:00.000Z  70  1.01 //
2012-08-05T12:35:00.000Z  45  1.06 //
2012-08-05T12:40:00.000Z  40  1.06 //
2012-08-05T12:45:00.000Z  70  1.06 //
2012-08-05T12:55:00.000Z  70  1.06 //
2012-08-05T13:00:00.000Z  65  0.96 //
2012-08-05T13:05:00.000Z  70  1.06 //
2012-08-05T13:10:00.000Z  45  1.16 //
2012-08-05T13:15:00.000Z  25  1.06 //
2012-08-05T13:20:00.000Z  15  1.41 //
2012-08-05T13:25:00.000Z  60  1.46 //
2012-08-05T13:35:00.000Z  65  1.51 //
2012-08-05T13:40:00.000Z  70  1.46 //
2012-08-05T13:45:00.000Z  60  1.46 //
2012-08-05T13:50:00.000Z  70  1.61 //
2012-08-05T13:55:00.000Z  70  1.66 //
2012-08-05T14:00:00.000Z  70  1.71 //
2012-08-05T14:05:00.000Z  60  1.81 //
2012-08-05T14:10:00.000Z  50  1.61 //
2012-08-05T14:15:00.000Z  70  1.71 //
2012-08-05T14:25:00.000Z  70  1.86 //
2012-08-05T14:30:00.000Z  70  1.86 //
2012-08-05T14:35:00.000Z  70  1.91 //
2012-08-05T14:40:00.000Z  70  1.96 //
2012-08-05T14:45:00.000Z  70  2.11 //
2012-08-05T14:50:00.000Z  70  2.11 //
2012-08-05T14:55:00.000Z  70  2.11 //
2012-08-05T15:00:00.000Z  50  2.06 //
2012-08-05T15:05:00.000Z  70  2.21 //
2012-08-05T15:10:00.000Z  70  2.26 //
2012-08-05T15:15:00.000Z  70  2.26 //
2012-08-05T15:20:00.000Z  70  2.26 //
2012-08-05T15:30:00.000Z  70  2.41 //
2012-08-05T15:40:00.000Z  70  2.41 //
2012-08-05T15:45:00.000Z  40  2.51 //
2012-08-05T15:50:00.000Z  70  2.51 //
2012-08-05T15:55:00.000Z  70  2.51 //
2012-08-05T16:00:00.000Z  80  2.51 //
2012-08-05T16:05:00.000Z  80  2.51 //
2012-08-05T16:10:00.000Z  80  2.61 //
2012-08-05T16:15:00.000Z  70  2.66 //
2012-08-05T16:20:00.000Z  70  2.66 //
2012-08-05T16:25:00.000Z  70  2.66 //
2012-08-05T16:35:00.000Z  60  2.66 //
2012-08-05T16:40:00.000Z  70  2.76 //
2012-08-05T16:50:00.000Z  80  2.81 //
2012-08-05T17:00:00.000Z  80  2.66 //
2012-08-05T17:05:00.000Z  80  2.66 //
2012-08-05T17:10:00.000Z  80  2.66 //
2012-08-05T17:15:00.000Z  95  2.66 //
2012-08-05T17:20:00.000Z  95  2.71 //
2012-08-05T17:25:00.000Z  95  2.76 //
2012-08-05T17:30:00.000Z  70  2.91 //
2012-08-05T17:35:00.000Z  90  2.76 //
2012-08-05T17:40:00.000Z  80  2.76 //
2012-08-05T17:45:00.000Z 100  2.81 //
2012-08-05T17:55:00.000Z  70  2.91 //
2012-08-05T18:00:00.000Z  75  2.81 //
2012-08-05T18:05:00.000Z  90  2.91 //
2012-08-05T18:10:00.000Z  25  2.81 //
2012-08-05T18:15:00.000Z  95  3.01 //
2012-08-05T18:20:00.000Z  65  3.06 //
2012-08-05T18:25:00.000Z  25  3.01 //
2012-08-05T18:30:00.000Z  95  3.06 //
2012-08-05T18:35:00.000Z  85  2.91 //
2012-08-05T18:40:00.000Z  65  2.96 //
2012-08-05T18:45:00.000Z  85  2.96 //
2012-08-05T18:50:00.000Z  95  3.06 //
2012-08-05T18:55:00.000Z  85  3.06 //
2012-08-05T19:00:00.000Z  85  2.96 //
2012-08-05T19:05:00.000Z  45  2.96 //
2012-08-05T19:15:00.000Z  95  2.86 //
2012-08-05T19:20:00.000Z  60  2.86 //
2012-08-05T19:30:00.000Z  95  2.86 //
2012-08-05T19:35:00.000Z  95  3.01 //
2012-08-05T19:40:00.000Z  90  3.16 //
2012-08-05T19:45:00.000Z  95  3.06 //
2012-08-05T19:50:00.000Z  95  3.06 //
2012-08-05T19:55:00.000Z  65  2.96 //
2012-08-05T20:00:00.000Z  65  3.26 //
2012-08-05T20:05:00.000Z 100  2.91 //
2012-08-05T20:10:00.000Z  95  2.86 //
2012-08-05T20:15:00.000Z 100  3.26 //
2012-08-05T20:20:00.000Z  90  2.96 //
2012-08-05T20:25:00.000Z  90  3.11 //
2012-08-05T20:30:00.000Z  90  3.31 //
2012-08-05T20:35:00.000Z  90  3.31 //
2012-08-05T20:40:00.000Z  90  3.31 //
2012-08-05T20:45:00.000Z 100  3.06 //
2012-08-05T20:55:00.000Z  95  2.91 //
2012-08-05T21:00:00.000Z  95  3.31 //
2012-08-05T21:05:00.000Z  60  2.91 //
2012-08-05T21:10:00.000Z  80  2.76 //
2012-08-05T21:20:00.000Z  45  2.81 //
2012-08-05T21:25:00.000Z  40  3.01 //
2012-08-05T21:35:00.000Z  90  2.81 //
2012-08-05T21:40:00.000Z  90  3.31 //
2012-08-05T21:50:00.000Z  80  2.86 //
2012-08-05T21:55:00.000Z  80  3.11 //
2012-08-05T22:00:00.000Z  80  3.01 //
2012-08-05T22:05:00.000Z  60  2.91 //
2012-08-05T22:10:00.000Z  40  2.86 //
2012-08-05T22:16:10.000Z  60  3.01 //
2012-08-05T22:24:09.000Z  80  3.11 //
2012-08-05T22:29:09.000Z  80  3.21 //
2012-08-05T22:34:09.000Z  40  3.31 //
2012-08-05T22:39:09.000Z  80  3.21 //
2012-08-05T22:44:09.000Z  60  3.16 //
2012-08-05T22:49:09.000Z  80  3.11 //
2012-08-05T22:54:09.000Z  80  3.16 //
2012-08-05T22:59:09.000Z  60  3.11 //
2012-08-05T23:04:09.000Z  80  3.26 //
2012-08-05T23:09:09.000Z  80  2.96 //
2012-08-05T23:16:10.000Z  90  2.97 //
2012-08-05T23:20:00.000Z  80  3.21 //
2012-08-05T23:20:12.000Z  85  2.86 //
2012-08-05T23:20:24.000Z  65  2.86 //
2012-08-05T23:20:36.000Z  65  2.86 //
2012-08-05T23:20:48.000Z  65  2.86 //
2012-08-05T23:21:00.000Z  70  3.11 //
2012-08-05T23:21:12.000Z  80  3.06 //
2012-08-05T23:21:24.000Z  45  2.81 //
2012-08-05T23:21:36.000Z  65  3.16 //
2012-08-05T23:21:48.000Z  70  2.86 //
2012-08-05T23:22:00.000Z  80  2.81 //
2012-08-05T23:22:36.000Z  60  3.11 //
2012-08-05T23:22:48.000Z  80  2.86 //
2012-08-05T23:23:00.000Z  60  3.16 //
2012-08-05T23:23:12.000Z  40  3.26 //
2012-08-05T23:23:24.000Z  60  3.16 //
2012-08-05T23:23:36.000Z  60  3.16 //
2012-08-05T23:23:48.000Z  80  3.16 //
2012-08-05T23:24:00.000Z  40  3.16 //
2012-08-05T23:24:12.000Z  80  3.16 //
2012-08-05T23:24:24.000Z  60  3.16 //
2012-08-05T23:24:36.000Z  80  3.06 //
2012-08-05T23:24:48.000Z  40  3.16 //
2012-08-05T23:25:00.000Z  85  3.21 //
2012-08-05T23:25:12.000Z  80  2.96 //
2012-08-05T23:25:24.000Z  60  3.16 //
2012-08-05T23:25:36.000Z  45  3.16 //
2012-08-05T23:25:48.000Z  60  3.16 //
2012-08-05T23:26:00.000Z  60  3.16 //
2012-08-05T23:26:12.000Z  60  3.11 //
2012-08-05T23:26:24.000Z  90  3.16 //
2012-08-05T23:26:36.000Z  60  3.16 //
2012-08-05T23:26:48.000Z  60  3.21 //
2012-08-05T23:27:00.000Z  60  3.11 //
2012-08-05T23:27:12.000Z  60  3.06 //
2012-08-05T23:27:24.000Z  40  3.11 //
2012-08-05T23:27:36.000Z  80  3.16 //
2012-08-05T23:27:48.000Z  85  3.11 //
2012-08-05T23:28:00.000Z  85  3.16 //
2012-08-05T23:28:12.000Z  80  3.11 //
2012-08-05T23:28:24.000Z  60  3.11 //
2012-08-05T23:28:36.000Z  80  3.16 //
2012-08-05T23:28:48.000Z  60  3.11 //
2012-08-05T23:29:00.000Z  60  3.16 //
2012-08-05T23:29:12.000Z  60  3.11 //
2012-08-05T23:29:24.000Z  60  3.11 //
2012-08-05T23:29:36.000Z  95  3.06 //
2012-08-05T23:29:48.000Z  65  3.16 //
2012-08-05T23:30:00.000Z  60  3.21 //
2012-08-05T23:30:12.000Z  60  3.16 //
2012-08-05T23:30:24.000Z  60  3.11 //
2012-08-05T23:30:36.000Z  85  3.06 //
2012-08-05T23:30:48.000Z  60  3.06 //
2012-08-05T23:31:00.000Z  95  3.06 //
2012-08-05T23:31:12.000Z  95  3.11 //
2012-08-05T23:31:24.000Z  60  3.11 //
2012-08-05T23:31:36.000Z  25  3.11 //
2012-08-05T23:31:48.000Z  85  3.21 //
2012-08-05T23:32:00.000Z  60  3.11 //
2012-08-05T23:32:12.000Z  95  3.16 //
2012-08-05T23:32:24.000Z  90  3.16 //
2012-08-05T23:32:36.000Z  20  3.26 //
2012-08-05T23:32:48.000Z  90  3.01 //
2012-08-05T23:33:00.000Z  45  3.21 //
2012-08-05T23:33:12.000Z  80  3.21 //
2012-08-05T23:33:24.000Z  60  3.26 //
2012-08-05T23:33:36.000Z  60  2.96 //
2012-08-05T23:33:48.000Z  60  3.11 //
2012-08-05T23:34:00.000Z  85  3.01 //
2012-08-05T23:34:12.000Z  90  3.01 //
2012-08-05T23:34:24.000Z  95  3.11 //
2012-08-05T23:34:36.000Z  80  3.01 //
2012-08-05T23:34:48.000Z  60  3.16 //
2012-08-05T23:35:00.000Z  40  3.16 //
2012-08-05T23:35:12.000Z  40  3.16 //
2012-08-05T23:35:24.000Z  90  3.16 //
2012-08-05T23:35:36.000Z  45  3.06 //
2012-08-05T23:35:48.000Z  95  3.26 //
2012-08-05T23:36:00.000Z  60  3.01 //
2012-08-05T23:36:12.000Z  70  3.11 //
2012-08-05T23:36:24.000Z  90  3.26 //
2012-08-05T23:36:36.000Z  90  3.06 //
2012-08-05T23:36:48.000Z  85  3.26 //
2012-08-05T23:37:00.000Z  80  3.11 //
2012-08-05T23:37:12.000Z  90  3.06 //
2012-08-05T23:37:24.000Z  95  3.01 //
2012-08-05T23:37:36.000Z  40  3.06 //
2012-08-05T23:37:48.000Z  90  3.06 //
2012-08-05T23:38:00.000Z  90  3.26 //
2012-08-05T23:38:12.000Z  80  3.06 //
2012-08-05T23:38:36.000Z  60  3.16 //
2012-08-05T23:38:48.000Z  90  3.06 //
2012-08-05T23:39:00.000Z  90  3.16 //
2012-08-05T23:39:12.000Z  80  3.16 //
2012-08-05T23:39:24.000Z  80  3.06 //
2012-08-05T23:39:36.000Z  90  3.06 //
2012-08-05T23:39:48.000Z  90  3.16 //
2012-08-05T23:40:00.000Z  85  3.06 //
2012-08-05T23:40:12.000Z  95  3.06 //
2012-08-05T23:40:24.000Z  95  3.06 //
2012-08-05T23:40:36.000Z  60  3.06 //
2012-08-05T23:40:48.000Z  85  3.06 //
2012-08-05T23:41:00.000Z  60  3.06 //
2012-08-05T23:41:12.000Z  95  3.11 //
2012-08-05T23:41:24.000Z  95  3.06 //
2012-08-05T23:41:36.000Z  95  3.16 //
2012-08-05T23:41:48.000Z  90  3.11 //
2012-08-05T23:42:00.000Z  85  3.01 //
2012-08-05T23:42:12.000Z  90  3.26 //
2012-08-05T23:42:24.000Z  90  3.01 //
2012-08-05T23:42:36.000Z  60  3.06 //
2012-08-05T23:42:48.000Z  90  3.06 //
2012-08-05T23:43:00.000Z  80  3.26 //
2012-08-05T23:43:12.000Z  80  2.96 //
2012-08-05T23:43:24.000Z  85  3.26 //
2012-08-05T23:43:36.000Z  95  3.26 //
2012-08-05T23:43:48.000Z  90  3.11 //
2012-08-05T23:44:00.000Z  90  3.26 //
2012-08-05T23:44:12.000Z  60  3.06 //
2012-08-05T23:44:24.000Z  80  3.16 //
2012-08-05T23:44:36.000Z  60  3.26 //
2012-08-05T23:44:48.000Z  80  3.11 //
2012-08-05T23:45:00.000Z  60  3.11 //
2012-08-05T23:45:12.000Z  80  2.91 //
2012-08-05T23:45:24.000Z  60  3.06 //
2012-08-05T23:45:36.000Z  40  3.11 //
2012-08-05T23:45:48.000Z  80  3.11 //
2012-08-05T23:46:00.000Z  75  3.16 //
2012-08-05T23:46:12.000Z  60  3.11 //
2012-08-05T23:46:24.000Z  90  3.11 //
2012-08-05T23:46:36.000Z  60  3.11 //
2012-08-05T23:46:48.000Z  60  3.26 //
2012-08-05T23:47:00.000Z  40  3.26 //
2012-08-05T23:47:12.000Z  60  3.16 //
2012-08-05T23:47:24.000Z  45  3.26 //
2012-08-05T23:47:36.000Z  40  3.11 //
2012-08-05T23:47:48.000Z  20  3.26 //
2012-08-05T23:48:00.000Z  65  3.16 //
2012-08-05T23:48:12.000Z  80  3.11 //
2012-08-05T23:48:24.000Z  60  3.21 //
2012-08-05T23:48:36.000Z  40  3.11 //
2012-08-05T23:48:48.000Z  45  3.21 //
2012-08-05T23:49:00.000Z  60  3.01 //
2012-08-05T23:49:12.000Z  40  3.21 //
2012-08-05T23:49:24.000Z  60  3.21 //
2012-08-05T23:49:36.000Z  70  3.06 //
2012-08-05T23:49:48.000Z  60  3.21 //
2012-08-05T23:50:00.000Z  45  3.21 //
2012-08-05T23:50:12.000Z  40  3.21 //
2012-08-05T23:50:24.000Z  60  3.21 //
2012-08-05T23:50:36.000Z  65  3.21 //
2012-08-05T23:50:48.000Z  80  3.21 //
2012-08-05T23:51:00.000Z  80  3.21 //
2012-08-05T23:51:12.000Z  60  3.21 //
2012-08-05T23:51:24.000Z  60  3.16 //
2012-08-05T23:51:36.000Z  40  3.01 //
2012-08-05T23:51:48.000Z  40  3.21 //
2012-08-05T23:52:00.000Z  40  3.11 //
2012-08-05T23:52:12.000Z  40  3.21 //
