# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2024-02-27T00:39:31.965Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-04-03T00:00:00.000Z - 2012-04-04T00:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foEs [MHz] - Es layer critical frequency
# foE [MHz] - E layer critical frequency
# hE [km] - Minimum virtual height of E trace
# hEs [km] - Minimum virtual height of Es trace
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS  foEs QD   foE QD     hE QD    hEs QD
2012-04-03T16:45:00.000Z  80  2.38 //  2.15 //  109.0 //  115.0 //
2012-04-03T16:52:30.000Z  80  2.47 //  2.26 //  109.0 //  116.3 //
2012-04-03T17:00:00.000Z   0  2.28 //  2.51 //  108.0 //  112.5 //
2012-04-03T17:07:30.000Z  60  2.45 //  2.51 //  107.0 //  112.1 //
2012-04-03T17:15:00.000Z  40  2.78 //  2.51 //  107.0 //  111.3 //
2012-04-03T17:22:30.000Z  60  2.92 //  2.51 //  104.0 //  110.0 //
2012-04-03T17:30:00.000Z  70  2.97 //  2.51 //  103.5 //  112.5 //
2012-04-03T17:37:30.000Z  80  2.95 //  2.51 //  103.0 //  107.5 //
2012-04-03T17:45:00.000Z  40  1.88 //  2.58 //  102.0 //  106.3 //
2012-04-03T17:52:30.000Z  70  2.50 //  2.68 //  104.5 //  116.3 //
2012-04-03T18:00:00.000Z  80  2.80 //  2.51 //  103.8 //  113.8 //
2012-04-03T18:07:30.000Z  80  2.78 //  2.73 //  104.0 //  111.3 //
2012-04-03T18:15:00.000Z  80  2.72 //  2.56 //  103.0 //  108.1 //
2012-04-03T18:22:30.000Z  80   --- __  2.73 //  103.0 //    --- __
2012-04-03T18:30:00.000Z  80  2.47 //  2.73 //  102.0 //  106.9 //
2012-04-03T18:37:30.000Z  40   --- __  2.76 //  101.0 //    --- __
2012-04-03T18:45:00.000Z  60  2.50 //  2.83 //  101.8 //  105.0 //
2012-04-03T18:52:30.000Z  70  2.40 //  2.78 //  100.0 //  108.8 //
2012-04-03T19:00:00.000Z  70  2.92 //  2.95 //  100.0 //  104.5 //
2012-04-03T19:07:30.000Z  70  2.80 //  2.95 //  100.0 //  139.5 //
2012-04-03T19:15:00.000Z  80  2.38 //  2.88 //  100.3 //  106.3 //
2012-04-03T19:22:30.000Z  80  2.75 //  2.93 //  101.0 //  201.0 //
2012-04-03T19:30:00.000Z  80  2.92 //  2.95 //  106.0 //  111.7 //
2012-04-03T19:37:30.000Z  80  2.75 //  2.90 //  102.2 //  111.3 //
2012-04-03T19:45:00.000Z  80  2.72 //  2.86 //  105.0 //  115.0 //
2012-04-03T19:52:30.000Z  70  3.00 //  3.01 //  106.6 //  110.6 //
2012-04-03T20:00:00.000Z  80   --- __  2.98 //  106.0 //    --- __
2012-04-03T20:07:30.000Z  80   --- __  3.01 //  102.0 //    --- __
2012-04-03T20:15:00.000Z  50   --- __  2.88 //  105.0 //    --- __
2012-04-03T20:22:30.000Z  80   --- __  2.95 //  102.4 //    --- __
2012-04-03T20:30:00.000Z  40  3.00 //  2.90 //  103.0 //  115.0 //
2012-04-03T20:37:30.000Z  80   --- __  2.90 //  104.0 //    --- __
2012-04-03T20:45:00.000Z  80  2.95 //  2.90 //  103.7 //  115.0 //
2012-04-03T20:52:30.000Z  90  2.97 //  3.03 //  102.0 //  105.0 //
2012-04-03T21:00:00.000Z  70  3.38 //  3.01 //  100.0 //  108.8 //
2012-04-03T21:07:30.000Z  90  3.35 //  3.08 //  102.0 //  108.8 //
2012-04-03T21:15:00.000Z  95  2.92 //  2.98 //  102.0 //  107.5 //
2012-04-03T21:22:30.000Z  45  4.20 //  3.06 //  100.9 //  107.5 //
2012-04-03T21:45:00.000Z  25  1.58 //   --- __    --- __   89.3 //
2012-04-03T22:00:00.000Z  75  1.90 //   --- __    --- __   85.0 //
2012-04-03T22:07:30.000Z  75  2.17 //   --- __    --- __   83.8 //
2012-04-03T22:15:00.000Z  75  1.98 //   --- __    --- __   88.8 //
2012-04-03T22:22:30.000Z  75  1.27 //   --- __    --- __   95.0 //
2012-04-03T22:52:30.000Z  75  1.83 //   --- __    --- __   84.4 //
2012-04-03T23:07:30.000Z  45  2.38 //   --- __    --- __   92.5 //
