# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-12-06T00:50:48.480Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T00:01:00.000Z - 2013-01-01T00:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
# foEs [MHz] - Es layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foF2 QD  foEs QD
2012-01-18T00:15:00.000Z  60  7.275 //   --- __
2012-01-18T00:22:30.000Z  80  7.425 //   --- __
2012-01-18T00:30:00.000Z  40  5.631 //   --- __
2012-01-18T00:37:30.000Z  20  6.052 //   --- __
2012-01-18T00:45:00.000Z  60  6.125 //   --- __
2012-01-18T00:52:30.000Z  80  6.925 //   --- __
2012-01-18T01:00:00.000Z  60  6.207 //   --- __
2012-01-18T01:07:30.000Z  40  6.927 //   --- __
2012-01-18T01:15:00.000Z  40  6.887 //   --- __
2012-01-18T01:22:30.000Z  60  6.800 //   --- __
2012-01-18T01:30:00.000Z  40  6.775 //   --- __
2012-01-18T01:37:30.000Z  60  5.825 //   --- __
2012-01-18T01:45:00.000Z  20  6.650 //   --- __
2012-01-18T01:52:30.000Z  60  6.475 //   --- __
2012-01-18T02:00:00.000Z  70  6.413 //  2.25 //
2012-01-18T02:07:30.000Z  20  5.300 //   --- __
2012-01-18T02:15:00.000Z  60  4.875 //   --- __
2012-01-18T02:22:30.000Z  70  5.575 //   --- __
2012-01-18T02:30:00.000Z  60  5.475 //   --- __
2012-01-18T02:37:30.000Z  20  5.250 //   --- __
2012-01-18T02:45:00.000Z  70  5.150 //   --- __
2012-01-18T02:52:30.000Z  40  4.950 //   --- __
2012-01-18T03:00:00.000Z   0  4.950 //   --- __
2012-01-18T03:07:30.000Z  40  4.650 //   --- __
2012-01-18T03:15:00.000Z  40  4.625 //   --- __
2012-01-18T03:30:00.000Z  40  3.375 //   --- __
2012-01-18T03:37:30.000Z  60  3.150 //   --- __
2012-01-18T03:45:00.000Z  45  2.925 //   --- __
2012-01-18T03:52:30.000Z  45  3.175 //   --- __
2012-01-18T04:15:00.000Z  65  2.125 //   --- __
2012-01-18T04:22:30.000Z  65  2.175 //   --- __
2012-01-18T04:37:30.000Z  65  2.000 //   --- __
2012-01-18T04:45:00.000Z  75    --- __  1.85 //
2012-01-18T04:52:30.000Z  75    --- __  1.75 //
2012-01-18T05:00:00.000Z  75    --- __  1.80 //
2012-01-18T05:22:30.000Z  75    --- __  1.80 //
2012-01-18T05:30:00.000Z  75    --- __  1.92 //
2012-01-18T06:00:00.000Z  25    --- __  1.83 //
2012-01-18T06:15:00.000Z  70  2.100 //   --- __
2012-01-18T06:30:00.000Z  20  1.675 //  2.05 //
2012-01-18T07:00:00.000Z  75    --- __  1.95 //
2012-01-18T07:07:30.000Z  75    --- __  2.25 //
2012-01-18T07:15:00.000Z  75    --- __  2.03 //
2012-01-18T07:37:30.000Z  75    --- __  1.95 //
2012-01-18T07:52:30.000Z  75    --- __  2.28 //
2012-01-18T08:22:30.000Z  70  1.575 //   --- __
2012-01-18T08:37:30.000Z  45  1.550 //  1.95 //
2012-01-18T08:52:30.000Z  65  1.525 //   --- __
2012-01-18T09:15:00.000Z  25  1.725 //   --- __
2012-01-18T09:22:30.000Z  25  1.750 //   --- __
2012-01-18T09:30:00.000Z  70  1.750 //   --- __
2012-01-18T09:37:30.000Z  20  1.625 //  2.00 //
2012-01-18T09:45:00.000Z  45  1.575 //   --- __
2012-01-18T09:52:30.000Z  70  1.575 //   --- __
2012-01-18T10:00:00.000Z  75    --- __  2.08 //
2012-01-18T10:22:30.000Z  25  1.450 //  2.00 //
2012-01-18T10:37:30.000Z   0  2.150 //  2.05 //
2012-01-18T11:00:00.000Z  60  2.250 //   --- __
2012-01-18T11:07:30.000Z  60  2.225 //   --- __
2012-01-18T11:15:00.000Z  60  3.225 //   --- __
2012-01-18T11:37:30.000Z  60  3.050 //   --- __
2012-01-18T14:07:30.000Z  80  3.700 //   --- __
2012-01-18T14:30:00.000Z  70  2.575 //   --- __
2012-01-18T15:07:30.000Z  60  2.900 //   --- __
2012-01-18T16:00:00.000Z  50  2.075 //   --- __
2012-01-18T16:37:30.000Z  20  2.050 //   --- __
2012-01-18T16:45:00.000Z  45  2.625 //   --- __
2012-01-18T16:52:30.000Z   0  2.525 //   --- __
2012-01-18T17:07:30.000Z  70  2.075 //   --- __
2012-01-18T17:15:00.000Z  45  1.950 //   --- __
2012-01-18T17:22:30.000Z  70  2.600 //   --- __
2012-01-18T17:30:00.000Z  40  2.900 //   --- __
2012-01-18T17:37:30.000Z  60  2.938 //   --- __
2012-01-18T17:45:00.000Z  70  2.825 //   --- __
2012-01-18T18:00:00.000Z  70  3.563 //   --- __
2012-01-18T18:07:30.000Z  60  4.000 //   --- __
2012-01-18T18:15:00.000Z  40  4.512 //   --- __
2012-01-18T18:22:30.000Z  40  4.575 //   --- __
2012-01-18T18:30:00.000Z  60  4.975 //   --- __
2012-01-18T18:37:30.000Z  20  4.100 //   --- __
2012-01-18T18:45:00.000Z  60  5.463 //  1.75 //
2012-01-18T18:52:30.000Z  80  5.875 //   --- __
2012-01-18T19:00:00.000Z  80  6.225 //   --- __
2012-01-18T19:07:30.000Z  80  6.813 //  2.00 //
2012-01-18T19:15:00.000Z  70  7.000 //  1.98 //
2012-01-18T19:22:30.000Z  70  7.050 //  1.95 //
2012-01-18T19:30:00.000Z  60  7.325 //  1.98 //
2012-01-18T19:37:30.000Z  60  7.663 //   --- __
2012-01-18T19:45:00.000Z  80  7.338 //   --- __
2012-01-18T19:52:30.000Z  80  7.563 //   --- __
2012-01-18T20:00:00.000Z  70  7.600 //  2.05 //
2012-01-18T20:07:30.000Z  70  7.175 //  1.98 //
2012-01-18T20:15:00.000Z  40  6.856 //   --- __
2012-01-18T20:22:30.000Z  80  7.613 //   --- __
2012-01-18T20:30:00.000Z  50  7.738 //   --- __
2012-01-18T20:37:30.000Z  70  8.025 //   --- __
2012-01-18T20:45:00.000Z  90  7.775 //   --- __
2012-01-18T20:52:30.000Z  40  7.500 //   --- __
2012-01-18T21:00:00.000Z  90  8.175 //   --- __
2012-01-18T21:07:30.000Z  60  8.150 //   --- __
2012-01-18T21:22:30.000Z  70  8.225 //   --- __
2012-01-18T21:30:00.000Z  60  7.775 //   --- __
2012-01-18T21:37:30.000Z  80  8.450 //   --- __
2012-01-18T21:45:00.000Z  80  9.063 //   --- __
2012-01-18T21:52:30.000Z  75  8.800 //   --- __
2012-01-18T22:00:00.000Z  60  9.100 //   --- __
2012-01-18T22:07:30.000Z  80  9.550 //   --- __
2012-01-18T22:15:00.000Z  95  9.450 //  1.80 //
2012-01-18T22:22:30.000Z  45    --- __  3.80 //
2012-01-18T22:30:00.000Z   0  9.225 //  2.17 //
2012-01-18T22:37:30.000Z   0  8.975 //   --- __
2012-01-18T22:45:00.000Z  60  8.200 //   --- __
2012-01-18T22:52:30.000Z  80  8.712 //  2.17 //
2012-01-18T23:00:00.000Z  90  8.350 //   --- __
2012-01-18T23:07:30.000Z  95  8.225 //   --- __
2012-01-18T23:15:00.000Z  75  8.550 //  1.77 //
2012-01-18T23:22:30.000Z  70  8.725 //   --- __
2012-01-18T23:30:00.000Z  60  9.075 //   --- __
2012-01-18T23:37:30.000Z  95  8.625 //   --- __
2012-01-18T23:45:00.000Z  80  8.350 //   --- __
2012-01-18T23:52:30.000Z  90  8.175 //   --- __
2012-01-19T00:00:00.000Z   0  8.250 //   --- __
2012-01-19T00:07:30.000Z  70  8.050 //   --- __
2012-01-19T00:15:00.000Z  60  7.675 //   --- __
2012-01-19T00:22:30.000Z  70  7.375 //   --- __
2012-01-19T00:30:00.000Z  90  7.475 //   --- __
2012-01-19T00:37:30.000Z  90  7.375 //   --- __
2012-01-19T00:45:00.000Z   0  7.325 //   --- __
2012-01-19T00:52:30.000Z  70  7.100 //   --- __
2012-01-19T01:00:00.000Z  40  5.700 //   --- __
2012-01-19T01:07:30.000Z  70  7.350 //   --- __
2012-01-19T01:15:00.000Z   0  7.350 //   --- __
2012-01-19T01:30:00.000Z  80  6.825 //  2.33 //
2012-01-19T01:37:30.000Z  90  6.500 //   --- __
2012-01-19T01:45:00.000Z  80  6.125 //   --- __
2012-01-19T01:52:30.000Z  90  6.000 //   --- __
2012-01-19T02:00:00.000Z  40  5.400 //   --- __
2012-01-19T02:07:30.000Z  20  3.325 //   --- __
2012-01-19T02:15:00.000Z  70  5.775 //   --- __
2012-01-19T02:22:30.000Z  80  5.500 //   --- __
2012-01-19T02:30:00.000Z  20  5.175 //   --- __
2012-01-19T02:37:30.000Z  40  4.850 //   --- __
2012-01-19T02:45:00.000Z  20  3.025 //   --- __
2012-01-19T02:52:30.000Z  60  4.425 //   --- __
2012-01-19T03:00:00.000Z  80  4.175 //   --- __
2012-01-19T03:07:30.000Z  80  3.900 //   --- __
2012-01-19T03:15:00.000Z   0  3.900 //   --- __
2012-01-19T03:22:30.000Z  80  3.725 //   --- __
2012-01-19T03:30:00.000Z   0  3.625 //   --- __
2012-01-19T03:37:30.000Z  40  3.400 //   --- __
2012-01-19T03:45:00.000Z  70  3.075 //   --- __
2012-01-19T03:52:30.000Z  80  3.025 //   --- __
2012-01-19T04:00:00.000Z  65  2.650 //   --- __
2012-01-19T04:07:30.000Z  65  2.425 //   --- __
2012-01-19T04:15:00.000Z  45  2.425 //   --- __
2012-01-19T04:22:30.000Z  35  2.275 //  1.95 //
2012-01-19T04:30:00.000Z  45  2.150 //   --- __
2012-01-19T04:37:30.000Z  65  2.125 //  1.77 //
2012-01-19T04:45:00.000Z  65  2.075 //   --- __
2012-01-19T05:00:00.000Z  65  2.000 //   --- __
2012-01-19T05:07:30.000Z  65  2.025 //   --- __
2012-01-19T05:22:30.000Z  45  1.950 //   --- __
2012-01-19T05:30:00.000Z  65  2.050 //   --- __
2012-01-19T05:37:30.000Z  15  1.775 //  2.25 //
2012-01-19T05:45:00.000Z  65  1.775 //   --- __
2012-01-19T05:52:30.000Z  65  1.850 //   --- __
2012-01-19T06:00:00.000Z  65  1.825 //   --- __
2012-01-19T06:07:30.000Z  65  1.775 //   --- __
2012-01-19T06:15:00.000Z  65  1.825 //   --- __
2012-01-19T06:22:30.000Z  25  1.775 //   --- __
2012-01-19T06:37:30.000Z  40  2.025 //   --- __
2012-01-19T06:45:00.000Z  20  1.775 //   --- __
2012-01-19T07:00:00.000Z  80  1.775 //   --- __
2012-01-19T07:07:30.000Z  70  1.575 //   --- __
2012-01-19T07:15:00.000Z  80  1.875 //   --- __
2012-01-19T07:22:30.000Z  90  2.063 //   --- __
2012-01-19T07:37:30.000Z  80  1.775 //   --- __
2012-01-19T07:45:00.000Z  80  1.575 //   --- __
2012-01-19T08:22:30.000Z  50  1.750 //   --- __
2012-01-19T08:37:30.000Z  50  1.775 //   --- __
2012-01-19T09:00:00.000Z  45  1.875 //   --- __
2012-01-19T09:15:00.000Z  50  1.875 //   --- __
2012-01-19T09:37:30.000Z  50  1.775 //   --- __
2012-01-19T09:45:00.000Z  50  6.775 //   --- __
2012-01-19T10:00:00.000Z  50  1.775 //   --- __
2012-01-19T10:15:00.000Z  50  2.050 //   --- __
2012-01-19T10:22:30.000Z  50  1.750 //   --- __
2012-01-19T10:30:00.000Z  45  1.700 //   --- __
2012-01-19T10:45:00.000Z  50  1.675 //   --- __
2012-01-19T10:52:30.000Z  45  1.725 //   --- __
2012-01-19T11:00:00.000Z  50  1.650 //   --- __
2012-01-19T11:07:30.000Z  45  1.650 //   --- __
2012-01-19T12:22:30.000Z   0  2.925 //   --- __
2012-01-19T12:52:30.000Z  65  2.525 //   --- __
2012-01-19T13:00:00.000Z  70  2.125 //   --- __
2012-01-19T13:15:00.000Z  50  2.050 //   --- __
2012-01-19T13:30:00.000Z  50  1.900 //   --- __
2012-01-19T13:37:30.000Z  70  2.950 //   --- __
2012-01-19T13:45:00.000Z  70  2.925 //   --- __
2012-01-19T13:52:30.000Z  70  2.950 //   --- __
2012-01-19T14:00:00.000Z  70  2.950 //   --- __
2012-01-19T14:30:00.000Z  70    --- __  2.25 //
2012-01-19T14:45:00.000Z  45  1.875 //   --- __
2012-01-19T14:52:30.000Z  70  2.300 //   --- __
2012-01-19T15:00:00.000Z  45  2.175 //   --- __
2012-01-19T15:30:00.000Z  45  1.900 //   --- __
2012-01-19T15:37:30.000Z  25  2.225 //   --- __
2012-01-19T15:45:00.000Z  45  2.175 //   --- __
2012-01-19T16:00:00.000Z  70  2.500 //   --- __
2012-01-19T16:07:30.000Z  70  2.400 //   --- __
2012-01-19T16:15:00.000Z  70  1.900 //   --- __
2012-01-19T16:22:30.000Z  65  2.350 //   --- __
2012-01-19T16:30:00.000Z  25  2.225 //   --- __
2012-01-19T16:37:30.000Z  70  2.125 //   --- __
2012-01-19T16:45:00.000Z  20  1.925 //   --- __
2012-01-19T17:00:00.000Z  65  2.175 //   --- __
2012-01-19T17:07:30.000Z  45  2.150 //   --- __
2012-01-19T17:15:00.000Z  65  1.675 //   --- __
2012-01-19T17:22:30.000Z  70  1.900 //   --- __
2012-01-19T17:30:00.000Z  40  2.150 //   --- __
2012-01-19T17:37:30.000Z  45  2.950 //   --- __
2012-01-19T17:45:00.000Z  70  3.150 //   --- __
2012-01-19T17:52:30.000Z  70  3.425 //   --- __
2012-01-19T18:00:00.000Z  70  3.675 //   --- __
2012-01-19T18:07:30.000Z  70  4.100 //   --- __
2012-01-19T18:15:00.000Z  70  4.925 //   --- __
2012-01-19T18:30:00.000Z  70  5.475 //   --- __
2012-01-19T18:37:30.000Z  40  5.800 //   --- __
2012-01-19T18:45:00.000Z  65  5.625 //   --- __
2012-01-19T18:52:30.000Z  70  5.838 //  1.70 //
2012-01-19T19:00:00.000Z  40  6.177 //   --- __
2012-01-19T19:07:30.000Z  70  6.350 //   --- __
2012-01-19T19:15:00.000Z  40  5.750 //   --- __
2012-01-19T19:22:30.000Z  70  6.525 //   --- __
2012-01-19T19:30:00.000Z  80  6.975 //   --- __
2012-01-19T19:37:30.000Z  70  7.188 //  1.65 //
2012-01-19T19:45:00.000Z  40  6.463 //   --- __
2012-01-19T19:52:30.000Z  60  7.387 //   --- __
2012-01-19T20:00:00.000Z  70  7.250 //   --- __
2012-01-19T20:07:30.000Z  60  7.012 //   --- __
2012-01-19T20:15:00.000Z  20  4.828 //   --- __
2012-01-19T20:22:30.000Z  80  7.725 //   --- __
2012-01-19T20:30:00.000Z  80  7.863 //   --- __
2012-01-19T20:37:30.000Z   0  7.850 //   --- __
2012-01-19T20:45:00.000Z  80  8.087 //   --- __
2012-01-19T20:52:30.000Z  80  8.238 //   --- __
2012-01-19T21:00:00.000Z  80  8.113 //   --- __
2012-01-19T21:07:30.000Z  80  7.975 //   --- __
2012-01-19T21:15:00.000Z  80  8.363 //   --- __
2012-01-19T21:22:30.000Z  65  8.488 //   --- __
2012-01-19T21:30:00.000Z   0  8.625 //   --- __
2012-01-19T21:37:30.000Z  80  8.563 //  2.17 //
2012-01-19T21:45:00.000Z   0  8.225 //   --- __
2012-01-19T21:52:30.000Z   0  8.050 //  2.00 //
2012-01-19T22:07:30.000Z   0  8.475 //   --- __
2012-01-19T22:15:00.000Z  80  8.637 //  2.00 //
2012-01-19T22:22:30.000Z  80  8.650 //  2.17 //
2012-01-19T22:30:00.000Z  80  8.775 //   --- __
2012-01-19T22:45:00.000Z  80  8.512 //  2.03 //
2012-01-19T22:52:30.000Z   0  8.650 //  1.63 //
2012-01-19T23:00:00.000Z  80  8.688 //   --- __
2012-01-19T23:07:30.000Z  80  8.637 //   --- __
2012-01-19T23:15:00.000Z  80  8.637 //   --- __
2012-01-19T23:30:00.000Z  80  8.176 //   --- __
2012-01-19T23:37:30.000Z  80  6.425 //  1.75 //
2012-01-19T23:45:00.000Z  80  8.087 //   --- __
2012-01-19T23:52:30.000Z  80  8.038 //   --- __
2012-01-20T00:00:00.000Z  80  7.800 //   --- __
2012-01-20T00:07:30.000Z  90  7.663 //  1.63 //
2012-01-20T00:15:00.000Z   0  7.650 //  4.00 //
2012-01-20T00:22:30.000Z  70  7.450 //  3.60 //
2012-01-20T00:30:00.000Z  60  7.325 //   --- __
2012-01-20T00:37:30.000Z   0  7.200 //   --- __
2012-01-20T00:45:00.000Z   0  7.050 //   --- __
2012-01-20T00:52:30.000Z  80  6.913 //   --- __
2012-01-20T01:00:00.000Z  40  6.488 //   --- __
2012-01-20T01:07:30.000Z  80  6.613 //   --- __
2012-01-20T01:15:00.000Z   0  6.400 //   --- __
2012-01-20T01:22:30.000Z  80  6.275 //   --- __
2012-01-20T01:30:00.000Z  40  5.400 //   --- __
2012-01-20T01:37:30.000Z  90  6.350 //   --- __
2012-01-20T01:45:00.000Z  90  6.350 //   --- __
2012-01-20T01:52:30.000Z  80  6.288 //   --- __
2012-01-20T02:00:00.000Z  80  6.100 //   --- __
2012-01-20T02:15:00.000Z  80  6.125 //   --- __
2012-01-20T02:22:30.000Z  70  6.000 //   --- __
2012-01-20T02:30:00.000Z  80  5.900 //   --- __
2012-01-20T02:37:30.000Z  90  5.750 //   --- __
2012-01-20T02:45:00.000Z  90  5.650 //   --- __
2012-01-20T02:52:30.000Z  90  5.550 //   --- __
2012-01-20T03:00:00.000Z   0  5.500 //   --- __
2012-01-20T03:07:30.000Z  80  5.350 //   --- __
2012-01-20T03:15:00.000Z  70  5.050 //   --- __
2012-01-20T03:22:30.000Z  80  5.050 //   --- __
2012-01-20T03:30:00.000Z  70  4.775 //   --- __
2012-01-20T03:37:30.000Z  80  4.600 //   --- __
2012-01-20T03:45:00.000Z  60  4.375 //   --- __
2012-01-20T03:52:30.000Z  20  3.650 //   --- __
2012-01-20T04:00:00.000Z  70  4.025 //   --- __
2012-01-20T04:07:30.000Z  60  3.625 //   --- __
2012-01-20T04:15:00.000Z  80  3.075 //   --- __
2012-01-20T04:22:30.000Z  45  2.175 //   --- __
2012-01-20T04:30:00.000Z  45  2.050 //   --- __
2012-01-20T04:37:30.000Z  70  2.450 //   --- __
2012-01-20T04:45:00.000Z  65  2.325 //   --- __
2012-01-20T04:52:30.000Z  65  2.150 //   --- __
2012-01-20T05:00:00.000Z  65  1.975 //   --- __
2012-01-20T05:15:00.000Z  65  1.975 //   --- __
2012-01-20T05:22:30.000Z  45  2.025 //   --- __
2012-01-20T05:30:00.000Z  65  1.950 //   --- __
2012-01-20T05:37:30.000Z  60  1.850 //   --- __
2012-01-20T05:45:00.000Z  65  1.825 //   --- __
2012-01-20T06:07:30.000Z  75    --- __  2.25 //
2012-01-20T06:22:30.000Z  25    --- __  1.95 //
2012-01-20T06:45:00.000Z  30  1.850 //   --- __
2012-01-20T07:07:30.000Z  45  1.800 //   --- __
2012-01-20T07:15:00.000Z  25  1.800 //   --- __
2012-01-20T07:37:30.000Z  45  1.750 //   --- __
2012-01-20T07:45:00.000Z  50  1.775 //   --- __
2012-01-20T08:37:30.000Z  70  2.075 //   --- __
2012-01-20T09:07:30.000Z  70  2.575 //   --- __
2012-01-20T09:22:30.000Z  50  3.500 //   --- __
2012-01-20T10:15:00.000Z  65  2.725 //   --- __
2012-01-20T10:22:30.000Z  70  2.800 //   --- __
2012-01-20T10:30:00.000Z  65  1.950 //   --- __
2012-01-20T11:00:00.000Z  50  2.050 //   --- __
2012-01-20T11:15:00.000Z  70  1.900 //   --- __
2012-01-20T11:22:30.000Z  70  1.850 //   --- __
2012-01-20T11:30:00.000Z  45  1.925 //   --- __
2012-01-20T11:45:00.000Z  45  2.100 //   --- __
2012-01-20T11:52:30.000Z  50  1.925 //   --- __
2012-01-20T12:15:00.000Z  45  1.800 //   --- __
2012-01-20T12:30:00.000Z  50  1.850 //   --- __
2012-01-20T12:37:30.000Z  45  2.000 //   --- __
2012-01-20T12:45:00.000Z  50  2.000 //   --- __
2012-01-20T12:52:30.000Z  45  2.000 //   --- __
2012-01-20T13:00:00.000Z  15  1.825 //  2.70 //
2012-01-20T13:07:30.000Z  15  1.925 //  2.42 //
2012-01-20T13:15:00.000Z  70    --- __  2.53 //
2012-01-20T13:22:30.000Z  20    --- __  3.75 //
2012-01-20T13:30:00.000Z  70    --- __  2.53 //
2012-01-20T13:37:30.000Z  70    --- __  5.32 //
2012-01-20T13:45:00.000Z  70    --- __  6.78 //
2012-01-20T13:52:30.000Z  70    --- __  5.18 //
2012-01-20T14:00:00.000Z  70    --- __  3.78 //
2012-01-20T14:45:00.000Z  75    --- __  2.53 //
2012-01-20T14:52:30.000Z  75    --- __  2.75 //
2012-01-20T15:00:00.000Z  75    --- __  2.42 //
2012-01-20T15:07:30.000Z  75    --- __  2.72 //
2012-01-20T15:15:00.000Z  75    --- __  2.33 //
2012-01-20T15:22:30.000Z  70    --- __  1.92 //
2012-01-20T16:30:00.000Z  45  3.400 //   --- __
2012-01-20T16:45:00.000Z  75  1.850 //   --- __
2012-01-20T16:52:30.000Z  45  1.925 //   --- __
2012-01-20T17:00:00.000Z  30  2.050 //  2.03 //
2012-01-20T17:07:30.000Z  80  2.475 //   --- __
2012-01-20T17:22:30.000Z  70  2.350 //   --- __
2012-01-20T17:30:00.000Z  60  2.225 //   --- __
2012-01-20T17:37:30.000Z  70  2.550 //   --- __
2012-01-20T17:45:00.000Z  40  2.200 //   --- __
2012-01-20T17:52:30.000Z  70  2.700 //   --- __
2012-01-20T18:00:00.000Z  65  3.263 //   --- __
2012-01-20T18:07:30.000Z  60  3.375 //   --- __
2012-01-20T18:15:00.000Z  60  3.775 //   --- __
2012-01-20T18:22:30.000Z  70  4.275 //   --- __
2012-01-20T18:30:00.000Z  45  4.925 //  3.88 //
2012-01-20T18:37:30.000Z  70  5.225 //  1.85 //
2012-01-20T18:45:00.000Z  70  5.625 //  1.83 //
2012-01-20T18:52:30.000Z  70  5.688 //  2.00 //
2012-01-20T19:00:00.000Z  70  5.700 //  1.98 //
2012-01-20T19:07:30.000Z  70  6.025 //  2.00 //
2012-01-20T19:22:30.000Z  70  6.575 //  2.15 //
2012-01-20T19:30:00.000Z  40  6.925 //  2.17 //
2012-01-20T19:37:30.000Z  75  7.038 //  2.20 //
2012-01-20T19:45:00.000Z  70  7.200 //  2.20 //
2012-01-20T19:52:30.000Z  70  7.225 //  2.13 //
2012-01-20T20:00:00.000Z  90  7.650 //  2.08 //
2012-01-20T20:07:30.000Z  95  7.775 //  2.05 //
2012-01-20T20:15:00.000Z  95  7.938 //  2.05 //
2012-01-20T20:22:30.000Z  90  7.838 //  2.08 //
2012-01-20T20:30:00.000Z  90  7.725 //  2.17 //
2012-01-20T20:37:30.000Z  90  7.413 //  2.40 //
2012-01-20T20:45:00.000Z  90  7.528 //  2.20 //
2012-01-20T20:52:30.000Z  90  7.675 //   --- __
2012-01-20T21:00:00.000Z  90  7.900 //  2.25 //
2012-01-20T21:07:30.000Z  90  8.163 //   --- __
2012-01-20T21:15:00.000Z  90  8.363 //  2.08 //
2012-01-20T21:22:30.000Z  95  8.400 //   --- __
2012-01-20T21:30:00.000Z  95  8.563 //  2.08 //
2012-01-20T21:37:30.000Z  80  8.587 //  2.10 //
2012-01-20T21:45:00.000Z  95  8.300 //  1.83 //
2012-01-20T21:52:30.000Z  80  8.250 //   --- __
2012-01-20T22:00:00.000Z  70  8.100 //  1.92 //
2012-01-20T22:07:30.000Z  95  8.050 //  1.95 //
2012-01-20T22:15:00.000Z  75  8.113 //  1.98 //
2012-01-20T22:22:30.000Z  95  8.100 //   --- __
2012-01-20T22:30:00.000Z   0  8.175 //  2.00 //
2012-01-20T22:37:30.000Z  95  8.100 //  2.00 //
2012-01-20T22:45:00.000Z  75  8.212 //   --- __
2012-01-20T22:52:30.000Z   0  8.300 //   --- __
2012-01-20T23:00:00.000Z   0  8.350 //  2.15 //
2012-01-20T23:07:30.000Z  75  8.275 //  2.20 //
2012-01-20T23:15:00.000Z  95  8.238 //  2.80 //
2012-01-20T23:22:30.000Z  80  8.675 //   --- __
2012-01-20T23:30:00.000Z  95  8.700 //  2.20 //
2012-01-20T23:37:30.000Z  95  8.650 //  2.20 //
2012-01-20T23:45:00.000Z  75  8.262 //  2.28 //
2012-01-20T23:52:30.000Z  70  8.000 //  2.25 //
2012-01-21T00:00:00.000Z  80  8.025 //  2.13 //
2012-01-21T00:07:30.000Z  80  7.650 //  1.98 //
2012-01-21T00:15:00.000Z   0  7.475 //  2.08 //
2012-01-21T00:22:30.000Z  70  7.125 //  2.03 //
2012-01-21T00:30:00.000Z  90  7.000 //  3.67 //
2012-01-21T00:37:30.000Z  90  7.175 //  2.20 //
2012-01-21T00:45:00.000Z  90  7.100 //  2.08 //
2012-01-21T00:52:30.000Z  90  7.275 //  2.00 //
2012-01-21T01:00:00.000Z  95  7.475 //  2.03 //
2012-01-21T01:07:30.000Z  70  7.525 //  1.98 //
2012-01-21T01:15:00.000Z  90  7.525 //  1.83 //
2012-01-21T01:22:30.000Z  85  7.675 //  1.77 //
2012-01-21T01:30:00.000Z  75  7.725 //   --- __
2012-01-21T01:37:30.000Z  95  7.800 //   --- __
2012-01-21T01:45:00.000Z  95  7.775 //   --- __
2012-01-21T01:52:30.000Z  80  7.625 //   --- __
2012-01-21T02:00:00.000Z  80  7.450 //   --- __
2012-01-21T02:07:30.000Z  80  7.225 //   --- __
2012-01-21T02:15:00.000Z  80  7.025 //   --- __
2012-01-21T02:30:00.000Z   0  6.525 //   --- __
2012-01-21T02:37:30.000Z  80  6.100 //   --- __
2012-01-21T02:45:00.000Z  80  5.925 //   --- __
2012-01-21T02:52:30.000Z  80  5.625 //   --- __
2012-01-21T03:00:00.000Z  20  3.775 //   --- __
2012-01-21T03:07:30.000Z  80  4.825 //   --- __
2012-01-21T03:15:00.000Z  90  4.550 //   --- __
2012-01-21T03:22:30.000Z  80  4.400 //   --- __
2012-01-21T03:30:00.000Z   0  4.275 //   --- __
2012-01-21T03:37:30.000Z  60  4.000 //   --- __
2012-01-21T03:45:00.000Z  60  3.725 //   --- __
2012-01-21T03:52:30.000Z  20  3.125 //   --- __
2012-01-21T04:00:00.000Z  70  3.350 //   --- __
2012-01-21T04:07:30.000Z  80  3.225 //   --- __
2012-01-21T04:22:30.000Z  60  2.900 //   --- __
2012-01-21T04:30:00.000Z  70  2.925 //   --- __
2012-01-21T04:45:00.000Z  70  2.675 //   --- __
2012-01-21T04:52:30.000Z  80  2.625 //   --- __
2012-01-21T05:00:00.000Z  40  2.525 //   --- __
2012-01-21T05:07:30.000Z  80  2.200 //   --- __
2012-01-21T05:15:00.000Z  65  2.575 //   --- __
2012-01-21T05:22:30.000Z  50  2.350 //   --- __
2012-01-21T05:30:00.000Z  70  2.325 //   --- __
2012-01-21T05:37:30.000Z  65  2.375 //   --- __
2012-01-21T05:45:00.000Z  70  2.325 //   --- __
2012-01-21T05:52:30.000Z  50  1.675 //   --- __
2012-01-21T06:00:00.000Z  70  2.600 //   --- __
2012-01-21T06:07:30.000Z  50  2.525 //   --- __
2012-01-21T06:15:00.000Z  70  2.425 //   --- __
2012-01-21T06:30:00.000Z  70  2.200 //   --- __
2012-01-21T06:37:30.000Z  70  2.175 //   --- __
2012-01-21T06:45:00.000Z  70  2.175 //   --- __
2012-01-21T06:52:30.000Z  50  1.775 //   --- __
2012-01-21T07:00:00.000Z  70  2.550 //   --- __
2012-01-21T07:07:30.000Z  70  2.250 //   --- __
