# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-12-06T00:50:48.480Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T00:01:00.000Z - 2013-01-01T00:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
# foEs [MHz] - Es layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foF2 QD  foEs QD
2012-10-23T16:30:10.000Z  40  4.578 //   --- __
2012-10-23T16:37:40.000Z  70  4.250 //   --- __
2012-10-23T16:45:10.000Z  40  4.375 //   --- __
2012-10-23T16:52:40.000Z  70  4.850 //   --- __
2012-10-23T17:00:10.000Z  70  4.875 //   --- __
2012-10-23T17:07:40.000Z  60  4.850 //   --- __
2012-10-23T17:15:10.000Z  60  4.925 //   --- __
2012-10-23T17:22:40.000Z  70  5.350 //   --- __
2012-10-23T17:45:10.000Z  40  4.825 //   --- __
2012-10-23T17:52:40.000Z  80  6.200 //   --- __
2012-10-23T18:00:10.000Z  90  6.225 //   --- __
2012-10-23T18:37:40.000Z  80  6.100 //   --- __
2012-10-23T18:45:10.000Z  40  6.113 //   --- __
2012-10-23T18:52:40.000Z  60  6.950 //   --- __
2012-10-23T19:00:10.000Z  90  7.163 //  1.70 //
2012-10-23T19:07:40.000Z  90  7.175 //  2.28 //
2012-10-23T19:15:10.000Z  70  7.203 //  2.13 //
2012-10-23T19:30:10.000Z  90  7.813 //  2.25 //
2012-10-23T19:45:10.000Z  70  8.400 //   --- __
2012-10-23T20:00:10.000Z  65  8.400 //   --- __
2012-10-23T20:07:40.000Z  90  8.300 //   --- __
2012-10-23T20:15:10.000Z  80  8.400 //   --- __
2012-10-23T20:22:40.000Z  80  8.375 //   --- __
2012-10-23T20:30:10.000Z  60  8.488 //  2.47 //
2012-10-23T20:37:40.000Z  90  8.675 //  2.97 //
2012-10-23T20:45:10.000Z  90  8.600 //  3.25 //
2012-10-23T20:52:40.000Z  80  8.650 //  2.75 //
2012-10-23T21:00:10.000Z  60  8.725 //  2.88 //
2012-10-23T21:15:10.000Z  40  8.475 //  2.47 //
2012-10-23T21:30:10.000Z   0  9.275 //  2.63 //
2012-10-23T21:37:40.000Z  80  9.125 //  2.55 //
2012-10-23T21:52:40.000Z  80  9.025 //   --- __
2012-10-23T22:07:40.000Z  65  9.350 //  2.40 //
2012-10-23T22:30:10.000Z  60  9.725 //  1.83 //
2012-10-23T22:37:40.000Z  90  9.750 //  2.47 //
2012-10-23T22:45:10.000Z  90  9.600 //  2.40 //
2012-10-23T22:52:40.000Z  90  9.587 //  2.40 //
2012-10-23T23:00:10.000Z  90  9.675 //  1.58 //
2012-10-23T23:07:40.000Z  90  9.525 //  2.17 //
2012-10-23T23:15:10.000Z  60  9.637 //   --- __
2012-10-23T23:22:40.000Z  90  9.250 //  1.80 //
2012-10-23T23:30:10.000Z  60  9.301 //  2.50 //
2012-10-23T23:37:40.000Z  90  9.325 //   --- __
2012-10-24T00:00:10.000Z   0  9.350 //  2.28 //
2012-10-24T00:07:40.000Z  40  8.401 //  1.90 //
2012-10-24T00:15:10.000Z  40  7.163 //   --- __
2012-10-24T00:22:40.000Z  75  9.575 //   --- __
2012-10-24T00:30:10.000Z  90  9.550 //   --- __
2012-10-24T00:37:40.000Z  90  9.325 //   --- __
2012-10-24T00:45:10.000Z   0  8.775 //   --- __
2012-10-24T00:52:40.000Z  60  8.901 //  1.90 //
2012-10-24T01:00:10.000Z  60  8.525 //   --- __
2012-10-24T01:07:40.000Z  40  7.438 //   --- __
2012-10-24T01:15:10.000Z  80  7.700 //   --- __
2012-10-24T01:30:10.000Z  40  6.425 //   --- __
2012-10-24T01:45:10.000Z  80  8.550 //  1.75 //
2012-10-24T01:52:40.000Z   0  8.900 //   --- __
2012-10-24T02:00:10.000Z  80  8.475 //   --- __
2012-10-24T02:07:40.000Z  60  8.375 //   --- __
2012-10-24T02:22:40.000Z  80  8.025 //   --- __
2012-10-24T02:30:10.000Z  80  8.025 //   --- __
2012-10-24T02:37:40.000Z  80  7.775 //   --- __
2012-10-24T02:45:10.000Z  60  5.125 //   --- __
2012-10-24T03:07:40.000Z  70  5.825 //   --- __
2012-10-24T03:15:10.000Z  40  6.500 //   --- __
2012-10-24T03:30:10.000Z  70  6.725 //   --- __
2012-10-24T03:52:40.000Z  70  6.225 //   --- __
2012-10-24T04:00:10.000Z  70  5.975 //   --- __
2012-10-24T04:07:40.000Z  70  5.750 //   --- __
2012-10-24T04:30:10.000Z  70  5.350 //   --- __
2012-10-24T04:37:40.000Z  70  5.150 //   --- __
2012-10-24T04:45:10.000Z  70  5.000 //   --- __
2012-10-24T04:52:40.000Z  40  4.875 //   --- __
2012-10-24T05:07:40.000Z  60  3.975 //   --- __
2012-10-24T05:15:10.000Z  40  3.900 //   --- __
2012-10-24T05:22:40.000Z  70  3.575 //   --- __
2012-10-24T05:30:10.000Z  70  3.600 //   --- __
2012-10-24T05:37:40.000Z  70  3.350 //   --- __
2012-10-24T05:45:10.000Z  70  3.350 //   --- __
2012-10-24T05:52:40.000Z  70  3.100 //   --- __
2012-10-24T06:00:10.000Z  70  2.925 //   --- __
2012-10-24T06:07:40.000Z  60  3.125 //   --- __
2012-10-24T06:15:10.000Z  70  3.075 //   --- __
2012-10-24T06:22:40.000Z  40  2.700 //   --- __
2012-10-24T06:30:10.000Z  40  2.575 //   --- __
2012-10-24T06:37:40.000Z  70  2.925 //   --- __
2012-10-24T06:45:10.000Z  70  1.950 //   --- __
2012-10-24T06:52:40.000Z  70  2.800 //   --- __
2012-10-24T07:00:10.000Z  70  3.350 //   --- __
2012-10-24T07:07:40.000Z  70  3.250 //   --- __
2012-10-24T07:15:10.000Z  60  2.675 //   --- __
2012-10-24T07:22:40.000Z  70  2.750 //   --- __
2012-10-24T07:30:10.000Z  70  2.625 //   --- __
2012-10-24T07:37:40.000Z  65  2.763 //   --- __
2012-10-24T07:45:10.000Z  70  2.700 //   --- __
2012-10-24T07:52:40.000Z  70  2.550 //   --- __
2012-10-24T08:00:10.000Z  60  2.725 //   --- __
2012-10-24T08:07:40.000Z  70  2.525 //   --- __
2012-10-24T08:15:10.000Z  40  2.225 //   --- __
2012-10-24T08:22:40.000Z  70  2.700 //   --- __
2012-10-24T08:30:10.000Z  40  2.725 //   --- __
2012-10-24T08:37:40.000Z  70  2.525 //   --- __
2012-10-24T08:45:10.000Z  70  2.450 //   --- __
2012-10-24T08:52:40.000Z  70  2.475 //   --- __
2012-10-24T09:00:10.000Z  70  2.200 //   --- __
2012-10-24T09:07:40.000Z  70  2.450 //   --- __
2012-10-24T09:15:10.000Z  70  2.238 //   --- __
2012-10-24T09:22:40.000Z  70  2.875 //   --- __
2012-10-24T09:30:10.000Z  40  2.275 //   --- __
2012-10-24T09:37:40.000Z  70  2.650 //   --- __
2012-10-24T09:45:10.000Z  60  2.300 //   --- __
2012-10-24T09:52:40.000Z  65  2.475 //   --- __
2012-10-24T10:00:10.000Z  20  2.900 //   --- __
2012-10-24T10:07:40.000Z  70  2.325 //   --- __
2012-10-24T10:22:40.000Z  60  2.175 //   --- __
2012-10-24T10:30:10.000Z  70  2.625 //   --- __
2012-10-24T10:37:40.000Z  70  2.750 //   --- __
2012-10-24T10:45:10.000Z  70  2.325 //   --- __
2012-10-24T10:52:40.000Z  70  2.300 //   --- __
2012-10-24T11:00:10.000Z  45  2.425 //   --- __
2012-10-24T11:07:40.000Z  70  3.075 //  1.83 //
2012-10-24T11:15:10.000Z  40  2.650 //   --- __
2012-10-24T11:22:40.000Z  40  2.675 //   --- __
2012-10-24T11:30:10.000Z  70  2.500 //   --- __
2012-10-24T11:37:40.000Z  70  3.050 //   --- __
2012-10-24T11:45:10.000Z  25  2.700 //  1.65 //
2012-10-24T11:52:40.000Z  15  2.725 //  1.80 //
2012-10-24T12:00:10.000Z  35  3.175 //  1.75 //
2012-10-24T12:07:40.000Z  15  3.150 //  1.83 //
2012-10-24T12:15:10.000Z  35  2.900 //  1.77 //
2012-10-24T12:22:40.000Z  35  2.950 //  1.63 //
2012-10-24T12:30:10.000Z  35  2.700 //  1.63 //
2012-10-24T12:37:40.000Z  70  2.825 //   --- __
2012-10-24T12:45:10.000Z  60  2.700 //   --- __
2012-10-24T12:52:40.000Z   0  2.675 //   --- __
2012-10-24T13:00:10.000Z  60  3.000 //   --- __
2012-10-24T13:07:40.000Z  40  2.650 //   --- __
2012-10-24T13:15:10.000Z  40  2.750 //   --- __
2012-10-24T13:22:40.000Z  60  2.575 //   --- __
2012-10-24T13:30:10.000Z  70  2.675 //   --- __
2012-10-24T13:37:40.000Z  40  2.200 //   --- __
2012-10-24T13:45:10.000Z  60  2.875 //   --- __
2012-10-24T13:52:40.000Z  60  2.975 //   --- __
2012-10-24T14:07:40.000Z  50  1.900 //   --- __
2012-10-24T14:15:10.000Z  70  2.875 //   --- __
2012-10-24T14:30:10.000Z  70  2.375 //   --- __
2012-10-24T14:37:40.000Z  70  2.675 //   --- __
2012-10-24T14:45:10.000Z  65  2.625 //   --- __
2012-10-24T14:52:40.000Z  70  2.575 //   --- __
2012-10-24T15:07:40.000Z  40  2.425 //   --- __
2012-10-24T15:15:10.000Z  70  2.525 //   --- __
2012-10-24T15:22:40.000Z  60  2.350 //   --- __
2012-10-24T15:37:40.000Z  70  2.488 //   --- __
2012-10-24T15:45:10.000Z  50  1.800 //   --- __
2012-10-24T15:52:40.000Z  40  2.075 //   --- __
2012-10-24T16:00:10.000Z  60  2.575 //   --- __
2012-10-24T16:15:10.000Z  60  3.175 //   --- __
2012-10-24T16:22:40.000Z  70  3.325 //   --- __
2012-10-24T16:37:40.000Z  70  3.925 //   --- __
2012-10-24T16:45:10.000Z  70  4.100 //   --- __
2012-10-24T17:00:10.000Z  60  4.981 //   --- __
2012-10-24T17:07:40.000Z  70  5.150 //   --- __
2012-10-24T17:15:10.000Z  70  5.200 //   --- __
2012-10-24T17:22:40.000Z  70  5.613 //   --- __
2012-10-24T17:30:10.000Z  70  5.563 //   --- __
2012-10-24T17:45:10.000Z  20  5.262 //   --- __
2012-10-24T18:15:10.000Z  60  6.603 //  2.03 //
2012-10-24T18:22:40.000Z  80  6.663 //   --- __
2012-10-24T18:30:10.000Z  40  5.881 //   --- __
2012-10-24T18:37:40.000Z  60  6.900 //   --- __
2012-10-24T18:45:10.000Z  40  6.977 //   --- __
2012-10-24T18:52:40.000Z  60  7.082 //  2.10 //
2012-10-24T19:00:10.000Z  80  7.038 //  2.30 //
2012-10-24T19:15:10.000Z  80  7.163 //  2.22 //
2012-10-24T19:22:40.000Z  20  6.506 //   --- __
2012-10-24T19:30:10.000Z  80  7.238 //  2.42 //
2012-10-24T19:37:40.000Z  80  7.200 //   --- __
2012-10-24T19:45:10.000Z  70  7.463 //   --- __
2012-10-24T19:52:40.000Z   0  5.403 //   --- __
2012-10-24T20:00:10.000Z  40  7.881 //   --- __
2012-10-24T20:15:10.000Z  70  7.313 //   --- __
2012-10-24T20:22:40.000Z  70  7.887 //  2.42 //
2012-10-24T20:45:10.000Z  20  5.863 //  3.85 //
2012-10-24T20:52:40.000Z  70  7.163 //  2.55 //
2012-10-24T21:00:10.000Z  80  8.238 //  2.47 //
2012-10-24T21:07:40.000Z  40  7.913 //   --- __
2012-10-24T21:15:10.000Z  80  8.479 //  2.38 //
2012-10-24T21:22:40.000Z  80  8.512 //   --- __
2012-10-24T21:30:10.000Z  70  8.063 //   --- __
2012-10-24T21:52:40.000Z  40  7.563 //  2.22 //
2012-10-24T22:00:10.000Z  40    --- __  2.78 //
2012-10-24T22:07:40.000Z  60  7.500 //  3.17 //
2012-10-24T22:15:10.000Z  80  8.438 //  3.33 //
2012-10-24T22:22:40.000Z  40  7.675 //  2.95 //
2012-10-24T22:30:10.000Z  80  8.613 //  2.83 //
2012-10-24T22:37:40.000Z  80  8.688 //  2.72 //
2012-10-24T23:00:10.000Z  80  8.637 //  2.45 //
2012-10-24T23:07:40.000Z  80  8.400 //  2.38 //
2012-10-24T23:15:10.000Z  60  8.375 //   --- __
2012-10-24T23:30:10.000Z  60  8.081 //   --- __
2012-10-24T23:37:40.000Z  60  8.975 //  2.13 //
2012-10-24T23:45:10.000Z  90  8.587 //  1.95 //
2012-10-24T23:52:40.000Z  60  8.525 //   --- __
2012-10-25T00:00:10.000Z  70  8.413 //   --- __
2012-10-25T00:07:40.000Z  70  8.375 //  2.08 //
2012-10-25T00:15:10.000Z  80  8.113 //   --- __
2012-10-25T00:22:40.000Z  80  7.988 //   --- __
2012-10-25T00:30:10.000Z  20  5.613 //   --- __
2012-10-25T00:45:10.000Z  60  7.637 //   --- __
2012-10-25T00:52:40.000Z  40  6.475 //   --- __
2012-10-25T01:00:10.000Z   0  8.600 //   --- __
2012-10-25T01:07:40.000Z  80  8.712 //   --- __
2012-10-25T01:15:10.000Z  60  8.675 //   --- __
2012-10-25T01:22:40.000Z  80  8.500 //   --- __
2012-10-25T01:30:10.000Z   0  7.825 //   --- __
2012-10-25T02:00:10.000Z  60  5.700 //   --- __
2012-10-25T02:07:40.000Z  50  7.575 //   --- __
2012-10-25T02:15:10.000Z  70  7.625 //   --- __
2012-10-25T02:30:10.000Z  40  5.800 //   --- __
2012-10-25T02:45:10.000Z  20  5.750 //   --- __
2012-10-25T02:52:40.000Z  70  6.832 //   --- __
2012-10-25T03:07:40.000Z  60  6.000 //   --- __
2012-10-25T03:22:40.000Z  70  5.975 //   --- __
2012-10-25T03:30:10.000Z  20  3.350 //   --- __
2012-10-25T03:37:40.000Z  70  5.600 //   --- __
2012-10-25T03:45:10.000Z  70  5.625 //   --- __
2012-10-25T03:52:40.000Z  60  5.725 //   --- __
2012-10-25T04:00:10.000Z  40  5.275 //   --- __
2012-10-25T04:15:10.000Z  60  5.250 //   --- __
2012-10-25T04:22:40.000Z  70  4.950 //   --- __
2012-10-25T04:30:10.000Z  70  4.950 //   --- __
2012-10-25T04:37:40.000Z  40  4.425 //   --- __
2012-10-25T04:45:10.000Z  40  4.550 //   --- __
2012-10-25T04:52:40.000Z  60  4.800 //   --- __
2012-10-25T05:00:10.000Z  60  4.700 //   --- __
2012-10-25T05:07:40.000Z  70  4.475 //   --- __
2012-10-25T05:15:10.000Z  70  4.225 //   --- __
2012-10-25T05:22:40.000Z  60  4.575 /V   --- __
2012-10-25T05:30:10.000Z  70  4.475 /F   --- __
2012-10-25T05:37:40.000Z  70  4.150 /F   --- __
2012-10-25T05:45:10.000Z  70  3.975 /_   --- __
2012-10-25T06:00:10.000Z  60  3.600 //   --- __
2012-10-25T06:07:40.000Z  70  3.350 //   --- __
2012-10-25T06:15:10.000Z  60  3.400 //   --- __
2012-10-25T06:22:40.000Z  70  3.225 //   --- __
2012-10-25T06:30:10.000Z  60  2.525 //   --- __
2012-10-25T06:37:40.000Z  70  3.075 //   --- __
2012-10-25T06:45:10.000Z  70  3.025 //   --- __
2012-10-25T06:52:40.000Z  70  3.075 //   --- __
2012-10-25T07:00:10.000Z  70  2.975 //   --- __
2012-10-25T07:07:40.000Z  70  2.900 //   --- __
2012-10-25T07:15:10.000Z  70  2.725 //   --- __
2012-10-25T07:22:40.000Z  60  2.725 //   --- __
2012-10-25T07:37:40.000Z  70  2.600 //   --- __
2012-10-25T07:45:10.000Z  70  2.475 //   --- __
2012-10-25T07:52:40.000Z  70  2.375 //   --- __
2012-10-25T08:00:10.000Z  70  2.400 //   --- __
2012-10-25T08:07:40.000Z  40  2.150 //   --- __
2012-10-25T08:15:10.000Z  70  2.050 //   --- __
2012-10-25T08:30:10.000Z  80  1.900 //   --- __
2012-10-25T08:37:40.000Z  80  1.850 //   --- __
2012-10-25T08:45:10.000Z  70  1.700 //   --- __
2012-10-25T08:52:40.000Z  45  1.725 //   --- __
2012-10-25T09:00:10.000Z  70  1.850 //   --- __
2012-10-25T10:00:10.000Z  70  1.900 //   --- __
2012-10-25T10:07:40.000Z  50  2.675 //   --- __
2012-10-25T10:22:40.000Z  45  2.575 //   --- __
2012-10-25T10:37:40.000Z  45  2.350 //   --- __
2012-10-25T11:00:10.000Z  50  2.050 //   --- __
2012-10-25T11:30:10.000Z  65  2.550 //   --- __
2012-10-25T11:45:10.000Z  65  1.925 //   --- __
2012-10-25T11:52:40.000Z  45  1.875 //   --- __
2012-10-25T12:00:10.000Z  45  2.250 //   --- __
2012-10-25T12:07:40.000Z  45  2.875 //   --- __
2012-10-25T12:15:10.000Z  70  1.800 //   --- __
2012-10-25T12:30:10.000Z  65  2.300 //   --- __
2012-10-25T12:37:40.000Z  45  1.850 //   --- __
2012-10-25T12:45:10.000Z  25  2.650 //   --- __
2012-10-25T12:52:40.000Z  45  2.425 //   --- __
2012-10-25T13:07:40.000Z  45  1.850 //   --- __
2012-10-25T13:22:40.000Z  65  1.850 //   --- __
2012-10-25T13:37:40.000Z  70  1.700 //   --- __
2012-10-25T14:07:40.000Z  70    --- __  1.83 //
2012-10-25T14:15:10.000Z  70    --- __  1.98 //
2012-10-25T14:22:40.000Z  70    --- __  1.98 //
2012-10-25T14:30:10.000Z  70    --- __  2.30 //
2012-10-25T14:37:40.000Z  70    --- __  2.47 //
2012-10-25T14:45:10.000Z  70    --- __  1.85 //
2012-10-25T15:30:10.000Z  45  2.825 //   --- __
2012-10-25T15:37:40.000Z  25  1.750 //   --- __
2012-10-25T15:45:10.000Z  45  2.725 //   --- __
2012-10-25T16:00:10.000Z  70  2.975 //   --- __
2012-10-25T16:07:40.000Z  70  2.475 //   --- __
2012-10-25T16:15:10.000Z  70  2.775 //   --- __
2012-10-25T16:22:40.000Z  70  3.075 //   --- __
2012-10-25T16:30:10.000Z  40  3.913 //   --- __
2012-10-25T16:37:40.000Z  70  3.863 //   --- __
2012-10-25T17:07:40.000Z  70  5.050 //   --- __
2012-10-25T17:22:40.000Z  70  5.438 //   --- __
2012-10-25T17:52:40.000Z  40  5.713 //  1.85 //
2012-10-25T18:15:10.000Z  60  7.175 //  2.03 //
2012-10-25T18:22:40.000Z  70  5.625 //  2.13 //
2012-10-25T18:30:10.000Z  80  7.350 //   --- __
2012-10-25T18:45:10.000Z  60  7.788 //   --- __
2012-10-25T19:00:10.000Z  80  8.075 //  2.58 //
2012-10-25T19:15:10.000Z  60  8.425 //  2.70 //
2012-10-25T19:22:40.000Z  40  8.050 //  2.80 //
2012-10-25T19:30:10.000Z  90  8.587 //  3.10 //
2012-10-25T19:37:40.000Z  80  9.075 //  3.28 //
2012-10-25T19:45:10.000Z  60  9.113 //  3.25 //
2012-10-25T19:52:40.000Z  60  9.625 //  3.15 //
2012-10-25T20:07:40.000Z  70  8.637 //  3.17 //
2012-10-25T20:15:10.000Z  40  7.625 //  3.28 //
2012-10-25T20:22:40.000Z  40  8.600 //  3.15 //
2012-10-25T20:30:10.000Z  60  9.300 //  3.33 //
2012-10-25T20:37:40.000Z  40    --- __  3.15 //
2012-10-25T20:52:40.000Z  50  8.762 //  2.83 //
2012-10-25T21:00:10.000Z  80  9.262 //  2.78 //
2012-10-25T21:07:40.000Z  50  8.137 //  2.70 //
2012-10-25T21:15:10.000Z  60  8.887 //  2.95 //
2012-10-25T21:22:40.000Z  80  8.775 //  2.67 //
2012-10-25T21:30:10.000Z  60  9.087 //  2.63 //
2012-10-25T21:37:40.000Z  40  7.751 //  2.53 //
2012-10-25T21:45:10.000Z  80  8.875 //   --- __
2012-10-25T21:52:40.000Z  70  7.903 //  2.55 //
2012-10-25T22:15:10.000Z  60  7.832 //   --- __
2012-10-25T22:45:10.000Z  60  9.806 //   --- __
2012-10-25T22:52:40.000Z  40    --- __  2.42 //
2012-10-25T23:22:40.000Z  70  9.688 //  2.25 //
2012-10-25T23:30:10.000Z  80  9.938 //   --- __
2012-10-25T23:37:40.000Z  80  9.587 //  2.08 //
2012-10-25T23:45:10.000Z  80  9.563 //  2.17 //
2012-10-25T23:52:40.000Z  60  8.637 //  2.08 //
2012-10-26T00:07:40.000Z  20  7.304 //   --- __
2012-10-26T00:22:40.000Z  40  8.650 //   --- __
2012-10-26T00:30:10.000Z  70  7.425 //   --- __
2012-10-26T00:52:40.000Z   0  8.750 //   --- __
2012-10-26T01:00:10.000Z   0  7.425 //   --- __
2012-10-26T01:07:40.000Z  40  7.025 //  1.73 //
2012-10-26T01:22:40.000Z  80  7.963 //   --- __
2012-10-26T01:37:40.000Z  80  7.650 //   --- __
2012-10-26T01:45:10.000Z  80  7.887 //   --- __
2012-10-26T01:52:40.000Z  50  6.325 //   --- __
2012-10-26T02:07:40.000Z  70  6.250 //   --- __
2012-10-26T02:15:10.000Z  80  7.775 //   --- __
2012-10-26T02:22:40.000Z  20  3.275 //   --- __
2012-10-26T02:30:10.000Z  60  6.925 //   --- __
2012-10-26T02:37:40.000Z  60  6.800 //   --- __
2012-10-26T02:45:10.000Z  60  6.375 //   --- __
2012-10-26T02:52:40.000Z  60  5.850 //  1.75 //
2012-10-26T03:07:40.000Z  40  6.700 //   --- __
2012-10-26T03:15:10.000Z  40  5.900 //   --- __
2012-10-26T03:37:40.000Z  60  6.125 //   --- __
2012-10-26T03:52:40.000Z  60  5.675 //   --- __
2012-10-26T04:15:10.000Z  70  5.225 //   --- __
2012-10-26T04:22:40.000Z  70  4.975 //   --- __
2012-10-26T04:30:10.000Z  70  4.775 //   --- __
2012-10-26T04:52:40.000Z  70  4.350 //   --- __
2012-10-26T05:00:10.000Z  70  4.225 //   --- __
2012-10-26T05:15:10.000Z  70  3.750 //   --- __
2012-10-26T05:22:40.000Z  70  3.625 //   --- __
2012-10-26T05:30:10.000Z  70  3.375 //   --- __
2012-10-26T05:37:40.000Z  70  3.325 //   --- __
2012-10-26T05:45:10.000Z  70  3.300 //   --- __
2012-10-26T05:52:40.000Z  70  3.275 //   --- __
2012-10-26T06:07:40.000Z  70  3.025 //   --- __
2012-10-26T06:15:10.000Z  70  2.950 //   --- __
2012-10-26T06:22:40.000Z  70  2.800 //   --- __
2012-10-26T06:30:10.000Z  70  2.700 //   --- __
2012-10-26T06:37:40.000Z  70  2.525 //   --- __
2012-10-26T06:45:10.000Z  80  2.725 //   --- __
2012-10-26T07:00:10.000Z  70  2.450 //   --- __
2012-10-26T07:07:40.000Z  40  2.225 //   --- __
2012-10-26T07:15:10.000Z  20  2.200 //   --- __
2012-10-26T07:22:40.000Z  70  2.375 //   --- __
2012-10-26T07:30:10.000Z  70  2.300 //   --- __
2012-10-26T07:37:40.000Z  70  2.425 //   --- __
2012-10-26T07:52:40.000Z  70  2.463 //   --- __
2012-10-26T08:00:10.000Z  70  2.325 //   --- __
2012-10-26T08:07:40.000Z  70  2.400 //   --- __
2012-10-26T08:15:10.000Z  70  2.300 //   --- __
2012-10-26T08:37:40.000Z  70  2.225 //   --- __
2012-10-26T08:45:10.000Z  70  2.200 //   --- __
2012-10-26T08:52:40.000Z  60  2.250 //   --- __
2012-10-26T09:00:10.000Z  70  2.100 //   --- __
2012-10-26T09:07:40.000Z  70  2.225 //   --- __
2012-10-26T09:22:40.000Z  40  1.600 //   --- __
2012-10-26T09:30:10.000Z  70  1.825 //   --- __
2012-10-26T09:45:10.000Z  70  1.675 //   --- __
2012-10-26T10:00:10.000Z  70  2.100 //   --- __
2012-10-26T10:07:40.000Z  70  2.050 //   --- __
2012-10-26T10:15:10.000Z  70  2.125 //   --- __
2012-10-26T10:22:40.000Z  60  1.950 //   --- __
2012-10-26T10:30:10.000Z  70  1.900 //   --- __
2012-10-26T10:45:10.000Z  40  2.325 //   --- __
2012-10-26T10:52:40.000Z  70  1.875 //   --- __
2012-10-26T11:07:40.000Z  65  1.775 //   --- __
2012-10-26T11:15:10.000Z  65  1.725 //   --- __
2012-10-26T11:22:40.000Z  65  1.725 //   --- __
2012-10-26T11:37:40.000Z  70  1.700 //   --- __
2012-10-26T12:07:40.000Z  70  1.625 //   --- __
2012-10-26T12:15:10.000Z  70  1.650 //   --- __
2012-10-26T12:45:10.000Z  70  1.550 //   --- __
2012-10-26T13:00:10.000Z  70    --- __  1.77 //
2012-10-26T13:37:40.000Z  70    --- __  1.95 //
2012-10-26T15:45:10.000Z  65  1.725 //   --- __
2012-10-26T16:00:10.000Z  70  2.000 //   --- __
2012-10-26T16:07:40.000Z  70  2.388 //   --- __
2012-10-26T16:15:10.000Z  60  2.500 //   --- __
2012-10-26T16:30:10.000Z  70  2.900 //   --- __
2012-10-26T16:52:40.000Z  25  3.200 //   --- __
2012-10-26T17:07:40.000Z  20  3.926 //   --- __
2012-10-26T17:15:10.000Z  70  4.625 //   --- __
2012-10-26T17:22:40.000Z  70  4.925 //   --- __
2012-10-26T17:30:10.000Z  70  5.150 //   --- __
2012-10-26T17:37:40.000Z  50  5.413 //   --- __
2012-10-26T17:45:10.000Z  80  5.807 //   --- __
2012-10-26T18:00:10.000Z  60  6.188 //   --- __
2012-10-26T18:07:40.000Z   0  6.325 //  1.92 //
2012-10-26T18:15:10.000Z  80  6.413 //  2.08 //
2012-10-26T18:22:40.000Z   0  6.900 //   --- __
2012-10-26T18:30:10.000Z   0  5.875 //   --- __
2012-10-26T18:45:10.000Z  80  7.125 //   --- __
2012-10-26T19:00:10.000Z  40  5.802 //  2.25 //
2012-10-26T19:07:40.000Z  80  7.637 //   --- __
2012-10-26T19:37:40.000Z  80  8.038 //   --- __
2012-10-26T19:45:10.000Z  70  8.313 //  2.38 //
2012-10-26T19:52:40.000Z  20  7.325 //  2.42 //
2012-10-26T20:00:10.000Z  70  8.512 //  2.20 //
2012-10-26T20:15:10.000Z  80  9.025 //  2.63 //
2012-10-26T20:22:40.000Z  80  9.000 //   --- __
2012-10-26T20:37:40.000Z  70  9.325 //  2.65 //
2012-10-26T20:45:10.000Z  90  9.387 //  2.28 //
2012-10-26T21:00:10.000Z  60  9.578 //  2.47 //
2012-10-26T21:07:40.000Z  90  9.525 //  2.45 //
2012-10-26T21:15:10.000Z  70  9.625 //  2.38 //
2012-10-26T21:37:40.000Z  90  9.825 //  2.45 //
2012-10-26T21:52:40.000Z  95 10.100 //  2.25 //
2012-10-26T22:30:10.000Z  60 10.200 //  4.05 //
2012-10-26T22:37:40.000Z  90 10.275 //  4.55 //
2012-10-26T22:45:10.000Z  95 10.300 //  4.13 //
2012-10-26T23:00:10.000Z  70  9.962 //  3.63 //
2012-10-26T23:07:40.000Z  70  9.775 //  3.33 //
2012-10-26T23:15:10.000Z  70  9.575 //  3.35 //
2012-10-26T23:22:40.000Z  90  9.575 //  2.95 //
2012-10-26T23:37:40.000Z  65  8.375 //   --- __
2012-10-26T23:45:10.000Z  40  8.725 //  2.15 //
2012-10-26T23:52:40.000Z  60  8.988 //   --- __
2012-10-27T00:15:10.000Z  90  9.850 //   --- __
2012-10-27T00:22:40.000Z  90  9.775 //   --- __
2012-10-27T00:30:10.000Z  90  9.625 //   --- __
2012-10-27T00:37:40.000Z  20  8.500 //   --- __
2012-10-27T00:52:40.000Z  70  8.600 //   --- __
2012-10-27T01:00:10.000Z  20  8.025 //   --- __
2012-10-27T01:07:40.000Z  85  9.150 //   --- __
2012-10-27T01:22:40.000Z  90  8.550 //   --- __
2012-10-27T01:30:10.000Z  90  8.500 //   --- __
2012-10-27T01:37:40.000Z  20  7.825 //   --- __
2012-10-27T01:52:40.000Z  90  8.225 //   --- __
2012-10-27T02:00:10.000Z  80  8.075 //   --- __
