# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-11-07T00:41:09.117Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T21:00:00.000Z - 2012-12-31T03:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# hE [km] - Minimum virtual height of E trace
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS     hE QD
2012-08-16T02:00:00.000Z  90   92.0 //
2012-08-16T02:07:30.000Z  90  107.0 //
2012-08-16T02:15:00.000Z  90  104.9 //
2012-08-16T02:52:30.000Z  90  117.0 //
2012-08-16T03:00:00.000Z  90  114.7 //
2012-08-16T03:15:00.000Z  70  105.9 //
2012-08-16T03:22:30.000Z  70  111.0 //
2012-08-16T03:30:00.000Z  60  102.4 //
2012-08-16T03:37:30.000Z  40  103.2 //
2012-08-16T03:45:00.000Z  80  102.9 //
2012-08-16T03:52:30.000Z   0  103.8 //
2012-08-16T04:00:00.000Z  80  105.0 //
2012-08-16T04:07:30.000Z  80  109.0 //
2012-08-16T04:15:00.000Z  40  103.7 //
2012-08-16T04:22:30.000Z  80  103.1 //
2012-08-16T04:30:00.000Z  20  114.4 //
2012-08-16T04:37:30.000Z  60  118.9 //
2012-08-16T04:45:00.000Z  20  122.3 //
2012-08-16T04:52:30.000Z  50  109.0 //
2012-08-16T05:00:00.000Z  60  126.0 //
2012-08-16T13:45:00.000Z  60  122.0 //
2012-08-16T14:00:00.000Z   0  100.0 //
2012-08-16T14:07:30.000Z  60  121.8 //
2012-08-16T14:15:00.000Z  70  124.5 //
2012-08-16T14:22:30.000Z  45  115.7 //
2012-08-16T14:30:00.000Z  60   97.0 //
2012-08-16T14:37:30.000Z  70   92.2 //
2012-08-16T14:45:00.000Z  25  105.0 //
2012-08-16T16:30:00.000Z  65   94.9 //
2012-08-16T16:37:30.000Z  65   92.7 //
2012-08-16T16:45:00.000Z  45   87.8 //
2012-08-16T16:52:30.000Z  70  108.7 //
2012-08-16T17:07:30.000Z  70  107.5 //
2012-08-16T17:15:00.000Z  80  104.3 //
2012-08-16T17:22:30.000Z  45  106.3 //
2012-08-16T17:30:00.000Z  70  104.0 //
2012-08-16T17:37:30.000Z  80  113.0 //
2012-08-16T17:45:00.000Z  80  107.0 //
2012-08-16T17:52:30.000Z  40  105.0 //
2012-08-16T18:00:00.000Z  70  104.1 //
2012-08-16T18:07:30.000Z  70  100.4 //
2012-08-16T18:15:00.000Z  80  104.0 //
2012-08-16T19:22:30.000Z  80  106.6 //
2012-08-16T19:30:00.000Z  80  104.0 //
2012-08-16T19:37:30.000Z  45  105.0 //
2012-08-16T20:00:00.000Z  80  105.0 //
2012-08-16T20:07:30.000Z  80  106.6 //
2012-08-16T20:15:00.000Z  80   98.0 //
2012-08-16T20:22:30.000Z  60   96.0 //
2012-08-16T20:30:00.000Z  80   95.4 //
2012-08-16T20:37:30.000Z  40   96.0 //
2012-08-16T20:45:00.000Z  60  100.0 //
2012-08-16T20:52:30.000Z  25   94.1 //
2012-08-16T21:00:00.000Z  80   99.0 //
2012-08-16T21:07:30.000Z  60   98.0 //
2012-08-16T21:15:00.000Z  80   97.5 //
2012-08-16T21:22:30.000Z  80   95.3 //
2012-08-16T21:30:00.000Z  60   96.0 //
2012-08-16T21:37:30.000Z  60   94.0 //
2012-08-16T21:45:00.000Z  80   98.4 //
2012-08-16T21:52:30.000Z  60   99.0 //
2012-08-16T22:00:00.000Z  80  101.0 //
2012-08-16T22:07:30.000Z  80   99.0 //
2012-08-16T22:15:00.000Z  65  100.0 //
2012-08-16T22:22:30.000Z  80  102.0 //
2012-08-16T22:37:30.000Z  80  108.4 //
2012-08-16T22:52:30.000Z  90  112.8 //
2012-08-16T23:00:00.000Z  80  104.0 //
2012-08-16T23:07:30.000Z  80  103.0 //
2012-08-16T23:15:00.000Z  80  101.8 //
2012-08-16T23:22:30.000Z  80  101.0 //
2012-08-16T23:30:00.000Z  80  101.5 //
2012-08-16T23:37:30.000Z  80   99.0 //
2012-08-16T23:45:00.000Z  60   98.0 //
2012-08-16T23:52:30.000Z  80  102.0 //
2012-08-17T00:00:00.000Z  80  101.0 //
2012-08-17T00:07:30.000Z  60  101.0 //
2012-08-17T00:15:00.000Z  90   99.3 //
2012-08-17T00:22:30.000Z  80  103.0 //
2012-08-17T00:30:00.000Z  60  101.7 //
2012-08-17T00:37:30.000Z  70  104.0 //
2012-08-17T00:45:00.000Z  70  101.0 //
2012-08-17T00:52:30.000Z  40  102.0 //
2012-08-17T01:00:00.000Z  80  103.5 //
2012-08-17T01:07:30.000Z  80  103.0 //
2012-08-17T01:15:00.000Z  80  102.0 //
2012-08-17T01:30:00.000Z  60  103.0 //
2012-08-17T03:45:00.000Z  80  136.2 //
2012-08-17T03:52:30.000Z  80  129.0 //
2012-08-17T04:00:00.000Z  80  113.0 //
2012-08-17T04:07:30.000Z  80  130.0 //
2012-08-17T04:22:30.000Z  70  129.0 //
2012-08-17T04:30:00.000Z  80  120.0 //
2012-08-17T04:45:00.000Z  60  124.6 //
2012-08-17T04:52:30.000Z  70  132.0 //
2012-08-17T05:00:00.000Z  70  134.0 //
2012-08-17T05:07:30.000Z  70  145.0 //
2012-08-17T05:22:30.000Z  70  146.0 //
2012-08-17T05:30:00.000Z   0  140.0 //
2012-08-17T14:00:00.000Z  60   87.5 //
2012-08-17T14:07:30.000Z  75   92.4 //
2012-08-17T14:15:00.000Z  80   98.4 //
2012-08-17T14:30:00.000Z  70   92.8 //
2012-08-17T14:37:30.000Z  80   94.3 //
2012-08-17T14:45:00.000Z  40   92.2 //
2012-08-17T14:52:30.000Z  80   94.9 //
2012-08-17T15:00:00.000Z  80   93.1 //
2012-08-17T15:07:30.000Z  80   95.0 //
2012-08-17T15:15:00.000Z  40   93.1 //
2012-08-17T15:22:30.000Z  80  113.4 //
2012-08-17T15:30:00.000Z  80  115.0 //
2012-08-17T15:37:30.000Z  80  112.0 //
2012-08-17T15:45:00.000Z  65  111.9 //
2012-08-17T15:52:30.000Z  45  109.0 //
2012-08-17T16:00:00.000Z  60  102.0 //
2012-08-17T16:07:30.000Z  80  105.0 //
2012-08-17T16:15:00.000Z  80  107.0 //
2012-08-17T16:22:30.000Z  65  105.0 //
2012-08-17T16:30:00.000Z  80  104.6 //
2012-08-17T16:37:30.000Z  60  104.0 //
2012-08-17T16:45:00.000Z  80  102.0 //
2012-08-17T16:52:30.000Z   0  101.3 //
2012-08-17T17:07:30.000Z  60  101.0 //
2012-08-17T17:15:00.000Z  65  100.6 //
2012-08-17T17:22:30.000Z  70  101.0 //
2012-08-17T17:30:00.000Z  95  100.0 //
2012-08-17T17:45:00.000Z  80  100.0 //
2012-08-17T17:52:30.000Z  95  100.0 //
2012-08-17T18:07:30.000Z  60   99.0 //
2012-08-17T18:15:00.000Z  80   97.7 //
2012-08-17T18:22:30.000Z  80   99.0 //
2012-08-17T18:30:00.000Z  60   98.6 //
2012-08-17T18:37:30.000Z  45   90.5 //
2012-08-17T18:45:00.000Z  60   97.6 //
2012-08-17T18:52:30.000Z  80   98.0 //
2012-08-17T19:07:30.000Z  80   97.0 //
2012-08-17T19:15:00.000Z  80   97.0 //
2012-08-17T19:22:30.000Z  60   98.0 //
2012-08-17T19:30:00.000Z  80   99.6 //
2012-08-17T19:37:30.000Z  80   99.0 //
2012-08-17T19:45:00.000Z  50   97.0 //
2012-08-17T19:52:30.000Z  65   97.0 //
2012-08-17T20:07:30.000Z  60  105.0 //
2012-08-17T20:15:00.000Z  80   97.0 //
2012-08-17T20:22:30.000Z  40   99.3 //
2012-08-17T20:30:00.000Z  80  101.0 //
2012-08-17T20:37:30.000Z  80  105.0 //
2012-08-17T20:45:00.000Z  80  100.0 //
2012-08-17T20:52:30.000Z  80  112.5 //
2012-08-17T21:07:30.000Z  40  100.4 //
2012-08-17T21:15:00.000Z  65  111.3 //
2012-08-18T00:15:00.000Z  20  114.0 //
2012-08-18T00:22:30.000Z  25  104.0 //
2012-08-18T00:37:30.000Z  45  106.0 //
2012-08-18T02:07:30.000Z  80  107.0 //
2012-08-18T02:15:00.000Z  80  105.0 //
2012-08-18T02:22:30.000Z  70  103.0 //
2012-08-18T02:37:30.000Z  80  103.0 //
2012-08-18T02:45:00.000Z  70  103.0 //
2012-08-18T02:52:30.000Z  70  105.0 //
2012-08-18T03:00:00.000Z  90  106.0 //
2012-08-18T03:07:30.000Z  95  103.0 //
2012-08-18T03:15:00.000Z  90  106.0 //
2012-08-18T03:22:30.000Z  70  108.7 //
2012-08-18T03:30:00.000Z  40  111.5 //
2012-08-18T03:37:30.000Z  90  112.5 //
2012-08-18T03:45:00.000Z  65  110.0 //
2012-08-18T03:52:30.000Z   0  112.4 //
2012-08-18T04:00:00.000Z  80  111.0 //
2012-08-18T04:07:30.000Z  90  113.0 //
2012-08-18T04:15:00.000Z  80  114.0 //
2012-08-18T04:22:30.000Z  80  118.6 //
2012-08-18T04:30:00.000Z  40  115.0 //
2012-08-18T04:37:30.000Z   0  118.0 //
2012-08-18T04:45:00.000Z  80  123.0 //
2012-08-18T05:15:00.000Z  40  139.8 //
2012-08-18T05:22:30.000Z  60  151.0 //
2012-08-18T14:15:00.000Z  60  123.8 //
2012-08-18T14:22:30.000Z  70  120.9 //
2012-08-18T14:30:00.000Z  80  123.0 //
2012-08-18T14:37:30.000Z  80  114.1 //
2012-08-18T14:45:00.000Z  80  120.0 //
2012-08-18T15:00:00.000Z  70  122.0 //
2012-08-18T15:07:30.000Z  80  116.3 //
2012-08-18T15:15:00.000Z  80  115.0 //
2012-08-18T15:22:30.000Z  70  116.1 //
2012-08-18T15:30:00.000Z  70  115.0 //
2012-08-18T15:37:30.000Z  70  112.3 //
2012-08-18T15:45:00.000Z  70  111.0 //
2012-08-18T16:00:00.000Z  70   93.5 //
2012-08-18T16:15:00.000Z  70  104.8 //
2012-08-18T16:22:30.000Z  70  105.0 //
2012-08-18T16:30:00.000Z  40  106.3 //
2012-08-18T16:37:30.000Z  65  107.0 //
2012-08-18T16:45:00.000Z  70  103.5 //
2012-08-18T16:52:30.000Z  70  103.2 //
2012-08-18T17:00:00.000Z  60  101.3 //
2012-08-18T17:07:30.000Z  60  102.0 //
2012-08-18T17:15:00.000Z   5  101.0 //
2012-08-18T17:22:30.000Z  70  101.0 //
2012-08-18T17:30:00.000Z  60   98.5 //
2012-08-18T17:37:30.000Z  70   98.7 //
2012-08-18T17:45:00.000Z  70  101.3 //
2012-08-18T18:00:00.000Z  70   97.6 //
2012-08-18T18:07:30.000Z  60   97.8 //
2012-08-18T18:15:00.000Z  80   98.0 //
2012-08-18T18:22:30.000Z  80   97.5 //
2012-08-18T18:52:30.000Z  80  109.7 //
2012-08-18T19:00:00.000Z  65  101.0 //
2012-08-18T19:07:30.000Z  65  101.0 //
2012-08-18T19:15:00.000Z  65  106.8 //
2012-08-18T20:30:00.000Z  65  109.1 //
2012-08-18T21:07:30.000Z  65  108.1 //
2012-08-18T21:22:30.000Z  40  105.0 //
2012-08-18T21:30:00.000Z  80   98.0 //
2012-08-18T21:37:30.000Z  70   96.6 //
2012-08-18T21:45:00.000Z  80   95.0 //
2012-08-18T21:52:30.000Z  60   93.0 //
2012-08-18T22:00:00.000Z  45  112.0 //
2012-08-18T22:07:30.000Z  45  111.0 //
2012-08-18T23:45:00.000Z  80   96.4 //
2012-08-18T23:52:30.000Z  80  100.0 //
2012-08-19T00:00:00.000Z  80   99.6 //
2012-08-19T00:07:30.000Z  80  103.0 //
2012-08-19T00:15:00.000Z  80   95.9 //
2012-08-19T00:22:30.000Z  90  103.0 //
2012-08-19T00:30:00.000Z  90  105.0 //
2012-08-19T00:37:30.000Z  80  103.0 //
2012-08-19T00:45:00.000Z  70   96.8 //
2012-08-19T00:52:30.000Z  40   96.0 //
2012-08-19T01:00:00.000Z  90   90.5 //
2012-08-19T01:07:30.000Z  90   89.1 //
2012-08-19T01:30:00.000Z  90  102.0 //
2012-08-19T01:37:30.000Z  90   99.0 //
2012-08-19T01:45:00.000Z  40   99.0 //
2012-08-19T01:52:30.000Z  90   99.0 //
2012-08-19T02:00:00.000Z  95  101.0 //
2012-08-19T02:07:30.000Z  70   99.2 //
2012-08-19T02:15:00.000Z  90  103.0 //
2012-08-19T02:30:00.000Z  90  102.7 //
2012-08-19T02:37:30.000Z  90  104.0 //
2012-08-19T02:45:00.000Z  70  103.0 //
2012-08-19T02:52:30.000Z  45  105.0 //
2012-08-19T03:00:00.000Z  45  105.0 //
2012-08-19T03:07:30.000Z  80  105.0 //
2012-08-19T03:15:00.000Z  80  108.9 //
2012-08-19T03:22:30.000Z  80  106.0 //
2012-08-19T03:30:00.000Z  80  104.2 //
2012-08-19T03:37:30.000Z  80  109.0 //
2012-08-19T03:45:00.000Z  65  106.0 //
2012-08-19T04:00:00.000Z  70  107.9 //
2012-08-19T04:07:30.000Z  60  116.7 //
2012-08-19T04:15:00.000Z  80  111.0 //
2012-08-19T04:22:30.000Z  80  112.0 //
2012-08-19T04:30:00.000Z  40  112.0 //
2012-08-19T04:37:30.000Z  40  113.0 //
2012-08-19T04:45:00.000Z  80  115.0 //
2012-08-19T04:52:30.000Z  40  114.0 //
2012-08-19T05:00:00.000Z  80  112.0 //
2012-08-19T05:07:30.000Z  80  113.0 //
2012-08-19T14:52:30.000Z  45   99.2 //
2012-08-19T15:00:00.000Z  45   97.5 //
2012-08-19T15:22:30.000Z  65  107.5 //
2012-08-19T15:30:00.000Z  45  112.0 //
2012-08-19T15:37:30.000Z  65  103.0 //
2012-08-19T15:45:00.000Z  65  111.0 //
2012-08-19T15:52:30.000Z  45  109.0 //
2012-08-19T16:00:00.000Z  40  111.0 //
2012-08-19T16:07:30.000Z  70  114.0 //
2012-08-19T16:15:00.000Z  70  110.0 //
2012-08-19T16:22:30.000Z  70  108.0 //
2012-08-19T16:30:00.000Z  70  109.5 //
2012-08-19T16:37:30.000Z  70  106.0 //
2012-08-19T16:45:00.000Z  70  109.0 //
2012-08-19T16:52:30.000Z  70  105.6 //
2012-08-19T17:00:00.000Z  80  108.8 //
2012-08-19T17:07:30.000Z  70  105.0 //
2012-08-19T17:15:00.000Z  45  105.2 //
2012-08-19T17:22:30.000Z  70  104.8 //
2012-08-19T17:30:00.000Z  70  105.0 //
2012-08-19T17:37:30.000Z  70  104.0 //
2012-08-19T17:45:00.000Z  80  103.0 //
2012-08-19T17:52:30.000Z  40  102.2 //
2012-08-19T18:00:00.000Z  80  102.7 //
2012-08-19T18:07:30.000Z  80  105.0 //
2012-08-19T18:15:00.000Z  80  105.0 //
2012-08-19T18:22:30.000Z  80  104.0 //
2012-08-19T18:30:00.000Z  80  101.0 //
2012-08-19T18:37:30.000Z  60  100.0 //
2012-08-19T18:45:00.000Z  65  103.0 //
2012-08-19T18:52:30.000Z  25  102.5 //
2012-08-19T19:00:00.000Z  45  104.3 //
2012-08-19T19:07:30.000Z  45  101.1 //
2012-08-19T19:22:30.000Z  75  100.9 //
2012-08-19T19:30:00.000Z  75  100.9 //
2012-08-19T19:37:30.000Z  50   91.7 //
2012-08-19T19:45:00.000Z  95  101.1 //
2012-08-19T19:52:30.000Z  45   98.1 //
2012-08-19T20:00:00.000Z  80  100.0 //
2012-08-19T20:22:30.000Z  85  100.0 //
2012-08-19T20:37:30.000Z  45   99.3 //
2012-08-19T20:45:00.000Z  70  101.0 //
2012-08-19T20:52:30.000Z  50  101.0 //
2012-08-19T21:07:30.000Z  50   99.9 //
2012-08-19T21:22:30.000Z  45   96.8 //
2012-08-19T21:30:00.000Z  65  100.0 //
2012-08-19T21:37:30.000Z  80  103.4 //
2012-08-19T21:45:00.000Z  70   98.0 //
2012-08-19T21:52:30.000Z  95   98.0 //
2012-08-19T22:00:00.000Z  85   96.9 //
2012-08-19T22:07:30.000Z  95   96.0 //
2012-08-19T22:15:00.000Z  80   95.0 //
2012-08-19T22:22:30.000Z  80   92.0 //
2012-08-19T22:30:00.000Z  75   97.0 //
2012-08-19T22:37:30.000Z  80   93.2 //
2012-08-19T22:45:00.000Z  65   92.0 //
2012-08-19T22:52:30.000Z  40   95.6 //
2012-08-19T23:00:00.000Z  80   97.0 //
2012-08-19T23:07:30.000Z  60  102.0 //
2012-08-19T23:15:00.000Z  80   99.0 //
2012-08-19T23:22:30.000Z  80  103.6 //
2012-08-19T23:30:00.000Z  40  110.8 //
2012-08-20T00:00:00.000Z  90  106.2 //
2012-08-20T00:07:30.000Z  90  105.0 //
2012-08-20T00:15:00.000Z  25  104.0 //
2012-08-20T00:22:30.000Z  65  105.7 //
2012-08-20T00:30:00.000Z  90  103.3 //
2012-08-20T00:37:30.000Z  80  101.6 //
2012-08-20T00:45:00.000Z  90  102.5 //
2012-08-20T01:00:00.000Z  40  104.0 //
2012-08-20T01:15:00.000Z  60  108.0 //
2012-08-20T01:22:30.000Z  80  104.2 //
2012-08-20T01:30:00.000Z  80  108.0 //
2012-08-20T01:45:00.000Z  80  105.6 //
2012-08-20T01:52:30.000Z  60  105.7 //
2012-08-20T02:07:30.000Z  80  112.3 //
2012-08-20T02:15:00.000Z  45  112.7 //
2012-08-20T02:22:30.000Z  80  112.0 //
2012-08-20T02:30:00.000Z  40  111.7 //
2012-08-20T02:37:30.000Z  60  107.3 //
2012-08-20T02:45:00.000Z  40  106.0 //
2012-08-20T02:52:30.000Z  60  106.0 //
2012-08-20T03:00:00.000Z  70  109.7 //
2012-08-20T03:07:30.000Z  40  106.9 //
2012-08-20T03:15:00.000Z  80  109.0 //
2012-08-20T03:22:30.000Z  40  107.0 //
2012-08-20T03:30:00.000Z  80  105.6 //
2012-08-20T03:37:30.000Z  45  103.6 //
2012-08-20T03:52:30.000Z  70  109.9 //
2012-08-20T04:00:00.000Z  80  139.0 //
2012-08-20T04:15:00.000Z  70  127.5 //
2012-08-20T04:22:30.000Z  70  121.0 //
2012-08-20T04:30:00.000Z  60  118.3 //
2012-08-20T04:37:30.000Z  70  115.0 //
2012-08-20T04:52:30.000Z  60  136.0 //
2012-08-20T05:00:00.000Z  70  118.9 //
2012-08-20T05:07:30.000Z  70  127.9 //
2012-08-20T05:15:00.000Z   0  142.1 //
2012-08-20T14:22:30.000Z  75   87.1 //
2012-08-20T14:45:00.000Z  65   84.0 //
2012-08-20T15:52:30.000Z  65  113.0 //
2012-08-20T16:00:00.000Z  80  113.3 //
2012-08-20T16:07:30.000Z  60  113.0 //
2012-08-20T16:15:00.000Z  80  106.2 //
2012-08-20T16:22:30.000Z  50  106.9 //
2012-08-20T16:30:00.000Z  60  106.0 //
2012-08-20T16:37:30.000Z  40  104.0 //
2012-08-20T16:45:00.000Z  75  107.0 //
2012-08-20T16:52:30.000Z  20  105.0 //
2012-08-20T17:00:00.000Z  80  105.1 //
2012-08-20T17:07:30.000Z  90  104.6 //
2012-08-20T17:15:00.000Z  90   98.8 //
2012-08-20T17:22:30.000Z  80  104.0 //
2012-08-20T17:30:00.000Z  90  104.0 //
2012-08-20T17:37:30.000Z  90  103.0 //
2012-08-20T17:45:00.000Z  75   98.7 //
2012-08-20T17:52:30.000Z  90  100.8 //
2012-08-20T18:00:00.000Z  75  100.0 //
2012-08-20T18:07:30.000Z  95  102.0 //
2012-08-20T18:15:00.000Z  90  100.6 //
2012-08-20T18:22:30.000Z  95  102.9 //
2012-08-20T18:30:00.000Z  95  102.0 //
2012-08-20T18:37:30.000Z  95  101.7 //
2012-08-20T18:45:00.000Z  65  102.0 //
2012-08-20T18:52:30.000Z  45   99.9 //
2012-08-20T19:00:00.000Z  45  104.0 //
2012-08-20T19:15:00.000Z  65  101.0 //
2012-08-20T19:22:30.000Z  90  103.0 //
2012-08-20T19:30:00.000Z  95  100.0 //
2012-08-20T19:37:30.000Z  95  103.0 //
2012-08-20T19:52:30.000Z  20  104.3 //
2012-08-20T20:00:00.000Z  80  102.0 //
2012-08-20T20:07:30.000Z  40  101.0 //
2012-08-20T20:15:00.000Z  95   98.6 //
2012-08-20T20:30:00.000Z  90  100.0 //
2012-08-20T20:37:30.000Z  90   99.0 //
2012-08-20T20:45:00.000Z  90  100.1 //
2012-08-20T21:00:00.000Z  25   96.3 //
2012-08-20T21:07:30.000Z  45  101.0 //
2012-08-20T21:15:00.000Z  85   96.6 //
2012-08-20T21:22:30.000Z  45  102.9 //
2012-08-20T21:30:00.000Z  45  100.0 //
2012-08-20T21:45:00.000Z  95  107.0 //
2012-08-20T21:52:30.000Z   5  100.0 //
2012-08-20T22:00:00.000Z  45   93.0 //
2012-08-20T22:07:30.000Z  45   97.7 //
2012-08-20T22:15:00.000Z  50   99.6 //
2012-08-20T22:30:00.000Z  40  104.0 //
2012-08-20T22:37:30.000Z  75  104.0 //
2012-08-20T22:45:00.000Z  90  103.0 //
2012-08-20T22:52:30.000Z  20  101.0 //
2012-08-20T23:00:00.000Z  60  103.0 //
2012-08-20T23:07:30.000Z  90   98.0 //
2012-08-20T23:15:00.000Z  60   98.0 //
2012-08-20T23:22:30.000Z  60  102.0 //
2012-08-20T23:30:00.000Z  90  101.0 //
2012-08-20T23:37:30.000Z  90   94.1 //
2012-08-20T23:45:00.000Z  60   99.6 //
2012-08-20T23:52:30.000Z  70  100.7 //
2012-08-21T00:00:00.000Z  60  102.0 //
2012-08-21T00:07:30.000Z  40  101.5 //
2012-08-21T00:15:00.000Z  45  104.0 //
2012-08-21T00:22:30.000Z  90   95.1 //
2012-08-21T00:30:00.000Z  90  103.3 //
2012-08-21T00:37:30.000Z  90   96.0 //
2012-08-21T00:45:00.000Z  90  103.8 //
2012-08-21T00:52:30.000Z  90  103.9 //
2012-08-21T01:00:00.000Z  80  104.8 //
2012-08-21T01:07:30.000Z  70  105.0 //
2012-08-21T01:15:00.000Z  95  104.8 //
2012-08-21T01:30:00.000Z  65  103.0 //
2012-08-21T01:37:30.000Z  75  104.7 //
2012-08-21T01:45:00.000Z  75  105.0 //
2012-08-21T01:52:30.000Z  50  105.0 //
2012-08-21T02:00:00.000Z  95  105.0 //
2012-08-21T02:07:30.000Z  75  103.5 //
2012-08-21T02:15:00.000Z 100  104.3 //
2012-08-21T02:22:30.000Z  95  103.0 //
2012-08-21T02:30:00.000Z  95  103.0 //
2012-08-21T02:37:30.000Z  70   97.7 //
2012-08-21T02:45:00.000Z  95  105.1 //
2012-08-21T02:52:30.000Z  90  103.8 //
2012-08-21T04:15:00.000Z 100  135.7 //
2012-08-21T04:30:00.000Z  85   92.9 //
2012-08-21T04:37:30.000Z  70  127.0 //
2012-08-21T04:52:30.000Z  60  122.7 //
2012-08-21T14:37:30.000Z  60  108.0 //
2012-08-21T14:45:00.000Z  40  108.0 //
2012-08-21T14:52:30.000Z  70  100.0 //
2012-08-21T15:00:00.000Z  80  119.5 //
2012-08-21T15:07:30.000Z  70  106.0 //
2012-08-21T15:15:00.000Z  40  106.0 //
2012-08-21T15:22:30.000Z  80  107.0 //
2012-08-21T15:30:00.000Z  70  108.0 //
2012-08-21T15:37:30.000Z  80  108.0 //
2012-08-21T15:45:00.000Z  80  105.7 //
2012-08-21T15:52:30.000Z  80  108.0 //
2012-08-21T16:07:30.000Z  80  108.0 //
2012-08-21T16:15:00.000Z  60  114.0 //
2012-08-21T16:22:30.000Z  80  109.0 //
2012-08-21T16:30:00.000Z  80  102.0 //
2012-08-21T16:37:30.000Z  80  103.0 //
2012-08-21T16:45:00.000Z  80  113.0 //
2012-08-21T17:00:00.000Z  80  109.0 //
2012-08-21T17:07:30.000Z  40  104.0 //
2012-08-21T17:15:00.000Z  80  106.0 //
2012-08-21T17:30:00.000Z  95  109.0 //
2012-08-21T17:37:30.000Z  90  106.0 //
2012-08-21T17:45:00.000Z  80  104.0 //
2012-08-21T17:52:30.000Z  70  108.0 //
2012-08-21T18:00:00.000Z  90  106.0 //
2012-08-21T18:22:30.000Z 100  107.0 //
2012-08-21T18:37:30.000Z  90   93.2 //
2012-08-21T18:45:00.000Z  80   85.9 //
2012-08-21T18:52:30.000Z  40  106.0 //
2012-08-21T19:00:00.000Z  90  102.1 //
2012-08-21T19:07:30.000Z  80   98.7 //
2012-08-21T19:15:00.000Z  90  101.0 //
2012-08-21T19:22:30.000Z  90  101.0 //
2012-08-21T19:30:00.000Z  80  101.0 //
2012-08-21T19:45:00.000Z  80  100.0 //
2012-08-21T19:52:30.000Z  45  101.0 //
2012-08-21T20:07:30.000Z  80   98.0 //
2012-08-21T20:15:00.000Z  80   99.0 //
2012-08-21T20:22:30.000Z  80   99.0 //
2012-08-21T20:30:00.000Z  80   95.6 //
2012-08-21T20:45:00.000Z  80   95.1 //
2012-08-21T20:52:30.000Z  95  100.0 //
2012-08-21T21:00:00.000Z  90   94.1 //
2012-08-21T21:07:30.000Z  80   99.0 //
2012-08-21T21:15:00.000Z  80   94.7 //
2012-08-21T21:22:30.000Z  75   96.0 //
2012-08-21T21:30:00.000Z  90   98.0 //
2012-08-21T21:45:00.000Z  90   94.0 //
2012-08-21T21:52:30.000Z  70   97.0 //
2012-08-21T22:00:00.000Z  90   93.1 //
2012-08-21T22:07:30.000Z  90   98.0 //
2012-08-21T22:15:00.000Z  90   99.0 //
2012-08-21T22:22:30.000Z  90   98.0 //
2012-08-21T22:30:00.000Z  90   98.0 //
2012-08-21T22:37:30.000Z  90  101.7 //
2012-08-21T22:45:00.000Z  90  100.5 //
2012-08-21T22:52:30.000Z  80  102.1 //
2012-08-21T23:00:00.000Z  90  103.0 //
2012-08-21T23:07:30.000Z  90   98.3 //
2012-08-21T23:22:30.000Z  90  105.0 //
2012-08-21T23:30:00.000Z  95   99.0 //
2012-08-21T23:37:30.000Z  90  112.2 //
2012-08-21T23:45:00.000Z  95  114.0 //
2012-08-21T23:52:30.000Z  95  107.6 //
2012-08-22T00:00:00.000Z  90  103.8 //
2012-08-22T00:15:00.000Z  90  111.0 //
2012-08-22T01:07:30.000Z  90  110.4 //
2012-08-22T01:22:30.000Z  95  104.9 //
2012-08-22T01:37:30.000Z  90  106.0 //
2012-08-22T02:07:30.000Z  70  106.0 //
2012-08-22T02:15:00.000Z  90  102.2 //
2012-08-22T02:22:30.000Z  90  101.0 //
2012-08-22T02:30:00.000Z  90   99.6 //
2012-08-22T02:37:30.000Z  90  102.7 //
2012-08-22T03:15:00.000Z  70  105.7 //
2012-08-22T03:22:30.000Z  90  107.3 //
2012-08-22T03:30:00.000Z   0  106.1 //
2012-08-22T03:37:30.000Z  90  106.1 //
2012-08-22T03:45:00.000Z  70  111.0 //
2012-08-22T03:52:30.000Z   0  113.5 //
2012-08-22T04:15:00.000Z  90  128.0 //
2012-08-22T04:37:30.000Z  80  131.0 //
2012-08-22T04:45:00.000Z  40  125.0 //
2012-08-22T04:52:30.000Z  40  119.4 //
2012-08-22T05:00:00.000Z  70  118.0 //
2012-08-22T05:07:30.000Z  80  118.0 //
2012-08-22T14:22:30.000Z  70   93.0 //
2012-08-22T14:30:00.000Z  70   86.1 //
2012-08-22T14:45:00.000Z  70  102.6 //
2012-08-22T14:52:30.000Z  40  103.0 //
2012-08-22T15:00:00.000Z  70  102.0 //
2012-08-22T15:07:30.000Z  40  102.0 //
2012-08-22T15:15:00.000Z  70   99.2 //
2012-08-22T15:22:30.000Z   0   95.3 //
2012-08-22T15:30:00.000Z  60  102.0 //
2012-08-22T15:37:30.000Z  60  105.0 //
2012-08-22T15:45:00.000Z  60  103.0 //
