# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-11-07T00:41:09.117Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T21:00:00.000Z - 2012-12-31T03:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# hE [km] - Minimum virtual height of E trace
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS     hE QD
2012-04-30T02:07:30.000Z  70  102.5 //
2012-04-30T02:15:00.000Z  90  103.0 //
2012-04-30T02:22:30.000Z  90  102.9 //
2012-04-30T02:30:00.000Z  90  103.6 //
2012-04-30T02:37:30.000Z  90  101.8 //
2012-04-30T02:45:00.000Z  70  103.0 //
2012-04-30T02:52:30.000Z  90  103.8 //
2012-04-30T03:00:00.000Z  90  104.0 //
2012-04-30T03:07:30.000Z  80  104.0 //
2012-04-30T03:15:00.000Z  80  105.4 //
2012-04-30T03:22:30.000Z  90  104.4 //
2012-04-30T03:30:00.000Z  60  106.7 //
2012-04-30T03:37:30.000Z  70  106.0 //
2012-04-30T03:52:30.000Z  80  108.0 //
2012-04-30T04:00:00.000Z  80  112.0 //
2012-04-30T04:07:30.000Z  95  112.8 //
2012-04-30T04:15:00.000Z  90  113.5 //
2012-04-30T05:07:30.000Z  70  118.0 //
2012-04-30T05:15:00.000Z  80  115.5 //
2012-04-30T13:30:00.000Z  40  108.3 //
2012-04-30T13:52:30.000Z  70  127.6 //
2012-04-30T14:00:00.000Z  70  118.1 //
2012-04-30T14:07:30.000Z  50  116.1 //
2012-04-30T14:15:00.000Z  70  118.5 //
2012-04-30T14:22:30.000Z  70   98.5 //
2012-04-30T14:30:00.000Z  60  106.3 //
2012-04-30T14:37:30.000Z  40  103.5 //
2012-04-30T14:45:00.000Z  70  106.1 //
2012-04-30T14:52:30.000Z  40  107.0 //
2012-04-30T15:00:00.000Z  80  105.3 //
2012-04-30T15:07:30.000Z  70  106.0 //
2012-04-30T15:15:00.000Z  80  104.9 //
2012-04-30T15:22:30.000Z  70  105.0 //
2012-04-30T15:30:00.000Z  80  105.1 //
2012-04-30T15:37:30.000Z  60  105.0 //
2012-04-30T15:45:00.000Z  60  104.0 //
2012-04-30T15:52:30.000Z  70  102.0 //
2012-04-30T16:00:00.000Z  70  102.9 //
2012-04-30T16:07:30.000Z  70  102.7 //
2012-04-30T16:15:00.000Z  70  102.9 //
2012-04-30T16:22:30.000Z  65  103.0 //
2012-04-30T16:30:00.000Z  80  102.0 //
2012-04-30T16:37:30.000Z  80  102.0 //
2012-04-30T16:45:00.000Z  60  101.0 //
2012-04-30T16:56:00.000Z  70   98.3 //
2012-04-30T16:57:00.000Z  40  102.3 //
2012-04-30T16:58:00.000Z  40   98.7 //
2012-04-30T16:59:00.000Z  40  102.5 //
2012-04-30T17:00:00.000Z  70   98.5 //
2012-04-30T17:01:00.000Z  70   95.7 //
2012-04-30T17:02:00.000Z  70   98.6 //
2012-04-30T17:03:00.000Z  70   98.7 //
2012-04-30T17:04:00.000Z  70   98.2 //
2012-04-30T17:05:00.000Z  70   98.2 //
2012-04-30T17:06:00.000Z  60   97.8 //
2012-04-30T17:07:00.000Z  60   98.2 //
2012-04-30T17:08:00.000Z  70   98.2 //
2012-04-30T17:09:00.000Z  70   98.2 //
2012-04-30T17:10:00.000Z  70   98.9 //
2012-04-30T17:11:00.000Z  70   98.6 //
2012-04-30T17:12:00.000Z  70   98.9 //
2012-04-30T17:13:00.000Z  80   96.6 //
2012-04-30T17:14:00.000Z  80   98.1 //
2012-04-30T17:15:00.000Z  80  102.5 //
2012-04-30T17:16:00.000Z  70  102.5 //
2012-04-30T17:17:00.000Z  80   98.8 //
2012-04-30T17:18:00.000Z  70   96.6 //
2012-04-30T17:19:00.000Z  70   98.1 //
2012-04-30T17:23:00.000Z  90   98.3 //
2012-04-30T17:24:00.000Z  80   98.6 //
2012-04-30T17:25:00.000Z  70   97.4 //
2012-04-30T17:26:00.000Z  60   98.6 //
2012-04-30T17:27:00.000Z  80  103.7 //
2012-04-30T17:28:00.000Z  80  102.1 //
2012-04-30T17:29:00.000Z  80  103.1 //
2012-04-30T17:30:00.000Z  90   98.0 //
2012-04-30T17:31:00.000Z  80  102.0 //
2012-04-30T17:32:00.000Z  60  102.0 //
2012-04-30T17:33:00.000Z  70  102.0 //
2012-04-30T17:34:00.000Z  80  102.0 //
2012-04-30T17:35:00.000Z  80  101.3 //
2012-04-30T17:36:00.000Z  80  102.1 //
2012-04-30T17:37:00.000Z  90  103.0 //
2012-04-30T17:38:00.000Z  80  103.2 //
2012-04-30T17:39:00.000Z  70   98.5 //
2012-04-30T17:40:00.000Z  70  102.4 //
2012-04-30T17:41:00.000Z  80   98.3 //
2012-04-30T17:42:00.000Z  70  102.4 //
2012-04-30T17:43:00.000Z  80  102.4 //
2012-04-30T17:45:00.000Z  80  101.0 //
2012-04-30T17:52:30.000Z  80  101.0 //
2012-04-30T18:00:00.000Z  80  102.0 //
2012-04-30T18:07:30.000Z  80   98.7 //
2012-04-30T18:15:00.000Z  80   99.4 //
2012-04-30T18:22:30.000Z  90   99.0 //
2012-04-30T18:30:00.000Z  80   98.5 //
2012-04-30T18:37:30.000Z  90  100.0 //
2012-04-30T18:52:30.000Z  90   98.5 //
2012-04-30T19:00:00.000Z  90   98.2 //
2012-04-30T19:07:30.000Z  90   98.2 //
2012-04-30T19:15:00.000Z  90  100.0 //
2012-04-30T19:22:30.000Z  90   98.5 //
2012-04-30T19:30:00.000Z  90   99.0 //
2012-04-30T19:37:30.000Z  95   95.8 //
2012-04-30T19:45:00.000Z  90   98.4 //
2012-04-30T19:52:30.000Z  90   98.0 //
2012-04-30T20:00:00.000Z  90   94.3 //
2012-04-30T20:07:30.000Z  90   99.0 //
2012-04-30T20:15:00.000Z  90   95.5 //
2012-04-30T20:22:30.000Z  90   98.1 //
2012-04-30T20:30:00.000Z  70   99.0 //
2012-04-30T20:37:30.000Z  90   92.3 //
2012-04-30T20:45:00.000Z  90   99.0 //
2012-04-30T20:52:30.000Z  75  102.0 //
2012-04-30T21:00:00.000Z  80   98.0 //
2012-04-30T21:07:30.000Z  80  102.6 //
2012-04-30T21:15:00.000Z  90   99.0 //
2012-04-30T21:22:30.000Z  80   98.0 //
2012-04-30T21:30:00.000Z  60   98.0 //
2012-04-30T21:37:30.000Z  20   96.0 //
2012-04-30T21:45:00.000Z  80   99.0 //
2012-04-30T21:52:30.000Z  60   99.0 //
2012-04-30T22:00:00.000Z  80   98.0 //
2012-04-30T22:07:30.000Z  60   98.0 //
2012-04-30T22:15:00.000Z  80   97.2 //
2012-04-30T22:22:30.000Z  60  101.0 //
2012-04-30T22:30:00.000Z  80  101.5 //
2012-04-30T22:37:30.000Z  80  100.9 //
2012-04-30T22:52:30.000Z   0  100.7 //
2012-04-30T23:00:00.000Z  80  101.0 //
2012-04-30T23:07:30.000Z  70  100.0 //
2012-04-30T23:17:00.000Z  80  100.1 //
2012-04-30T23:18:00.000Z  60  100.5 //
2012-04-30T23:19:00.000Z  80   99.8 //
2012-04-30T23:20:00.000Z  60   99.8 //
2012-04-30T23:21:00.000Z  60   99.8 //
2012-04-30T23:22:00.000Z  40  110.3 //
2012-04-30T23:23:00.000Z  80   99.7 //
2012-04-30T23:24:00.000Z  40   99.8 //
2012-04-30T23:25:00.000Z  70   98.2 //
2012-04-30T23:26:00.000Z  60   99.8 //
2012-04-30T23:27:00.000Z  80   99.5 //
2012-04-30T23:28:00.000Z  80   99.8 //
2012-04-30T23:29:00.000Z  80  101.4 //
2012-04-30T23:32:00.000Z  80   99.8 //
2012-04-30T23:33:00.000Z  80   98.9 //
2012-04-30T23:35:00.000Z  80   97.2 //
2012-04-30T23:39:30.000Z  45  105.0 //
2012-04-30T23:54:00.000Z  70  109.3 //
2012-04-30T23:55:00.000Z  90  104.2 //
2012-05-01T00:01:00.000Z  90   92.7 //
2012-05-01T00:03:30.000Z  65  109.0 //
2012-05-01T00:07:00.000Z  60  103.0 //
2012-05-01T00:14:00.000Z  80  102.4 //
2012-05-01T00:15:00.000Z  80  110.0 //
2012-05-01T00:20:00.000Z  45  112.4 //
2012-05-01T00:24:00.000Z  80  108.7 //
2012-05-01T00:29:00.000Z  40  100.3 //
2012-05-01T00:30:00.000Z  80  103.1 //
2012-05-01T00:31:30.000Z  45  106.9 //
2012-05-01T00:34:00.000Z  70   92.1 //
2012-05-01T00:35:00.000Z  60  105.5 //
2012-05-01T00:37:30.000Z  65  103.9 //
2012-05-01T00:38:30.000Z  65  104.3 //
2012-05-01T00:39:00.000Z  95   94.3 //
2012-05-01T00:40:00.000Z  70  101.2 //
2012-05-01T00:44:00.000Z  80  100.1 //
2012-05-01T00:45:00.000Z  40  107.8 //
2012-05-01T00:48:30.000Z  80  101.5 //
2012-05-01T00:49:00.000Z  80  102.3 //
2012-05-01T00:50:00.000Z  70   96.1 //
2012-05-01T00:56:00.000Z  90  105.4 //
2012-05-01T00:58:00.000Z  80  102.5 //
2012-05-01T01:00:00.000Z  80  100.3 //
2012-05-01T01:02:00.000Z  70  102.2 //
2012-05-01T01:04:00.000Z  90   98.3 //
2012-05-01T01:06:00.000Z  80  111.1 //
2012-05-01T01:08:00.000Z  60  105.7 //
2012-05-01T01:10:00.000Z  80  102.8 //
2012-05-01T01:12:00.000Z  80  101.4 //
2012-05-01T01:14:00.000Z  80  101.0 //
2012-05-01T01:16:00.000Z  80  102.4 //
2012-05-01T01:20:00.000Z  60  101.0 //
2012-05-01T01:22:00.000Z  80  107.7 //
2012-05-01T01:24:00.000Z  80  104.9 //
2012-05-01T01:28:00.000Z  65  105.1 //
2012-05-01T01:30:00.000Z  60  107.2 //
2012-05-01T01:34:00.000Z  90  106.4 //
2012-05-01T01:36:00.000Z  60  103.9 //
2012-05-01T01:38:00.000Z  60  103.9 //
2012-05-01T01:40:00.000Z  60  105.8 //
2012-05-01T01:42:00.000Z  60  105.5 //
2012-05-01T01:44:00.000Z  90  104.8 //
2012-05-01T01:48:00.000Z  80   99.4 //
2012-05-01T01:50:00.000Z  60  101.4 //
2012-05-01T01:52:00.000Z  60   97.3 //
2012-05-01T01:54:00.000Z  80  103.4 //
2012-05-01T01:56:00.000Z  95  103.0 //
2012-05-01T01:58:00.000Z  90  105.5 //
2012-05-01T02:00:02.000Z  80   97.4 //
2012-05-01T02:00:16.000Z  70  100.8 //
2012-05-01T02:01:02.000Z  70  103.8 //
2012-05-01T02:01:16.000Z  80  103.9 //
2012-05-01T02:02:02.000Z  70  105.0 //
2012-05-01T02:02:16.000Z  80  104.0 //
2012-05-01T02:03:02.000Z  60  100.9 //
2012-05-01T02:03:16.000Z  80  102.5 //
2012-05-01T02:04:02.000Z  80  102.0 //
2012-05-01T02:04:16.000Z  80  101.0 //
2012-05-01T02:05:02.000Z  80  104.5 //
2012-05-01T02:05:16.000Z  80  101.0 //
2012-05-01T02:06:02.000Z  40  104.8 //
2012-05-01T02:06:16.000Z  80  104.6 //
2012-05-01T02:07:02.000Z  80  106.0 //
2012-05-01T02:07:16.000Z  90  104.5 //
2012-05-01T02:08:02.000Z  70  103.4 //
2012-05-01T02:08:16.000Z  90  105.5 //
2012-05-01T02:09:02.000Z  70  105.4 //
2012-05-01T02:09:16.000Z  80  103.7 //
2012-05-01T02:14:02.000Z  40  106.1 //
2012-05-01T02:19:02.000Z  70  107.7 //
2012-05-01T02:19:16.000Z  80  109.2 //
2012-05-01T02:20:02.000Z  80  107.9 //
2012-05-01T02:20:16.000Z  60  106.7 //
2012-05-01T02:21:16.000Z  70  112.1 //
2012-05-01T02:22:02.000Z  60  101.7 //
2012-05-01T02:22:30.000Z  40  104.0 //
2012-05-01T02:30:00.000Z  60   97.0 //
2012-05-01T02:37:30.000Z  40  102.3 //
2012-05-01T02:45:00.000Z  70  108.0 //
2012-05-01T02:52:30.000Z  40  106.0 //
2012-05-01T03:00:00.000Z  20  103.0 //
2012-05-01T03:07:30.000Z  20  103.0 //
2012-05-01T03:16:00.000Z  90  107.3 //
2012-05-01T03:18:00.000Z  90   98.1 //
2012-05-01T03:20:00.000Z  60  104.6 //
2012-05-01T03:22:00.000Z  80  101.9 //
2012-05-01T03:24:00.000Z  90  102.9 //
2012-05-01T03:28:00.000Z  80   99.0 //
2012-05-01T03:30:00.000Z  80  111.1 //
2012-05-01T03:34:00.000Z  60  105.0 //
2012-05-01T03:36:00.000Z  20  104.7 //
2012-05-01T03:38:00.000Z  70  105.0 //
2012-05-01T03:40:00.000Z  80  105.0 //
2012-05-01T03:42:00.000Z  80  105.2 //
2012-05-01T03:48:00.000Z  80  105.1 //
2012-05-01T03:50:00.000Z  80  106.7 //
2012-05-01T03:52:00.000Z  50   94.3 //
2012-05-01T03:56:00.000Z  60  105.1 //
2012-05-01T03:58:00.000Z  80  105.7 //
2012-05-01T04:00:02.000Z  70   87.8 //
2012-05-01T04:01:02.000Z  20  106.2 //
2012-05-01T04:02:02.000Z  50  108.6 //
2012-05-01T04:02:16.000Z  60  105.0 //
2012-05-01T04:03:16.000Z  80  105.0 //
2012-05-01T04:04:02.000Z  20   93.1 //
2012-05-01T04:04:16.000Z  80  106.4 //
2012-05-01T04:05:02.000Z  60  106.9 //
2012-05-01T04:05:16.000Z  80  107.3 //
2012-05-01T04:06:02.000Z  70  106.7 //
2012-05-01T04:06:16.000Z  70   85.1 //
2012-05-01T04:07:02.000Z  40  105.6 //
2012-05-01T04:08:02.000Z  20  101.5 //
2012-05-01T04:08:16.000Z  60  106.3 //
2012-05-01T04:09:02.000Z   0  105.3 //
2012-05-01T04:09:16.000Z  40  117.6 //
2012-05-01T04:10:02.000Z  70  103.1 //
2012-05-01T04:10:16.000Z  40  107.4 //
2012-05-01T04:11:02.000Z  65  110.2 //
2012-05-01T04:11:16.000Z  80  108.0 //
2012-05-01T04:12:02.000Z  50  107.6 //
2012-05-01T04:12:16.000Z  80  107.1 //
2012-05-01T04:13:02.000Z  80  106.8 //
2012-05-01T04:13:16.000Z  60  104.3 //
2012-05-01T04:22:30.000Z  40   90.3 //
2012-05-01T04:30:00.000Z  90  105.2 //
2012-05-01T04:37:30.000Z  20  107.0 //
2012-05-01T04:45:00.000Z   0  108.0 //
2012-05-01T04:52:30.000Z  70  129.0 //
2012-05-01T05:00:00.000Z  80  148.0 //
2012-05-01T05:07:30.000Z  70  133.0 //
2012-05-01T05:15:00.000Z  20  132.2 //
2012-05-01T05:22:30.000Z   0  128.6 //
2012-05-01T05:30:02.000Z  40  132.0 //
2012-05-01T05:31:02.000Z  40  129.3 //
2012-05-01T05:31:16.000Z  60  131.3 //
2012-05-01T05:32:02.000Z  60  129.1 //
2012-05-01T05:32:16.000Z  70  128.1 //
2012-05-01T05:33:02.000Z  60  125.5 //
2012-05-01T05:34:02.000Z  40  126.5 //
2012-05-01T05:34:16.000Z  70  127.5 //
2012-05-01T05:35:02.000Z  40  128.9 //
2012-05-01T05:35:16.000Z  80  127.2 //
2012-05-01T05:36:02.000Z  70  125.3 //
2012-05-01T05:36:16.000Z  40  125.9 //
2012-05-01T05:37:02.000Z  70  106.1 //
2012-05-01T05:37:16.000Z  70  106.9 //
2012-05-01T05:38:02.000Z  60  122.7 //
2012-05-01T05:38:16.000Z  70  109.9 //
2012-05-01T05:39:02.000Z  60  120.4 //
2012-05-01T05:39:16.000Z  60  107.8 //
2012-05-01T05:40:02.000Z  60  122.5 //
2012-05-01T05:40:16.000Z  60  113.2 //
2012-05-01T05:41:02.000Z  40  123.9 //
2012-05-01T05:41:16.000Z  70  104.1 //
2012-05-01T05:42:02.000Z  40  122.3 //
2012-05-01T05:42:16.000Z  60  127.5 //
2012-05-01T05:43:02.000Z  60  123.4 //
2012-05-01T05:43:16.000Z  70  105.1 //
2012-05-01T05:44:02.000Z  40  122.2 //
2012-05-01T05:44:16.000Z  70  121.8 //
2012-05-01T05:45:00.000Z  40  123.0 //
2012-05-01T13:37:30.000Z  80  128.2 //
2012-05-01T13:45:00.000Z  90  133.0 //
2012-05-01T13:52:30.000Z  60  138.0 //
2012-05-01T14:00:00.000Z  70  128.0 //
2012-05-01T14:07:30.000Z  80  141.0 //
2012-05-01T14:15:00.000Z  60  143.0 //
2012-05-01T14:22:30.000Z  80  137.5 //
2012-05-01T14:30:00.000Z  80  134.0 //
2012-05-01T14:37:30.000Z   0  106.1 //
2012-05-01T14:45:00.000Z  80  120.0 //
2012-05-01T14:52:30.000Z  70  108.0 //
2012-05-01T15:00:00.000Z   0  109.0 //
2012-05-01T15:07:30.000Z  80  105.0 //
2012-05-01T15:15:00.000Z   0  103.0 //
2012-05-01T15:22:30.000Z   0  103.0 //
2012-05-01T15:30:00.000Z  60  102.1 //
2012-05-01T15:37:30.000Z  80   99.6 //
2012-05-01T15:45:00.000Z  60  102.0 //
2012-05-01T15:52:30.000Z  60  100.0 //
2012-05-01T16:00:00.000Z  80  102.0 //
2012-05-01T16:07:30.000Z  60  101.0 //
2012-05-01T16:15:00.000Z  70  100.0 //
2012-05-01T16:30:00.000Z  60  100.7 //
2012-05-01T16:37:30.000Z  90  102.0 //
2012-05-01T16:45:00.000Z  90   99.0 //
2012-05-01T16:52:30.000Z  80  100.0 //
2012-05-01T17:00:00.000Z  80  101.0 //
2012-05-01T17:07:30.000Z  40   99.0 //
2012-05-01T17:15:00.000Z  65   99.0 //
2012-05-01T17:22:30.000Z  40   99.0 //
2012-05-01T17:30:00.000Z  90   98.0 //
2012-05-01T17:37:30.000Z  80   99.3 //
2012-05-01T17:45:00.000Z  60  100.7 //
2012-05-01T17:52:30.000Z  90  100.0 //
2012-05-01T18:00:00.000Z  60  103.8 //
2012-05-01T18:07:30.000Z  60  101.0 //
2012-05-01T18:15:00.000Z  60  101.0 //
2012-05-01T18:22:30.000Z  80  101.9 //
2012-05-01T18:30:00.000Z  80   99.0 //
2012-05-01T18:37:30.000Z  90   99.0 //
2012-05-01T18:45:00.000Z  90  100.0 //
2012-05-01T18:52:30.000Z  60   96.5 //
2012-05-01T19:00:00.000Z  90   99.0 //
2012-05-01T19:07:30.000Z  95   97.9 //
2012-05-01T19:15:00.000Z  95   95.1 //
2012-05-01T19:30:00.000Z  90   98.5 //
2012-05-01T19:37:30.000Z  90   97.0 //
2012-05-01T19:45:00.000Z  70   93.7 //
2012-05-01T19:52:30.000Z  90   98.0 //
2012-05-01T20:00:00.000Z  60   98.0 //
2012-05-01T20:07:30.000Z  80   98.8 //
2012-05-01T20:15:00.000Z  80   97.9 //
2012-05-01T20:22:30.000Z  80   97.0 //
2012-05-01T20:30:00.000Z  60   98.0 //
2012-05-01T20:37:30.000Z  80   99.3 //
2012-05-01T20:45:00.000Z  80  100.0 //
2012-05-01T20:52:30.000Z  60   99.0 //
2012-05-01T21:07:30.000Z  60   98.0 //
2012-05-01T21:15:00.000Z  40   98.6 //
2012-05-01T21:22:30.000Z  40   99.0 //
2012-05-01T21:30:00.000Z  60   99.0 //
2012-05-01T21:37:30.000Z  60   97.5 //
2012-05-01T21:45:00.000Z  40   99.0 //
2012-05-01T21:52:30.000Z  80   94.0 //
2012-05-01T22:00:00.000Z  60   99.0 //
2012-05-01T22:07:30.000Z  80   98.9 //
2012-05-01T22:15:00.000Z  80   97.0 //
2012-05-01T22:22:30.000Z  60   98.0 //
2012-05-01T22:30:00.000Z  60   96.0 //
2012-05-01T22:37:30.000Z  60   99.8 //
2012-05-01T22:45:00.000Z  60   99.0 //
2012-05-01T22:52:30.000Z  60   99.6 //
2012-05-01T23:07:30.000Z  90   99.9 //
2012-05-01T23:15:00.000Z  90   98.9 //
2012-05-01T23:16:00.000Z  90   98.4 //
2012-05-01T23:17:00.000Z  70   99.1 //
2012-05-01T23:18:00.000Z  90   98.4 //
2012-05-01T23:20:00.000Z  90  100.4 //
2012-05-01T23:22:00.000Z  95   96.6 //
2012-05-01T23:23:00.000Z  70   98.4 //
2012-05-01T23:24:00.000Z  80   98.4 //
2012-05-01T23:25:00.000Z  80   96.0 //
2012-05-01T23:26:00.000Z  85   99.3 //
2012-05-01T23:27:00.000Z  40   99.1 //
2012-05-01T23:31:00.000Z  80   98.4 //
2012-05-01T23:32:00.000Z  80   98.7 //
2012-05-01T23:33:00.000Z  40   96.7 //
2012-05-01T23:34:00.000Z  60   96.2 //
2012-05-01T23:35:30.000Z  60   99.3 //
2012-05-01T23:37:30.000Z  60   96.3 //
2012-05-01T23:38:30.000Z  90   97.1 //
2012-05-01T23:39:00.000Z  60   99.0 //
2012-05-01T23:40:00.000Z  60   99.2 //
2012-05-01T23:44:30.000Z  70   98.6 //
2012-05-01T23:51:00.000Z  90   98.1 //
2012-05-01T23:52:00.000Z  90   96.5 //
2012-05-01T23:53:30.000Z  65  101.2 //
2012-05-01T23:55:30.000Z  80   99.4 //
2012-05-02T00:02:30.000Z  40   98.4 //
2012-05-02T00:24:30.000Z  60  101.5 //
2012-05-02T00:25:30.000Z  70   87.3 //
2012-05-02T00:26:00.000Z  80  101.2 //
2012-05-02T00:31:00.000Z  70   93.0 //
2012-05-02T00:35:30.000Z  80  102.5 //
2012-05-02T00:36:00.000Z  90   99.2 //
2012-05-02T01:50:00.000Z  50   88.7 //
2012-05-02T01:58:00.000Z  70   80.2 //
2012-05-02T02:02:00.000Z  45   93.2 //
2012-05-02T02:10:00.000Z  70   87.6 //
2012-05-02T02:12:00.000Z  65   86.9 //
2012-05-02T02:18:00.000Z  60   80.7 //
2012-05-02T02:38:00.000Z  65   84.1 //
2012-05-02T02:44:00.000Z  65   80.8 //
2012-05-02T03:00:00.000Z   0   87.2 //
2012-05-02T03:12:00.000Z  60   81.1 //
2012-05-02T04:36:00.000Z  45  120.0 //
2012-05-02T04:38:00.000Z  15  126.4 //
2012-05-02T04:48:00.000Z  65  132.4 //
2012-05-02T04:50:00.000Z  65  126.5 //
2012-05-02T04:51:00.000Z  65  127.4 //
2012-05-02T04:52:00.000Z  70   87.6 //
2012-05-02T04:58:00.000Z  55  105.0 //
2012-05-02T05:03:00.000Z  65  130.4 //
2012-05-02T05:05:00.000Z  65  127.8 //
2012-05-02T05:06:00.000Z  65  105.0 //
2012-05-02T05:07:00.000Z  65  123.9 //
2012-05-02T05:10:00.000Z  75  123.9 //
2012-05-02T05:11:00.000Z  70  125.2 //
2012-05-02T05:12:00.000Z  65  125.4 //
2012-05-02T05:13:00.000Z  70  130.4 //
2012-05-02T05:17:00.000Z  70  121.5 //
2012-05-02T05:18:00.000Z  65  122.6 //
2012-05-02T05:19:00.000Z  70  123.9 //
2012-05-02T05:44:00.000Z  80  119.7 //
2012-05-02T06:15:16.000Z  60   84.1 //
2012-05-02T06:16:16.000Z  40  122.4 //
2012-05-02T13:15:00.000Z  60   99.0 //
2012-05-02T13:22:30.000Z  60   99.2 //
2012-05-02T13:30:00.000Z  40   94.6 //
2012-05-02T13:37:30.000Z  45   98.7 //
2012-05-02T13:45:00.000Z  65   94.4 //
2012-05-02T13:52:30.000Z   0   91.1 //
2012-05-02T14:00:00.000Z  55   92.3 //
2012-05-02T14:07:30.000Z  65   92.2 //
2012-05-02T14:15:00.000Z  70   92.6 //
2012-05-02T14:22:30.000Z  60   92.5 //
2012-05-02T14:30:00.000Z  70   92.6 //
2012-05-02T14:37:30.000Z  70   92.9 //
2012-05-02T14:45:00.000Z  70   92.0 //
2012-05-02T14:52:30.000Z  70   93.0 //
2012-05-02T15:00:00.000Z  40   92.9 //
2012-05-02T15:07:30.000Z  40   91.7 //
2012-05-02T15:15:00.000Z  40   92.4 //
2012-05-02T15:22:30.000Z  40   90.0 //
2012-05-02T15:30:00.000Z  70   91.2 //
2012-05-02T15:37:30.000Z  70   88.7 //
2012-05-02T15:45:00.000Z  70   87.9 //
2012-05-02T15:52:30.000Z  70   88.8 //
2012-05-02T16:00:00.000Z  70   88.3 //
2012-05-02T16:07:30.000Z  70   87.0 //
2012-05-02T16:15:00.000Z  70   88.0 //
2012-05-02T16:22:30.000Z  70   91.3 //
2012-05-02T16:30:00.000Z  70   91.0 //
2012-05-02T16:37:30.000Z  40   90.6 //
2012-05-02T16:45:00.000Z  70   91.0 //
2012-05-02T16:52:30.000Z  70   92.0 //
2012-05-02T17:00:00.000Z  70   87.4 //
2012-05-02T17:07:30.000Z  70   87.8 //
2012-05-02T17:15:00.000Z  40   92.0 //
2012-05-02T17:22:30.000Z  80   95.0 //
2012-05-02T17:30:00.000Z  80   92.0 //
2012-05-02T17:37:30.000Z  80   91.0 //
2012-05-02T17:45:00.000Z  90   88.6 //
2012-05-02T17:52:30.000Z  90   87.0 //
2012-05-02T18:00:00.000Z  90   94.0 //
2012-05-02T18:07:30.000Z  90   94.0 //
2012-05-02T18:15:00.000Z  95   92.0 //
2012-05-02T18:22:30.000Z  90   89.9 //
2012-05-02T18:30:00.000Z  90   88.1 //
2012-05-02T18:37:30.000Z  95   90.0 //
2012-05-02T18:52:30.000Z  90   87.4 //
2012-05-02T19:00:00.000Z 100   89.0 //
2012-05-02T19:07:30.000Z  95   88.0 //
2012-05-02T19:15:00.000Z  95   88.0 //
2012-05-02T19:22:30.000Z  95   92.0 //
2012-05-02T19:30:00.000Z 100   94.0 //
2012-05-02T19:37:30.000Z  90   92.9 //
2012-05-02T19:52:30.000Z  95   92.0 //
2012-05-02T20:00:00.000Z  90  100.0 //
2012-05-02T20:07:30.000Z  95   98.2 //
2012-05-02T20:15:00.000Z  90   97.0 //
2012-05-02T20:22:30.000Z  90   93.2 //
2012-05-02T20:30:00.000Z  90   96.0 //
2012-05-02T20:37:30.000Z  95   96.0 //
2012-05-02T20:45:00.000Z  90   96.0 //
2012-05-02T20:52:30.000Z  90   97.2 //
2012-05-02T21:00:00.000Z  90   96.5 //
2012-05-02T21:07:30.000Z  95   97.0 //
2012-05-02T21:15:00.000Z  80   94.0 //
2012-05-02T21:30:00.000Z  80   98.0 //
2012-05-02T21:37:30.000Z  90   96.0 //
2012-05-02T21:45:00.000Z  90   92.6 //
2012-05-02T21:52:30.000Z  80   97.0 //
2012-05-02T22:00:00.000Z  90   96.0 //
2012-05-02T22:07:30.000Z  80   96.0 //
2012-05-02T22:15:00.000Z  90   99.0 //
2012-05-02T22:22:30.000Z  90   98.0 //
2012-05-02T22:30:00.000Z  90   98.0 //
2012-05-02T22:37:30.000Z  90   97.0 //
2012-05-02T22:45:00.000Z  90   97.0 //
2012-05-02T22:52:30.000Z  90   93.0 //
2012-05-02T23:00:00.000Z  90   98.0 //
2012-05-02T23:07:30.000Z  95   96.8 //
2012-05-02T23:15:00.000Z  85   98.0 //
2012-05-02T23:22:30.000Z  90   97.0 //
2012-05-02T23:30:00.000Z  95   98.5 //
2012-05-02T23:37:30.000Z  90  100.0 //
2012-05-02T23:45:00.000Z 100  104.0 //
2012-05-02T23:52:30.000Z  95  104.8 //
2012-05-03T00:00:00.000Z  95  103.0 //
2012-05-03T00:07:30.000Z  80  105.4 //
2012-05-03T01:45:00.000Z  90  105.7 //
2012-05-03T01:52:30.000Z  90   94.0 //
2012-05-03T02:00:00.000Z  70  105.3 //
2012-05-03T02:07:30.000Z  90  100.3 //
2012-05-03T02:15:00.000Z  95  104.0 //
2012-05-03T02:22:30.000Z  70   99.1 //
2012-05-03T02:30:00.000Z  90   89.7 //
2012-05-03T02:37:30.000Z  70  102.0 //
2012-05-03T02:45:00.000Z  60  103.0 //
2012-05-03T02:52:30.000Z  80  102.0 //
